"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"451","2020-04-27 16:09:36-03","UFES","VIES","43252","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Firmino, A.D.","Firmino, A.D.; Silvares, G.C.O.","2018","10","02","Brasil","Espírito Santo","Conceição da Barra","APA Conceição da Barra, ponto de amostragem 1.","-39.735278","-18.625556","39º44'7''W","18º37'32''S",NA,NA,NA,"VIES043252","VIES043252",NA,NA,"128",NA,NA,NA,NA,NA,NA,"2019","08","01",NA,NA,NA,NA,NA
"452","2019-12-06 19:29:31-03","UFES","VIES","43652","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Firmino, A.D.","Firmino, A.D.; Silvares, G.C.O.","2018","11","19","Brasil","Espírito Santo","Conceição da Barra","APA Conceição da Barra, ponto de amostragem 1.","-39.735556","-18.625278","39º44'8''W","18º37'31''S",NA,NA,NA,"VIES043652","VIES043652",NA,NA,"528",NA,NA,NA,NA,NA,NA,"2018","11","19",NA,NA,NA,NA,NA
"453","2020-04-27 16:09:36-03","UFES","VIES","43696","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Firmino, A.D.","Firmino, A.D.; Silvares, G.C.O.","2018","11","21","Brasil","Espírito Santo","São Mateus","Aldeia dos Cocos, ponto de amostragem 3.","-39.749722","-18.798611","39º44'59''W","18º47'55''S",NA,NA,NA,"VIES043696","VIES043696",NA,NA,"572",NA,NA,NA,NA,NA,NA,"2019","02","12",NA,NA,NA,NA,NA
"454","2019-12-06 19:29:31-03","UFES","VIES","43805","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Firmino, A.D.","Firmino, A.D.; Guarnier, J.G.","2018","12","10","Brasil","Espírito Santo","Conceição da Barra","APA Conceição da Barra, ponto de amostragem 1.","-39.734167","-18.623056","39º44'3''W","18º37'23''S",NA,NA,NA,"VIES043805","VIES043805",NA,NA,"681",NA,NA,NA,NA,NA,NA,"2018","12","10",NA,NA,NA,NA,NA
"455","2020-04-27 16:09:36-03","UFES","VIES","43865","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Guarnier, J.C.","Guarnier, J.C.; Firmino, A.D.","2018","12","12","Brasil","Espírito Santo","Conceição da Barra","APA Conceição da Barra, ponto de amostragem 2.","-39.746111","-18.683056","39º44'46''W","18º40'59''S",NA,NA,NA,"VIES043865","VIES043865",NA,NA,"90",NA,NA,NA,NA,NA,NA,"2019","08","26",NA,NA,NA,NA,NA
"456","2020-04-27 16:09:36-03","UFES","VIES","43894","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Guarnier, J.C.","Guarnier, J.C.; Firmino, A.D.","2018","12","13","Brasil","Espírito Santo","Conceição da Barra","APA Conceição da Barra, ponto de amostragem 2, na estrada.","-39.752778","-18.6825","39º45'10''W","18º40'57''S",NA,NA,NA,"VIES043894","VIES043894",NA,NA,"126",NA,NA,NA,NA,NA,NA,"2019","08","26",NA,NA,NA,NA,NA
"457","2020-04-27 16:09:36-03","UFES","VIES","43953","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Firmino, A.D.","Firmino, A.D.; Xavier, B.L.; Penha,J.; Pereira, O.J.","2019","04","08","Brasil","Espírito Santo","São Mateus","Aldeia dos Cocos, ponto de amostragem 3.","-39.75","-18.783333","39º45'W","18º47'S",NA,NA,NA,"VIES043953","VIES043953",NA,NA,"802",NA,NA,NA,NA,NA,NA,"2019","04","08",NA,NA,NA,NA,NA
"458","2020-04-27 16:09:36-03","UFES","VIES","43978","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Firmino, A.D.","Firmino, A.D.; Xavier, B.L.; Penha,J.; Pereira, O.J.","2019","04","08","Brasil","Espírito Santo","São Mateus","Aldeia dos Cocos, ponto de amostragem 3.","-39.75","-18.783333","39º45'W","18º47'S",NA,NA,NA,"VIES043978",NA,NA,NA,"780",NA,NA,NA,NA,NA,NA,"2019","04","08",NA,NA,NA,NA,NA
"459","2020-04-27 16:09:36-03","UFES","VIES","44361","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Firmino, A.D.","Firmino, A.D.; Bruna Xavier; Pereira, O.J.; Juliana Penha; Gislane Chaves","2019","04","25","Brasil","Espírito Santo","Conceição da Barra","APA Conceição da Barra ponto de amostragem 1, próximo ao farol.","-39.735278","-18.625278","39º44'7''W","18º37'31''S","2","2",NA,"VIES044361","VIES044361",NA,NA,"929",NA,NA,NA,NA,NA,NA,"2019","04","25",NA,NA,NA,NA,NA
"460","2020-06-29 11:10:06-03","UFES","VIES","44410","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Firmino, A.D.","Firmino, A.D.; Xavier, B.; Pereira, O.J.; Oliveira, G.C.S.; Penha, J.","2019","05","26","Brasil","Espírito Santo","Conceição da Barra","APA Conceição da Barra ponto de amostragem 2.","-39.733333","-18.666667","39º44'W","18º40'S",NA,NA,NA,"VIES044410","VIES044410",NA,NA,"989",NA,NA,NA,NA,NA,NA,"2019","05","26",NA,NA,NA,NA,NA
"461","2020-04-27 16:09:36-03","UFES","VIES","44492","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Firmino, A.D.","Firmino, A.D.; Oliveira, G.C.S.","2019","05","08","Brasil","Espírito Santo","São Mateus","Aldeia dos Cocos, ponto de amostragem 3.","-39.766389","-18.798333","39º45'59''W","18º47'54''S","2","2",NA,"VIES044492","VIES044492",NA,NA,"1073",NA,NA,NA,NA,NA,NA,"2019","05","08",NA,NA,NA,NA,NA
"462","2020-04-27 16:09:36-03","UFES","VIES","46976","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Firmino, A.D.","Firmino, A.D.; Pereira, O.J; Valadares, R.T.","2020","03","09","Brasil","Espírito Santo","Aracruz","Mar Azul ponto de amostragem 9.","-40.103333","-19.921667","40º6'12''W","19º55'18''S",NA,NA,NA,"VIES046976","VIES046976",NA,NA,"1569",NA,NA,NA,NA,NA,NA,"2020","03","09",NA,NA,NA,NA,NA
"463","2021-01-18 18:17:48-03","UFES","VIES","48621","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Firmino, A.D.","Firmino, A.D.; Valadares, R.T.","2020","12","19","Brasil","Espírito Santo","Linhares","Pontal do Ipiranga, ponto de amostragem 5.","-39.71","-19.189167","39º42'36''W","19º11'21''S","8","8",NA,"VIES048621","VIES048621",NA,NA,"1819",NA,NA,NA,NA,NA,NA,"2020","12","19",NA,NA,NA,NA,NA
"464","2021-02-23 17:06:12-03","UFES","VIES","48795","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Firmino, A.D.","Firmino, A.D.; Valadares, R.T.","2021","02","08","Brasil","Espírito Santo","Aracruz","Mar azul ponto de amostragem 9.","-40.024167","-19.923056","40º1'27''W","19º55'23''S",NA,NA,NA,"VIES048795","VIES048795",NA,NA,"1854",NA,NA,NA,NA,NA,NA,"2021","02","08",NA,NA,NA,NA,NA
"465","2019-08-30 19:31:38-03","UFES","VIES","43849","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Guarnier, J.C.","Guarnier, J.C.; Firmino, A.D.","2018","12","11","Brasil","Espírito Santo","São Mateus","Aldeia dos Cocos, ponto de amostragem 3.","-39.8588981628418","-18.716100692749",NA,NA,NA,NA,NA,"VIES043849","VIES043849",NA,NA,"74",NA,NA,NA,NA,"56510","auto","2019",NA,NA,NA,NA,NA,NA,NA
"466","2020-04-27 16:09:36-03","UFES","VIES","43861","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Guarnier, J.C.","Guarnier, J.C.; Firmino, A.D.","2018","12","11","Brasil","Espírito Santo","São Mateus","Aldeia dos Cocos, ponto de amostragem 3.","-39.8588981628418","-18.716100692749",NA,NA,NA,NA,NA,"VIES043861","VIES043861",NA,NA,"86",NA,NA,NA,NA,"56510","auto","2019","08","26",NA,NA,NA,NA,NA
"467","2019-11-15 20:23:39-03","UTFPR","HCF","29646","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","E.C. Nardin & F. Marinero","F. Marinero","2018","11","28","Brasil","MG","Governador Valadares","Derribadinha, Rio Doce","-41.841667","-18.861944","41°50'30 W","18°51'43 S","144","144","herbácea 40 cm. Botões florais verde-amarelados. Vegetação secundária em estágio inicial.",NA,NA,NA,NA,"1125",NA,NA,NA,NA,NA,NA,"2019","05","15",NA,NA,NA,NA,NA
"468","2019-08-16 08:39:13-03","UTFPR","HCF","22400","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","M.G. Caxambu","M.G. Caxambu","2017","03","02","Brasil","PR","Céu Azul","Parque Nacional do Iguaçu, cercanias da","-53.713611","-25.084694","53°42'49 W","25°05'04,9 S","717","717","subarbusto ca. 0,50 m. Flores verdes e frutos imaturos verdes.",NA,NA,NA,NA,"7760",NA,NA,NA,NA,NA,NA,"2017","03","10",NA,NA,NA,NA,NA
"469","2019-08-16 08:39:13-03","UTFPR","HCF","11632","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","A. Pott","C.O. Dourado","2010","11","24","Brasil","MS","Corumbá","RPPN Eliezer Batista","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"erva ca. 0,30 m de altura. Flor rosa. Fruto verde. Solo com afloramento rochoso.",NA,NA,NA,NA,"132",NA,NA,NA,NA,"295160","auto","2010","11","24",NA,NA,NA,NA,NA
"470","2019-08-16 08:39:13-03","UTFPR","HCF","13620","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"J.R. Oliveira","2005","10","29","Brasil","MT","Cuiabá","Jardim Leblon. Terreno baldio.","-56.0966987609863","-15.5960998535156",NA,NA,NA,NA,"erva de aproximadamente 38 cm de altura, botões e flores, frutos imaturos, monóica, flores masculinas com corola verde e estames brancos, flores femininas com estigma verde.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"74875","auto",NA,NA,NA,NA,NA,NA,NA,NA
"471","2019-08-16 08:39:13-03","UTFPR","HCF","8442","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","J. Cordeiro & V.C. Martin","M.G. Caxambu","2010","01","22","Brasil","PR","Campo Mourão","Campus da UTFPR","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,"arbusto heliófito, ca. 1 m. Flores amarelas. Frutos imaturos verdes.",NA,NA,NA,NA,"2899",NA,NA,NA,NA,"28572","auto","2010",NA,NA,NA,NA,NA,NA,NA
"472","2019-08-16 08:39:13-03","UTFPR","HCF","28453","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"A. Botelho","1980","02","21","Brasil","PR","Foz do Iguaçu","Avenida 1, Vila A de Itaipu","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,"porte ereto, 40-50 cm. Capoeira baixa.",NA,NA,NA,NA,"465",NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"473","2021-03-21 19:34:12-03","UFC","EAC","33903","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Gislane; Paulo, J.","2004","04","30","Brasil","Ceará","Pacajus","EMBRAPA","-38.4606018066406","-4.1725001335144",NA,NA,NA,NA,NA,"EAC0033903","EAC0033903","Dicotyledon",NA,"s.n.","Southern America",NA,NA,NA,"18737","auto","2015","04","10",NA,NA,NA,NA,NA
"474","2021-03-21 19:34:11-03","UFC","EAC","14292","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Grupo Pedra do Cavalo","1980","07",NA,"Brasil","Bahia","Cachoeira","Vale dos rios Paraguaçu e Jacuipe, Porto Castro Alves.","-39.083333","-12.533333","-39.083333","-12.533333","40","120","Subarbusto 1m de altura e com flore esverdeada.","EAC0014292","EAC0014292","Dicotyledon",NA,"284","Southern America",NA,NA,NA,NA,NA,"2015","04","10",NA,NA,NA,NA,NA
"475","2021-03-21 19:34:11-03","UFC","EAC","33763","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Viana, A.V.","2004","04","03","Brasil","Ceará","Horizonte","Barras, próx. a sede (casa)","-38.365","-4.1175","-38.365","-4.1175",NA,NA,"Subarbusto; Fruto verde; Subatrato geral arenoso.","EAC0033763","EAC0033763","Dicotyledon",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,"2015","04","10",NA,NA,NA,NA,NA
"476","2021-03-21 19:34:12-03","UFC","EAC","40322","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Soares, R.M.","2004","10","01","Brasil","Rio Grande do Norte","Natal","Campus Central da UFRN, Ao lado do anatômico, solo arenoso","-35.203222","-5.848778","-35.203222","-5.848778","53","53","Subarbusto, altura: ca. 80cm.; Ruderal","EAC0040322","EAC0040322","Dicotyledon",NA,"5","Southern America",NA,NA,NA,NA,NA,"2015","04","10",NA,NA,NA,NA,NA
"477","2021-03-21 19:34:12-03","UFC","EAC","49826","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Loiola, M.I.B.","2011","10","06","Brasil","Ceará","Pentecoste","Fazenda Vale do Curu, na margem do rio, Substrato arenoso","-39.343056","-3.820556","-39.343056","-3.820556",NA,NA,"Erva, +/- 50 cm, fruto imaturo verde; Caatinga","EAC0049826","EAC0049826","Dicotyledon",NA,"1422","Southern America",NA,NA,NA,NA,NA,"2015","04","10",NA,NA,NA,NA,NA
"478","2021-03-21 19:34:12-03","UFC","EAC","52141","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Loiola, M.I.B.","Loiola, M.I.B.; Soares Neto, R.L.; Nogueira, C.","2012","04","26","Brasil","Ceará","Ubajara","Escritório do ICMBIO","-40.943389","-3.842167","-40.943389","-3.842167","872","872","Erva +/- 0,5m; flor masculina branca; fruto verde.","EAC0052141","EAC0052141","Dicotyledon",NA,"1516","Southern America",NA,NA,NA,NA,NA,"2019","09",NA,NA,NA,NA,NA,NA
"479","2021-03-21 19:34:12-03","UFC","EAC","56101","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Andrade, D.J.","Loiola, M.I.B.; Quaresma, A.S.","2014","06","02","Brasil","Ceará","Aracati","Fazenda Belém, antropizado; arenoso; coletada na área do projeto reúso de água produzida para irrigação.","-37.537778","-4.745556","-37.537778","-4.745556","82","82","Erva; 3 ou 5 folíolos.","EAC0056101","EAC0056101","Dicotyledon",NA,"2284","Southern America",NA,NA,NA,NA,NA,"2014","06","16",NA,NA,NA,NA,NA
"480","2021-03-21 19:34:12-03","UFC","EAC","57894","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Loiola, M.I.B.","Loiola, M.I.B.","2012","04","19","Brasil","Ceará","Pentecoste","Fazenda Experimental Vale do Curu.","-39.346111","-3.809444","-39.346111","-3.809444",NA,NA,"erva, ca. 45cm; flor branca; fruto verde.; Caatinga.","EAC0057894","EAC0057894","Dicotyledon",NA,"1457","Southern America",NA,NA,NA,NA,NA,"2012","04","19",NA,NA,NA,NA,NA
"481","2021-03-21 19:34:12-03","UFC","EAC","59758","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Lima-Verde, L.W.","Mascena, V.M.","2014","12","10","Brasil","Ceará","Barbalha","FLONA do Araripe, proximidades da Casa de Guarda da Santa Rita, ICMBio.","-39.354436","-7.383867","-39.354436","-7.383867","929","929","Manejo da abelha uruçu no chão.; Arbusto; flor branca.; Floresta úmida.","EAC0059758","EAC0059758","Dicotyledon",NA,"234","Southern America",NA,NA,NA,NA,NA,"2015","06","10",NA,NA,NA,NA,NA
"482","2021-03-21 19:34:12-03","UFC","EAC","61918","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Souza, E.B.; Araújo, F.F.","Souza, E.B.; Araújo, F.F.; Nascimento J.B.S.; Lopes, L.M.A.; Mendes F.A.; Mendes, V.","2017","02","24","Brasil","Ceará","Sobral","Distrito de Taperuaba. Refúgio da vida silvestre Pedra da Andorinha (REVIS).","-39.998889","-4.069444","-39.998889","-4.069444","273","273","Subarbusto ereto com 30-40 cm de altura. Caules verdes. Folhas papiráceas. Frutos imaturos verdes.; Área de caatinga sobre solos arenosos com afloramento granítico.","EAC0061918","EAC0061918","Dicotyledon",NA,"4439","Southern America",NA,NA,NA,NA,NA,"2017","02",NA,NA,NA,NA,NA,NA
"483","2021-03-21 19:34:11-03","UFC","EAC","10648","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Ramalho Campêlo, C.; Costa Silva, M.","1981","09","22","Brasil","Alagoas","Novo Lino","Faz. Criança","-35.6467018127441","-8.91499996185303",NA,NA,NA,NA,NA,"EAC0010648","EAC0010648","Dicotyledon",NA,"s.n.","Southern America",NA,NA,NA,"14782","auto","2015","04","10",NA,NA,NA,NA,NA
"484","2021-03-21 19:34:11-03","UFC","EAC","14293","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Grupo Pedra do Cavalo",NA,NA,NA,"Brasil","Bahia","Cachoeira","Vale dos rios Paraguaçu e Jacuipe","-38.9557991027832","-12.6183004379272",NA,NA,NA,NA,"Subarbusto com coroa de 30m de altura; inflorescências terminais com flore de célice avermelhado.; Mata úmida","EAC0014293","EAC0014293","Dicotyledon",NA,"1065","Southern America",NA,NA,NA,"26884","auto","2015","04","10",NA,NA,NA,NA,NA
"485","2021-03-21 19:34:11-03","UFC","EAC","150","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Bezerra, P.","1940","03","11","Brasil","Ceará","Fortaleza","Campo da E.A.C., Alagadiço","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"Planta herbácea.","EAC0000150","EAC0000150","Dicotyledon",NA,"133","Southern America",NA,NA,NA,"19924","auto","2015","04","10",NA,NA,NA,NA,NA
"486","2021-03-21 19:34:12-03","UFC","EAC","39434","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Arthur, F.","2006","08","17","Brasil","Ceará","Fortaleza","Campos do Pici - UFC","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"Arbustiva, , flor branca,presença de pélos nas hastes; Ruderal","EAC0039434","EAC0039434","Dicotyledon",NA,"s.n.","Southern America",NA,NA,NA,"19924","auto","2015","04","10",NA,NA,NA,NA,NA
"487","2021-03-21 19:34:11-03","UFC","EAC","17195","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Marlene, M.F.","1986","08","01","Brasil","Ceará","Fortaleza","Campus do Pici","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"Flor branca-amarelada.","EAC0017195","EAC0017195","Dicotyledon",NA,"s.n.","Southern America",NA,NA,NA,"19924","auto","2015","04","10",NA,NA,NA,NA,NA
"488","2021-03-21 19:34:11-03","UFC","EAC","13606","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Marlene, F.M.","1985","09","12","Brasil","Ceará","Fortaleza","Campus do Pici","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"Erva.; Mata","EAC0013606","EAC0013606","Dicotyledon",NA,"s.n.","Southern America",NA,NA,NA,"19924","auto","2015","04","10",NA,NA,NA,NA,NA
"489","2021-03-21 19:34:11-03","UFC","EAC","17901","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Silveira, E.R.","1992","01","14","Brasil","Ceará","Fortaleza","Campus do Pici, Próximo ao horto.","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,NA,"EAC0017901","EAC0017901","Dicotyledon",NA,"s.n.","Southern America",NA,NA,NA,"19924","auto","2015","04","10",NA,NA,NA,NA,NA
"490","2021-03-21 19:34:12-03","UFC","EAC","59818","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Lima-Verde, L.W.","Rocha, E.E.M.","2016","05","26","Brasil","Ceará","Fortaleza","Campus do Pici - UFC.","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"Inventário Florístico do Campus do Pici - UFC.; Herbácea, flor branca.; Ambiente urbano.","EAC0059818","EAC0059818","Dicotyledon",NA,"307","Southern America",NA,NA,NA,"19924","auto","2016","06","21",NA,NA,NA,NA,NA
"491","2021-03-21 19:34:12-03","UFC","EAC","9921","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Fernandes, A.; Nunes, E.","1981","03","09","Brasil","Ceará","Meruoca","Sítio Santo Antônio, Serra da Meruoca","-40.4550018310547","-3.54167008399963",NA,NA,NA,NA,"Subarbusto; Flor branca.; Capoeira de mata","EAC0009921","EAC0009921","Dicotyledon",NA,"EAC9921","Southern America",NA,NA,NA,"14054","auto","2015","04","10",NA,NA,NA,NA,NA
"492","2021-03-21 19:34:12-03","UFC","EAC","6980","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Martins, P.; Castro, A.J.","1979","10","01","Brasil","Ceará","Pacatuba","Sítio Pitaguari, Serra da Aratanha.","-38.6203002929688","-3.98416996002197",NA,NA,NA,NA,"Subarbausto; Flor branca.; Mata","EAC0006980","EAC0006980","Dicotyledon",NA,"s.n.","Southern America",NA,NA,NA,"16295","auto","2015","04","10",NA,NA,NA,NA,NA
"493","2021-03-21 19:34:12-03","UFC","EAC","34236","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Viana, A.V.; Lima, M.F.","2004","07","13","Brasil","Ceará","São Gonçalo do Amarante","Dunas do Pecém, Próximo ao porto.","-38.9682998657227","-3.6072199344635",NA,NA,NA,NA,"Flor branca.; Litorâneo","EAC0034236","EAC0034236","Dicotyledon",NA,"s.n.","Southern America",NA,NA,NA,"39107","auto","2015","04","10",NA,NA,NA,NA,NA
"494","2021-03-21 19:34:11-03","UFC","EAC","27835","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Fernandes, A.; Nunes, E.; et al.","1999","01","22","Brasil","Ceará","Ubajara","Planalto cafundó-entrada, Planalto da Ibiapaba.","-40.9211006164551","-3.85443997383118",NA,NA,NA,NA,"Subarbusto; Flor esverdeada.; Mata úmida","EAC0027835","EAC0027835","Dicotyledon",NA,"EAC27835","Southern America",NA,NA,NA,"27385","auto","2015","04","10",NA,NA,NA,NA,NA
"495","2021-03-21 19:34:12-03","UFC","EAC","5563","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Fernandes, A.; Martins, P.; Castro, A.J.","1979","02","17","Brasil","Maranhão","Monção","BR 316, Km 209, perto de Rosilândia, Terreno arenoso.","-45.2510986328125","-3.49166989326477",NA,NA,NA,NA,"Erva; Flor roxa; Independente; Abundante.; Capoeira","EAC0005563","EAC0005563","Dicotyledon",NA,"EAC5563","Southern America",NA,NA,NA,"47919","auto","2015","04","10",NA,NA,NA,NA,NA
