nome_aceito_correto,fontes,notas,nomes_originais,elegivel_originais,fontes_originais
Duguetia dicholepidota,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Duguetia dicholepidota,examinar,sima
Duguetia furfuracea,cncflora_web,Nome original era sinônimo,Duguetia fufuracea-Duguetia furfuracea,apta,cncflora_web-sima-UICN_API
Duguetia furfuracea,sima-UICN_API,NA,Duguetia fufuracea-Duguetia furfuracea,apta,cncflora_web-sima-UICN_API
Duguetia lanceolata,cncflora_web-UICN_API,NA,Duguetia lanceolata,apta,cncflora_web-UICN_API
Duguetia magnolioidea,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Duguetia magnolioidea,examinar,sima-Portaria 443/2014
Duguetia restingae,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Duguetia restingae,examinar,sima-Portaria 443/2014
Duguetia reticulata,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Duguetia reticulata,examinar,sima-Portaria 443/2014
Duguetia salicifolia,sima-SP_oficial-cncflora_web-mpoSP,NA,Duguetia salicifolia,apta,sima-SP_oficial-cncflora_web-mpoSP
Duguetia scottmorii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Duguetia scottmorii,examinar,sima-Portaria 443/2014
Duguetia sooretamae,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Duguetia sooretamae,examinar,sima-Portaria 443/2014
Guatteria australis,sima-cncflora_web-UICN_API,NA,Guatteria australis,apta,sima-cncflora_web-UICN_API
Guatteria emarginata,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Guatteria emarginata,examinar,sima
Guatteria sellowiana,cncflora_web-UICN_API,NA,Guatteria sellowiana,apta,cncflora_web-UICN_API
Hornschuchia alba,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Hornschuchia alba,examinar,sima-Portaria 443/2014
Hornschuchia cauliflora,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Hornschuchia cauliflora,examinar,sima-Portaria 443/2014
Hornschuchia obliqua,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Hornschuchia obliqua,examinar,sima-Portaria 443/2014
Malmea obovata,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Malmea obovata,examinar,sima
Porcelia macrocarpa,cncflora_ckan,NA,Porcelia macrocarpa,apta,cncflora_ckan
Pseudoxandra duckei,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Pseudoxandra duckei,examinar,sima
Pseudoxandra rionegrensis,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Pseudoxandra rionegrensis,examinar,sima
Trigynaea axilliflora,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Trigynaea axilliflora,examinar,sima-Portaria 443/2014
Trigynaea oblongifolia,sima-SP_oficial-cncflora_ckan-Portaria 443/2014,NA,Trigynaea oblongifolia,apta,sima-SP_oficial-cncflora_ckan-Portaria 443/2014
Unonopsis guatterioides,UICN_API,NA,Unonopsis guatterioides,apta,UICN_API
Unonopsis riedeliana,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Unonopsis riedeliana,examinar,sima-Portaria 443/2014
Xylopia aromatica,sima-cncflora_web-UICN_API,NA,Xylopia aromatica,apta,sima-cncflora_web-UICN_API
Xylopia brasiliensis,cncflora_ckan,NA,Xylopia brasiliensis,apta,cncflora_ckan
Xylopia emarginata,UICN_API,NA,Xylopia emarginata,apta,UICN_API
Annona reticulata,UICN_API,NA,Annona reticulata,apta,UICN_API
Annona coriacea,sima-cncflora_web,NA,Annona coriacea,apta,sima-cncflora_web
Annona burchellii,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Annona burchellii,examinar,sima
Annona cacans,cncflora_web-UICN_API,NA,Annona cacans,apta,cncflora_web-UICN_API
Annona crassiflora,UICN_API,NA,Annona crassiflora,apta,UICN_API
Annona dioica,sima-cncflora_web-UICN_API,NA,Annona dioica,apta,sima-cncflora_web-UICN_API
Annona glabra,cncflora_web-UICN_API,NA,Annona glabra,apta,cncflora_web-UICN_API
Annona glaucophylla,sima-SP_oficial,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Annona glaucophylla,examinar,sima-SP_oficial
Annona malmeana,sima-cncflora_web,NA,Annona malmeana,apta,sima-cncflora_web
Annona montana,UICN_API,NA,Annona montana,apta,UICN_API
Annona monticola,cncflora_web,NA,Annona monticola,apta,cncflora_web
Annona nutans,UICN_API,NA,Annona nutans,apta,UICN_API
Trigynaea flagelliflora,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Trigynaea flagelliflora,examinar,sima
Xylopia langsdorffiana,cncflora_ckan,Nome original mal escrito,Xylopia langsdorfiana,apta,cncflora_ckan
Eryngium eurycephalum,sima-cncflora_web,NA,Eryngium eurycephalum,apta,sima-cncflora_web
Spananthe paniculata,sima-SP_oficial-cncflora_web,NA,Spananthe paniculata,apta,sima-SP_oficial-cncflora_web
Eryngium eriophorum,cncflora_web,NA,Eryngium eriophorum,apta,cncflora_web
Eryngium sanguisorba,sima-SP_oficial-cncflora_web,NA,Eryngium sanguisorba,apta,sima-SP_oficial-cncflora_web
Eryngium scirpinum,sima-SP_oficial-cncflora_web-mpoSP-Portaria 443/2014,NA,Eryngium scirpinum,apta,sima-SP_oficial-cncflora_web-mpoSP-Portaria 443/2014
Klotzschia rhizophylla,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Klotzschia rhizophylla,examinar,sima-Portaria 443/2014
Eryngium corallinum,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eryngium corallinum,examinar,sima-Portaria 443/2014
Eryngium divaricatum,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eryngium divaricatum,examinar,sima-Portaria 443/2014
Eryngium dorae,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eryngium dorae,examinar,sima-Portaria 443/2014
Eryngium ekmanii,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eryngium ekmanii,examinar,sima
Eryngium falcifolium,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eryngium falcifolium,examinar,sima-Portaria 443/2014
Eryngium glaziovianum,sima-SP_oficial-cncflora_web,NA,Eryngium glaziovianum,apta,sima-SP_oficial-cncflora_web
Eryngium koehneanum,sima-SP_oficial-cncflora_web-mpoSP-Portaria 443/2014,NA,Eryngium koehneanum,apta,sima-SP_oficial-cncflora_web-mpoSP-Portaria 443/2014
Eryngium ramboanum,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eryngium ramboanum,examinar,sima-Portaria 443/2014
Eryngium stenophyllum,sima-SP_oficial,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eryngium stenophyllum,examinar,sima-SP_oficial
Eryngium ombrophilum,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eryngium ombrophilum,examinar,sima-Portaria 443/2014
Eryngium dusenii,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eryngium dusenii,examinar,sima
Eryngium smithii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eryngium smithii,examinar,sima-Portaria 443/2014
Apium prostratum,sima-SP_oficial-cncflora_web,NA,Apium prostratum,apta,sima-SP_oficial-cncflora_web
Eryngium urbanianum,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eryngium urbanianum,examinar,sima-Portaria 443/2014
Eryngium zosterifolium,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eryngium zosterifolium,examinar,sima-Portaria 443/2014
Lilaeopsis brasiliensis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Lilaeopsis brasiliensis,examinar,sima-Portaria 443/2014
Asclepias aequicornu,sima-SP_oficial-cncflora_web-mpoSP,NA,Asclepias aequicornu,apta,sima-SP_oficial-cncflora_web-mpoSP
Asclepias langsdorffii,sima-cncflora_web,NA,Asclepias langsdorffii-Asclepias langsdorfii,apta,sima-cncflora_web-SP_oficial
Asclepias langsdorffii,SP_oficial,Nome original mal escrito,Asclepias langsdorffii-Asclepias langsdorfii,apta,sima-cncflora_web-SP_oficial
Asclepias mellodora,cncflora_web,NA,Asclepias mellodora,apta,cncflora_web
Aspidosperma australe,sima-cncflora_web-UICN_API,NA,Aspidosperma australe,apta,sima-cncflora_web-UICN_API
Aspidosperma camporum,cncflora_ckan-UICN_API,NA,Aspidosperma camporum,apta,cncflora_ckan-UICN_API
Aspidosperma compactinervium,UICN_API,NA,Aspidosperma compactinervium,apta,UICN_API
Aspidosperma cuspa,UICN_API,NA,Aspidosperma cuspa,apta,UICN_API
Aspidosperma cylindrocarpon,sima-cncflora_web-UICN_API,NA,Aspidosperma cylindrocarpon,apta,sima-cncflora_web-UICN_API
Aspidosperma parvifolium,UICN_API,Nome original era sinônimo,Aspidosperma ingratum,apta,UICN_API
Aspidosperma polyneuron,sima-cncflora_web-UICN_API,NA,Aspidosperma polyneuron,apta,sima-cncflora_web-UICN_API
Aspidosperma quirandy,sima-SP_oficial,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Aspidosperma quirandy,examinar,sima-SP_oficial
Aspidosperma ramiflorum,sima-cncflora_web-UICN_API,NA,Aspidosperma ramiflorum,apta,sima-cncflora_web-UICN_API
Aspidosperma riedelii,sima-SP_oficial-cncflora_web-mpoSP,NA,Aspidosperma riedelii,apta,sima-SP_oficial-cncflora_web-mpoSP
Aspidosperma spruceanum,sima-SP_oficial,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Aspidosperma spruceanum,examinar,sima-SP_oficial
Aspidosperma subincanum,UICN_API,NA,Aspidosperma subincanum,apta,UICN_API
Barjonia erecta,sima-cncflora_web,NA,Barjonia erecta,apta,sima-cncflora_web
Blepharodon bicuspidatum,sima-cncflora_web,NA,Blepharodon bicuspidatum,apta,sima-cncflora_web
Ditassa arianeae,sima-Portaria 443/2014,"Taxonomia incerta/Nome ainda é sinônimo, checar",Ditassa arianeae,examinar,sima-Portaria 443/2014
Ditassa bicolor,UICN_API,Nome original era sinônimo,Ditassa fontellae,apta,UICN_API
Ditassa laevis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Ditassa laevis,examinar,sima-Portaria 443/2014
Ditassa leonii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Ditassa leonii,examinar,sima-Portaria 443/2014
Ditassa longisepala,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Ditassa longisepala,examinar,sima-Portaria 443/2014
Ditassa maricaensis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Ditassa maricaensis,examinar,sima-Portaria 443/2014
Ditassa oberdanii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Ditassa oberdanii,examinar,sima-Portaria 443/2014
Gonolobus dorothyanus,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Gonolobus dorothyanus,examinar,sima-Portaria 443/2014
Gonolobus parviflorus,sima-cncflora_web,NA,Gonolobus parviflorus,apta,sima-cncflora_web
Gyrostelma bornmuelleri,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Gyrostelma bornmuelleri,examinar,sima-Portaria 443/2014
Gyrostelma oxypetaloides,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Gyrostelma oxypetaloides,examinar,sima-Portaria 443/2014
Jobinia hatschbachii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Jobinia hatschbachii,examinar,sima-Portaria 443/2014
Macroditassa marianae,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Macroditassa marianae,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Macroscepis aurea,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Macroscepis aurea,examinar,sima
Malouetia cestroides,sima-cncflora_web,NA,Malouetia cestroides,apta,sima-cncflora_web
Mandevilla coccinea,sima-cncflora_web,NA,Mandevilla coccinea,apta,sima-cncflora_web
Mandevilla fragrans,sima-SP_oficial-cncflora_web,NA,Mandevilla fragrans,apta,sima-SP_oficial-cncflora_web
Mandevilla hirsuta,sima-cncflora_web,NA,Mandevilla hirsuta,apta,sima-cncflora_web
Mandevilla sellowii,sima-SP_oficial-cncflora_web,NA,Mandevilla sellowii,apta,sima-SP_oficial-cncflora_web
Mandevilla venulosa,sima-SP_oficial-cncflora_web,NA,Mandevilla venulosa,apta,sima-SP_oficial-cncflora_web
Marsdenia altissima,cncflora_web,NA,Marsdenia altissima,apta,cncflora_web
Marsdenia otoniensis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Marsdenia otoniensis,examinar,sima-Portaria 443/2014
Matelea bahiensis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Matelea bahiensis,examinar,sima-Portaria 443/2014
Matelea glaziovii,sima-SP_oficial-cncflora_web-mpoSP-Portaria 443/2014,NA,Matelea glaziovii,apta,sima-SP_oficial-cncflora_web-mpoSP-Portaria 443/2014
Matelea hatschbachii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Matelea hatschbachii,examinar,sima-Portaria 443/2014
Matelea marcoassisii,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Matelea marcoassisii,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Matelea santosii,sima-Portaria 443/2014,"Taxonomia incerta/Nome ainda é sinônimo, checar",Matelea santosii,examinar,sima-Portaria 443/2014
Minaria acerosa,sima-cncflora_web,NA,Minaria acerosa,apta,sima-cncflora_web
Minaria cordata,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,Minaria abortiva,examinar,sima
Minaria monocoronata,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Minaria monocoronata,examinar,sima-Portaria 443/2014
Orthosia itatiaiensis,cncflora_web,NA,Orthosia itatiaiensis,apta,cncflora_web
Oxypetalum arnottianum,cncflora_web,Nome original mal escrito,Oxypetalum arnnotianum,apta,cncflora_web
Oxypetalum capitatum,cncflora_web,NA,Oxypetalum capitatum,apta,cncflora_web
Oxypetalum confusum,sima-SP_oficial-cncflora_web,NA,Oxypetalum confusum,apta,sima-SP_oficial-cncflora_web
Oxypetalum dusenii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Oxypetalum dusenii,examinar,sima-Portaria 443/2014
Oxypetalum glaziovii,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Oxypetalum glaziovii,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Oxypetalum leonii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Oxypetalum leonii,examinar,sima-Portaria 443/2014
Oxypetalum lineare,cncflora_web,NA,Oxypetalum lineare,apta,cncflora_web
Oxypetalum regnellii,sima-SP_oficial-cncflora_web,NA,Oxypetalum regnellii,apta,sima-SP_oficial-cncflora_web
Oxypetalum strictum,sima-SP_oficial-cncflora_web,NA,Oxypetalum strictum,apta,sima-SP_oficial-cncflora_web
Oxypetalum warmingii,sima-cncflora_web,NA,Oxypetalum warmingii,apta,sima-cncflora_web
Petalostelma calcaratum,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Petalostelma calcaratum,examinar,sima
Prestonia bahiensis,sima-SP_oficial-cncflora_web,NA,Prestonia bahiensis,apta,sima-SP_oficial-cncflora_web
Prestonia solanifolia,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Prestonia solanifolia,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Prestonia tomentosa,sima-cncflora_web,NA,Prestonia tomentosa,apta,sima-cncflora_web
Tabernaemontana catharinensis,UICN_API,NA,Tabernaemontana catharinensis,apta,UICN_API
Tabernaemontana hystrix,UICN_API,NA,Tabernaemontana hystrix,apta,UICN_API
Tabernaemontana laeta,UICN_API,NA,Tabernaemontana laeta,apta,UICN_API
Tassadia obovata,cncflora_web,NA,Tassadia obovata,apta,cncflora_web
Temnadenia violacea,sima-cncflora_web,NA,Temnadenia violacea,apta,sima-cncflora_web
Widgrenia corymbosa,sima-SP_oficial-mpoSP,NA,Widgrenia corymbosa,apta,sima-SP_oficial-mpoSP
Aspidosperma multiflorum,UICN_API,NA,Aspidosperma multiflorum,apta,UICN_API
Aspidosperma pyricollum,UICN_API,NA,Aspidosperma pyricollum,apta,UICN_API
Aspidosperma tomentosum,cncflora_web-UICN_API,NA,Aspidosperma tomentosum,apta,cncflora_web-UICN_API
Himatanthus obovatus,UICN_API,NA,Himatanthus obovatus,apta,UICN_API
Aspidosperma macrocarpon,sima-SP_oficial,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Aspidosperma macrocarpon,examinar,sima-SP_oficial
Prestonia quinquangularis,sima-cncflora_web,NA,Prestonia quinquangularis,apta,sima-cncflora_web
Ditassa cordeiroana,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Ditassa cordeiroana,examinar,sima-Portaria 443/2014
Marsdenia queirozii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Marsdenia queirozii,examinar,sima-Portaria 443/2014
Metastelma giuliettianum,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Metastelma giuliettianum,examinar,sima-Portaria 443/2014
Metastelma harleyi,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Metastelma harleyi,examinar,sima-Portaria 443/2014
Aspidosperma nobile,sima-SP_oficial,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Aspidosperma nobile,examinar,sima-SP_oficial
Ditassa cipoensis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Ditassa cipoensis,examinar,sima-Portaria 443/2014
Ditassa itambensis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Ditassa itambensis,examinar,sima-Portaria 443/2014
Hemipogon abietoides,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Hemipogon abietoides,examinar,sima-Portaria 443/2014
Hemipogon hatschbachii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Hemipogon hatschbachii,examinar,sima-Portaria 443/2014
