sp,gbif_file,splink_file
Petunia exserta,output/p2/occs/Petunia exserta/gbif/Petunia exserta_clean.csv,output/p2/occs/Petunia exserta/splink/Petunia exserta.csv
Petunia mantiqueirensis,output/p2/occs/Petunia mantiqueirensis/gbif/Petunia mantiqueirensis_clean.csv,output/p2/occs/Petunia mantiqueirensis/splink/Petunia mantiqueirensis.csv
Philodendron simonianum,output/p2/occs/Philodendron simonianum/gbif/Philodendron simonianum_clean.csv,output/p2/occs/Philodendron simonianum/splink/Philodendron simonianum.csv
Phlegmariurus mollicomus,output/p2/occs/Phlegmariurus mollicomus/gbif/Phlegmariurus mollicomus_clean.csv,output/p2/occs/Phlegmariurus mollicomus/splink/Phlegmariurus mollicomus.csv
Phoradendron dipterum,output/p2/occs/Phoradendron dipterum/gbif/Phoradendron dipterum_clean.csv,output/p2/occs/Phoradendron dipterum/splink/Phoradendron dipterum.csv
Pilea rhizobola,output/p2/occs/Pilea rhizobola/gbif/Pilea rhizobola_clean.csv,output/p2/occs/Pilea rhizobola/splink/Pilea rhizobola.csv
Pilocarpus giganteus,output/p2/occs/Pilocarpus giganteus/gbif/Pilocarpus giganteus_clean.csv,output/p2/occs/Pilocarpus giganteus/splink/Pilocarpus giganteus.csv
Piper hoehnei,output/p2/occs/Piper hoehnei/gbif/Piper hoehnei_clean.csv,output/p2/occs/Piper hoehnei/splink/Piper hoehnei.csv
Piper kuhlmannii,output/p2/occs/Piper kuhlmannii/gbif/Piper kuhlmannii_clean.csv,output/p2/occs/Piper kuhlmannii/splink/Piper kuhlmannii.csv
Piper lanceolatum,output/p2/occs/Piper lanceolatum/gbif/Piper lanceolatum_clean.csv,output/p2/occs/Piper lanceolatum/splink/Piper lanceolatum.csv
Piper loefgrenii,output/p2/occs/Piper loefgrenii/gbif/Piper loefgrenii_clean.csv,output/p2/occs/Piper loefgrenii/splink/Piper loefgrenii.csv
Piper scabrellum,output/p2/occs/Piper scabrellum/gbif/Piper scabrellum_clean.csv,output/p2/occs/Piper scabrellum/splink/Piper scabrellum.csv
Piper tectoniifolium,output/p2/occs/Piper tectoniifolium/gbif/Piper tectoniifolium_clean.csv,output/p2/occs/Piper tectoniifolium/splink/Piper tectoniifolium.csv
Piper vaginans,output/p2/occs/Piper vaginans/gbif/Piper vaginans_clean.csv,output/p2/occs/Piper vaginans/splink/Piper vaginans.csv
Piper velutinibaccum,output/p2/occs/Piper velutinibaccum/gbif/Piper velutinibaccum_clean.csv,output/p2/occs/Piper velutinibaccum/splink/Piper velutinibaccum.csv
Piptocarpha longipedunculata,output/p2/occs/Piptocarpha longipedunculata/gbif/Piptocarpha longipedunculata_clean.csv,output/p2/occs/Piptocarpha longipedunculata/splink/Piptocarpha longipedunculata.csv
Pitcairnia albiflos,output/p2/occs/Pitcairnia albiflos/gbif/Pitcairnia albiflos_clean.csv,output/p2/occs/Pitcairnia albiflos/splink/Pitcairnia albiflos.csv
Pitcairnia decidua,output/p2/occs/Pitcairnia decidua/gbif/Pitcairnia decidua_clean.csv,output/p2/occs/Pitcairnia decidua/splink/Pitcairnia decidua.csv
Plantago catharinea,output/p2/occs/Plantago catharinea/gbif/Plantago catharinea_clean.csv,output/p2/occs/Plantago catharinea/splink/Plantago catharinea.csv
Plathymenia reticulata,output/p2/occs/Plathymenia reticulata/gbif/Plathymenia reticulata_clean.csv,output/p2/occs/Plathymenia reticulata/splink/Plathymenia reticulata.csv
Pleroma bergianum,output/p2/occs/Pleroma bergianum/gbif/Pleroma bergianum_clean.csv,output/p2/occs/Pleroma bergianum/splink/Pleroma bergianum.csv
Plinia coronata,output/p2/occs/Plinia coronata/gbif/Plinia coronata_clean.csv,output/p2/occs/Plinia coronata/splink/Plinia coronata.csv
Plinia edulis,output/p2/occs/Plinia edulis/gbif/Plinia edulis_clean.csv,output/p2/occs/Plinia edulis/splink/Plinia edulis.csv
Plinia hatschbachii,output/p2/occs/Plinia hatschbachii/gbif/Plinia hatschbachii_clean.csv,output/p2/occs/Plinia hatschbachii/splink/Plinia hatschbachii.csv
Plinia phitrantha,output/p2/occs/Plinia phitrantha/gbif/Plinia phitrantha_clean.csv,output/p2/occs/Plinia phitrantha/splink/Plinia phitrantha.csv
Plinia pseudodichasiantha,output/p2/occs/Plinia pseudodichasiantha/gbif/Plinia pseudodichasiantha_clean.csv,output/p2/occs/Plinia pseudodichasiantha/splink/Plinia pseudodichasiantha.csv
Plinia silvestris,output/p2/occs/Plinia silvestris/gbif/Plinia silvestris_clean.csv,output/p2/occs/Plinia silvestris/splink/Plinia silvestris.csv
Podocarpus lambertii,output/p2/occs/Podocarpus lambertii/gbif/Podocarpus lambertii_clean.csv,output/p2/occs/Podocarpus lambertii/splink/Podocarpus lambertii.csv
Podocarpus sellowii,output/p2/occs/Podocarpus sellowii/gbif/Podocarpus sellowii_clean.csv,output/p2/occs/Podocarpus sellowii/splink/Podocarpus sellowii.csv
Poecilanthe parviflora,output/p2/occs/Poecilanthe parviflora/gbif/Poecilanthe parviflora_clean.csv,output/p2/occs/Poecilanthe parviflora/splink/Poecilanthe parviflora.csv
Pogoniopsis schenckii,output/p2/occs/Pogoniopsis schenckii/gbif/Pogoniopsis schenckii_clean.csv,output/p2/occs/Pogoniopsis schenckii/splink/Pogoniopsis schenckii.csv
Polygala brasiliensis,output/p2/occs/Polygala brasiliensis/gbif/Polygala brasiliensis_clean.csv,output/p2/occs/Polygala brasiliensis/splink/Polygala brasiliensis.csv
Polygala molluginifolia,output/p2/occs/Polygala molluginifolia/gbif/Polygala molluginifolia_clean.csv,output/p2/occs/Polygala molluginifolia/splink/Polygala molluginifolia.csv
Polygala pumila,output/p2/occs/Polygala pumila/gbif/Polygala pumila_clean.csv,output/p2/occs/Polygala pumila/splink/Polygala pumila.csv
Polypogon chilensis,output/p2/occs/Polypogon chilensis/gbif/Polypogon chilensis_clean.csv,output/p2/occs/Polypogon chilensis/splink/Polypogon chilensis.csv
Polypogon imberbis,output/p2/occs/Polypogon imberbis/gbif/Polypogon imberbis_clean.csv,output/p2/occs/Polypogon imberbis/splink/Polypogon imberbis.csv
Polystachya rupicola,output/p2/occs/Polystachya rupicola/gbif/Polystachya rupicola_clean.csv,output/p2/occs/Polystachya rupicola/splink/Polystachya rupicola.csv
Pomaria stipularis,output/p2/occs/Pomaria stipularis/gbif/Pomaria stipularis_clean.csv,output/p2/occs/Pomaria stipularis/splink/Pomaria stipularis.csv
Portulaca amilis,output/p2/occs/Portulaca amilis/gbif/Portulaca amilis_clean.csv,output/p2/occs/Portulaca amilis/splink/Portulaca amilis.csv
Portulaca halimoides,output/p2/occs/Portulaca halimoides/gbif/Portulaca halimoides_clean.csv,output/p2/occs/Portulaca halimoides/splink/Portulaca halimoides.csv
Posoqueria acutifolia,output/p2/occs/Posoqueria acutifolia/gbif/Posoqueria acutifolia_clean.csv,output/p2/occs/Posoqueria acutifolia/splink/Posoqueria acutifolia.csv
Pouteria beaurepairei,output/p2/occs/Pouteria beaurepairei/gbif/Pouteria beaurepairei_clean.csv,output/p2/occs/Pouteria beaurepairei/splink/Pouteria beaurepairei.csv
Pouteria bullata,output/p2/occs/Pouteria bullata/gbif/Pouteria bullata_clean.csv,output/p2/occs/Pouteria bullata/splink/Pouteria bullata.csv
Pouteria gardneri,output/p2/occs/Pouteria gardneri/gbif/Pouteria gardneri_clean.csv,output/p2/occs/Pouteria gardneri/splink/Pouteria gardneri.csv
Pouteria glomerata,output/p2/occs/Pouteria glomerata/gbif/Pouteria glomerata_clean.csv,output/p2/occs/Pouteria glomerata/splink/Pouteria glomerata.csv
Pouteria oxypetala,output/p2/occs/Pouteria oxypetala/gbif/Pouteria oxypetala_clean.csv,output/p2/occs/Pouteria oxypetala/splink/Pouteria oxypetala.csv
Pouteria psammophila,output/p2/occs/Pouteria psammophila/gbif/Pouteria psammophila_clean.csv,output/p2/occs/Pouteria psammophila/splink/Pouteria psammophila.csv
Praxelis grandiflora,output/p2/occs/Praxelis grandiflora/gbif/Praxelis grandiflora_clean.csv,output/p2/occs/Praxelis grandiflora/splink/Praxelis grandiflora.csv
Prestonia solanifolia,output/p2/occs/Prestonia solanifolia/gbif/Prestonia solanifolia_clean.csv,output/p2/occs/Prestonia solanifolia/splink/Prestonia solanifolia.csv
Pseudotrimezia juncifolia,output/p2/occs/Pseudotrimezia juncifolia/gbif/Pseudotrimezia juncifolia_clean.csv,output/p2/occs/Pseudotrimezia juncifolia/splink/Pseudotrimezia juncifolia.csv
Psidium grandifolium,output/p2/occs/Psidium grandifolium/gbif/Psidium grandifolium_clean.csv,output/p2/occs/Psidium grandifolium/splink/Psidium grandifolium.csv
Psidium myrtoides,output/p2/occs/Psidium myrtoides/gbif/Psidium myrtoides_clean.csv,output/p2/occs/Psidium myrtoides/splink/Psidium myrtoides.csv
Psidium salutare,output/p2/occs/Psidium salutare/gbif/Psidium salutare_clean.csv,output/p2/occs/Psidium salutare/splink/Psidium salutare.csv
Psidium sartorianum,output/p2/occs/Psidium sartorianum/gbif/Psidium sartorianum_clean.csv,output/p2/occs/Psidium sartorianum/splink/Psidium sartorianum.csv
Psychotria fluminensis,output/p2/occs/Psychotria fluminensis/gbif/Psychotria fluminensis_clean.csv,output/p2/occs/Psychotria fluminensis/splink/Psychotria fluminensis.csv
Psychotria glaziovii,output/p2/occs/Psychotria glaziovii/gbif/Psychotria glaziovii_clean.csv,output/p2/occs/Psychotria glaziovii/splink/Psychotria glaziovii.csv
Pteroglossa macrantha,output/p2/occs/Pteroglossa macrantha/gbif/Pteroglossa macrantha_clean.csv,output/p2/occs/Pteroglossa macrantha/splink/Pteroglossa macrantha.csv
Pterogyne nitens,output/p2/occs/Pterogyne nitens/gbif/Pterogyne nitens_clean.csv,output/p2/occs/Pterogyne nitens/splink/Pterogyne nitens.csv
Quiina glaziovii,output/p2/occs/Quiina glaziovii/gbif/Quiina glaziovii_clean.csv,output/p2/occs/Quiina glaziovii/splink/Quiina glaziovii.csv
Raddiella esenbeckii,output/p2/occs/Raddiella esenbeckii/gbif/Raddiella esenbeckii_clean.csv,output/p2/occs/Raddiella esenbeckii/splink/Raddiella esenbeckii.csv
Ranunculus flagelliformis,output/p2/occs/Ranunculus flagelliformis/gbif/Ranunculus flagelliformis_clean.csv,output/p2/occs/Ranunculus flagelliformis/splink/Ranunculus flagelliformis.csv
Regnellidium diphyllum,output/p2/occs/Regnellidium diphyllum/gbif/Regnellidium diphyllum_clean.csv,output/p2/occs/Regnellidium diphyllum/splink/Regnellidium diphyllum.csv
Reimarochloa acuta,output/p2/occs/Reimarochloa acuta/gbif/Reimarochloa acuta_clean.csv,output/p2/occs/Reimarochloa acuta/splink/Reimarochloa acuta.csv
Reissekia smilacina,output/p2/occs/Reissekia smilacina/gbif/Reissekia smilacina_clean.csv,output/p2/occs/Reissekia smilacina/splink/Reissekia smilacina.csv
Renealmia brasiliensis,output/p2/occs/Renealmia brasiliensis/gbif/Renealmia brasiliensis_clean.csv,output/p2/occs/Renealmia brasiliensis/splink/Renealmia brasiliensis.csv
Rhabdocaulon gracile,output/p2/occs/Rhabdocaulon gracile/gbif/Rhabdocaulon gracile_clean.csv,output/p2/occs/Rhabdocaulon gracile/splink/Rhabdocaulon gracile.csv
Rhipsalis crispata,output/p2/occs/Rhipsalis crispata/gbif/Rhipsalis crispata_clean.csv,output/p2/occs/Rhipsalis crispata/splink/Rhipsalis crispata.csv
Rhipsalis dissimilis,output/p2/occs/Rhipsalis dissimilis/gbif/Rhipsalis dissimilis_clean.csv,output/p2/occs/Rhipsalis dissimilis/splink/Rhipsalis dissimilis.csv
Rhipsalis oblonga,output/p2/occs/Rhipsalis oblonga/gbif/Rhipsalis oblonga_clean.csv,output/p2/occs/Rhipsalis oblonga/splink/Rhipsalis oblonga.csv
Rhipsalis paradoxa,output/p2/occs/Rhipsalis paradoxa/gbif/Rhipsalis paradoxa_clean.csv,output/p2/occs/Rhipsalis paradoxa/splink/Rhipsalis paradoxa.csv
Rhipsalis pilocarpa,output/p2/occs/Rhipsalis pilocarpa/gbif/Rhipsalis pilocarpa_clean.csv,output/p2/occs/Rhipsalis pilocarpa/splink/Rhipsalis pilocarpa.csv
Rhynchanthera grandiflora,output/p2/occs/Rhynchanthera grandiflora/gbif/Rhynchanthera grandiflora_clean.csv,output/p2/occs/Rhynchanthera grandiflora/splink/Rhynchanthera grandiflora.csv
Rhynchanthera latifolia,output/p2/occs/Rhynchanthera latifolia/gbif/Rhynchanthera latifolia_clean.csv,output/p2/occs/Rhynchanthera latifolia/splink/Rhynchanthera latifolia.csv
Rhynchosia reticulata,output/p2/occs/Rhynchosia reticulata/gbif/Rhynchosia reticulata_clean.csv,output/p2/occs/Rhynchosia reticulata/splink/Rhynchosia reticulata.csv
Rhynchospora pilulifera,output/p2/occs/Rhynchospora pilulifera/gbif/Rhynchospora pilulifera_clean.csv,output/p2/occs/Rhynchospora pilulifera/splink/Rhynchospora pilulifera.csv
Rhynchospora tenuis,output/p2/occs/Rhynchospora tenuis/gbif/Rhynchospora tenuis_clean.csv,output/p2/occs/Rhynchospora tenuis/splink/Rhynchospora tenuis.csv
Richardia schumannii,output/p2/occs/Richardia schumannii/gbif/Richardia schumannii_clean.csv,output/p2/occs/Richardia schumannii/splink/Richardia schumannii.csv
Richardia stellaris,output/p2/occs/Richardia stellaris/gbif/Richardia stellaris_clean.csv,output/p2/occs/Richardia stellaris/splink/Richardia stellaris.csv
Rodriguezia obtusifolia,output/p2/occs/Rodriguezia obtusifolia/gbif/Rodriguezia obtusifolia_clean.csv,output/p2/occs/Rodriguezia obtusifolia/splink/Rodriguezia obtusifolia.csv
Rodriguezia rigida,output/p2/occs/Rodriguezia rigida/gbif/Rodriguezia rigida_clean.csv,output/p2/occs/Rodriguezia rigida/splink/Rodriguezia rigida.csv
Roupala sculpta,output/p2/occs/Roupala sculpta/gbif/Roupala sculpta_clean.csv,output/p2/occs/Roupala sculpta/splink/Roupala sculpta.csv
Rourea pseudospadicea,NA,output/p2/occs/Rourea pseudospadicea/splink/Rourea pseudospadicea.csv
Rudgea coronata,NA,output/p2/occs/Rudgea coronata/splink/Rudgea coronata.csv
Rudgea corymbulosa,NA,output/p2/occs/Rudgea corymbulosa/splink/Rudgea corymbulosa.csv
Rudgea nobilis,NA,output/p2/occs/Rudgea nobilis/splink/Rudgea nobilis.csv
Rudgea sessilis,NA,output/p2/occs/Rudgea sessilis/splink/Rudgea sessilis.csv
Rudgea triflora,NA,output/p2/occs/Rudgea triflora/splink/Rudgea triflora.csv
Rudgea vellerea,NA,output/p2/occs/Rudgea vellerea/splink/Rudgea vellerea.csv
Ruellia chamaedrys,NA,output/p2/occs/Ruellia chamaedrys/splink/Ruellia chamaedrys.csv
Rustia angustifolia,NA,output/p2/occs/Rustia angustifolia/splink/Rustia angustifolia.csv
Salacia mosenii,NA,output/p2/occs/Salacia mosenii/splink/Salacia mosenii.csv
Salvia campos-portoi,NA,NA
Sarcoglottis alexandri,NA,output/p2/occs/Sarcoglottis alexandri/splink/Sarcoglottis alexandri.csv
Sarcoglottis uliginosa,NA,output/p2/occs/Sarcoglottis uliginosa/splink/Sarcoglottis uliginosa.csv
Saundersia mirabilis,NA,output/p2/occs/Saundersia mirabilis/splink/Saundersia mirabilis.csv
Sauroglossum elatum,NA,output/p2/occs/Sauroglossum elatum/splink/Sauroglossum elatum.csv
Schinus engleri,NA,output/p2/occs/Schinus engleri/splink/Schinus engleri.csv
Schizachyrium scabriflorum,NA,output/p2/occs/Schizachyrium scabriflorum/splink/Schizachyrium scabriflorum.csv
Schizachyrium tenerum,NA,output/p2/occs/Schizachyrium tenerum/splink/Schizachyrium tenerum.csv
Schizocalyx cuspidatus,NA,output/p2/occs/Schizocalyx cuspidatus/splink/Schizocalyx cuspidatus.csv
Schlumbergera opuntioides,NA,output/p2/occs/Schlumbergera opuntioides/splink/Schlumbergera opuntioides.csv
Schlumbergera truncata,NA,output/p2/occs/Schlumbergera truncata/splink/Schlumbergera truncata.csv
Schultesia aptera,NA,output/p2/occs/Schultesia aptera/splink/Schultesia aptera.csv
Schwenckia curviflora,NA,output/p2/occs/Schwenckia curviflora/splink/Schwenckia curviflora.csv
Sciaphila schwackeana,NA,output/p2/occs/Sciaphila schwackeana/splink/Sciaphila schwackeana.csv
Seemannia sylvatica,NA,output/p2/occs/Seemannia sylvatica/splink/Seemannia sylvatica.csv
Selaginella valida,NA,output/p2/occs/Selaginella valida/splink/Selaginella valida.csv
Selenicereus undatus,NA,output/p2/occs/Selenicereus undatus/splink/Selenicereus undatus.csv
Senecio pohlii,NA,output/p2/occs/Senecio pohlii/splink/Senecio pohlii.csv
Senegalia parviceps,NA,output/p2/occs/Senegalia parviceps/splink/Senegalia parviceps.csv
Sessea brasiliensis,NA,output/p2/occs/Sessea brasiliensis/splink/Sessea brasiliensis.csv
Setaria tenacissima,NA,output/p2/occs/Setaria tenacissima/splink/Setaria tenacissima.csv
Sida acrantha,NA,output/p2/occs/Sida acrantha/splink/Sida acrantha.csv
Simira hexandra,NA,output/p2/occs/Simira hexandra/splink/Simira hexandra.csv
Simira rubra,NA,output/p2/occs/Simira rubra/splink/Simira rubra.csv
Sinningia canescens,NA,output/p2/occs/Sinningia canescens/splink/Sinningia canescens.csv
Sinningia hirsuta,NA,output/p2/occs/Sinningia hirsuta/splink/Sinningia hirsuta.csv
Sinningia iarae,NA,output/p2/occs/Sinningia iarae/splink/Sinningia iarae.csv
Sinningia magnifica,NA,output/p2/occs/Sinningia magnifica/splink/Sinningia magnifica.csv
Sinningia micans,NA,output/p2/occs/Sinningia micans/splink/Sinningia micans.csv
Sinningia piresiana,NA,output/p2/occs/Sinningia piresiana/splink/Sinningia piresiana.csv
Sinningia rupicola,NA,output/p2/occs/Sinningia rupicola/splink/Sinningia rupicola.csv
Sinningia tuberosa,output/p2/occs/Sinningia tuberosa/gbif/Sinningia tuberosa_clean.csv,output/p2/occs/Sinningia tuberosa/splink/Sinningia tuberosa.csv
Sinningia villosa,output/p2/occs/Sinningia villosa/gbif/Sinningia villosa_clean.csv,output/p2/occs/Sinningia villosa/splink/Sinningia villosa.csv
Sinningia warmingii,output/p2/occs/Sinningia warmingii/gbif/Sinningia warmingii_clean.csv,output/p2/occs/Sinningia warmingii/splink/Sinningia warmingii.csv
Siphanthera cordata,output/p2/occs/Siphanthera cordata/gbif/Siphanthera cordata_clean.csv,output/p2/occs/Siphanthera cordata/splink/Siphanthera cordata.csv
Siphocampylus lycioides,output/p2/occs/Siphocampylus lycioides/gbif/Siphocampylus lycioides_clean.csv,output/p2/occs/Siphocampylus lycioides/splink/Siphocampylus lycioides.csv
Siphoneugena crassifolia,output/p2/occs/Siphoneugena crassifolia/gbif/Siphoneugena crassifolia_clean.csv,output/p2/occs/Siphoneugena crassifolia/splink/Siphoneugena crassifolia.csv
Siphoneugena densiflora,output/p2/occs/Siphoneugena densiflora/gbif/Siphoneugena densiflora_clean.csv,output/p2/occs/Siphoneugena densiflora/splink/Siphoneugena densiflora.csv
Siphoneugena kiaerskoviana,output/p2/occs/Siphoneugena kiaerskoviana/gbif/Siphoneugena kiaerskoviana_clean.csv,output/p2/occs/Siphoneugena kiaerskoviana/splink/Siphoneugena kiaerskoviana.csv
Siphoneugena reitzii,output/p2/occs/Siphoneugena reitzii/gbif/Siphoneugena reitzii_clean.csv,output/p2/occs/Siphoneugena reitzii/splink/Siphoneugena reitzii.csv
Sloanea obtusifolia,output/p2/occs/Sloanea obtusifolia/gbif/Sloanea obtusifolia_clean.csv,output/p2/occs/Sloanea obtusifolia/splink/Sloanea obtusifolia.csv
Smilax lappacea,output/p2/occs/Smilax lappacea/gbif/Smilax lappacea_clean.csv,output/p2/occs/Smilax lappacea/splink/Smilax lappacea.csv
Smilax muscosa,output/p2/occs/Smilax muscosa/gbif/Smilax muscosa_clean.csv,output/p2/occs/Smilax muscosa/splink/Smilax muscosa.csv
Smilax spicata,output/p2/occs/Smilax spicata/gbif/Smilax spicata_clean.csv,output/p2/occs/Smilax spicata/splink/Smilax spicata.csv
Smilax subsessiliflora,output/p2/occs/Smilax subsessiliflora/gbif/Smilax subsessiliflora_clean.csv,output/p2/occs/Smilax subsessiliflora/splink/Smilax subsessiliflora.csv
Solanum arenarium,output/p2/occs/Solanum arenarium/gbif/Solanum arenarium_clean.csv,output/p2/occs/Solanum arenarium/splink/Solanum arenarium.csv
Solanum bullatum,output/p2/occs/Solanum bullatum/gbif/Solanum bullatum_clean.csv,output/p2/occs/Solanum bullatum/splink/Solanum bullatum.csv
Solanum cinnamomeum,output/p2/occs/Solanum cinnamomeum/gbif/Solanum cinnamomeum_clean.csv,output/p2/occs/Solanum cinnamomeum/splink/Solanum cinnamomeum.csv
Solanum diploconos,output/p2/occs/Solanum diploconos/gbif/Solanum diploconos_clean.csv,output/p2/occs/Solanum diploconos/splink/Solanum diploconos.csv
Solanum latiflorum,output/p2/occs/Solanum latiflorum/gbif/Solanum latiflorum_clean.csv,output/p2/occs/Solanum latiflorum/splink/Solanum latiflorum.csv
Solanum melissarum,output/p2/occs/Solanum melissarum/gbif/Solanum melissarum_clean.csv,output/p2/occs/Solanum melissarum/splink/Solanum melissarum.csv
Solanum paralum,output/p2/occs/Solanum paralum/gbif/Solanum paralum_clean.csv,output/p2/occs/Solanum paralum/splink/Solanum paralum.csv
Solanum pinetorum,output/p2/occs/Solanum pinetorum/gbif/Solanum pinetorum_clean.csv,output/p2/occs/Solanum pinetorum/splink/Solanum pinetorum.csv
Solanum pseudoquina,output/p2/occs/Solanum pseudoquina/gbif/Solanum pseudoquina_clean.csv,output/p2/occs/Solanum pseudoquina/splink/Solanum pseudoquina.csv
Solanum spissifolium,output/p2/occs/Solanum spissifolium/gbif/Solanum spissifolium_clean.csv,output/p2/occs/Solanum spissifolium/splink/Solanum spissifolium.csv
Solanum viscosissimum,output/p2/occs/Solanum viscosissimum/gbif/Solanum viscosissimum_clean.csv,output/p2/occs/Solanum viscosissimum/splink/Solanum viscosissimum.csv
Sorocea guilleminiana,output/p2/occs/Sorocea guilleminiana/gbif/Sorocea guilleminiana_clean.csv,output/p2/occs/Sorocea guilleminiana/splink/Sorocea guilleminiana.csv
Sphagnum brasiliense,output/p2/occs/Sphagnum brasiliense/gbif/Sphagnum brasiliense_clean.csv,output/p2/occs/Sphagnum brasiliense/splink/Sphagnum brasiliense.csv
Sporobolus apiculatus,output/p2/occs/Sporobolus apiculatus/gbif/Sporobolus apiculatus_clean.csv,output/p2/occs/Sporobolus apiculatus/splink/Sporobolus apiculatus.csv
Staurogyne vauthieriana,output/p2/occs/Staurogyne vauthieriana/gbif/Staurogyne vauthieriana_clean.csv,output/p2/occs/Staurogyne vauthieriana/splink/Staurogyne vauthieriana.csv
Steinchisma spathellosum,output/p2/occs/Steinchisma spathellosum/gbif/Steinchisma spathellosum_clean.csv,output/p2/occs/Steinchisma spathellosum/splink/Steinchisma spathellosum.csv
Stelis argentata,output/p2/occs/Stelis argentata/gbif/Stelis argentata_clean.csv,output/p2/occs/Stelis argentata/splink/Stelis argentata.csv
Stenachaenium megapotamicum,output/p2/occs/Stenachaenium megapotamicum/gbif/Stenachaenium megapotamicum_clean.csv,output/p2/occs/Stenachaenium megapotamicum/splink/Stenachaenium megapotamicum.csv
Stenandrium dulce,output/p2/occs/Stenandrium dulce/gbif/Stenandrium dulce_clean.csv,output/p2/occs/Stenandrium dulce/splink/Stenandrium dulce.csv
Stenostephanus lobeliiformis,output/p2/occs/Stenostephanus lobeliiformis/gbif/Stenostephanus lobeliiformis_clean.csv,output/p2/occs/Stenostephanus lobeliiformis/splink/Stenostephanus lobeliiformis.csv
Stephanopodium estrellense,output/p2/occs/Stephanopodium estrellense/gbif/Stephanopodium estrellense_clean.csv,output/p2/occs/Stephanopodium estrellense/splink/Stephanopodium estrellense.csv
Stevia pohliana,output/p2/occs/Stevia pohliana/gbif/Stevia pohliana_clean.csv,output/p2/occs/Stevia pohliana/splink/Stevia pohliana.csv
Stevia selloi,output/p2/occs/Stevia selloi/gbif/Stevia selloi_clean.csv,output/p2/occs/Stevia selloi/splink/Stevia selloi.csv
Steyermarkina dispalata,output/p2/occs/Steyermarkina dispalata/gbif/Steyermarkina dispalata_clean.csv,output/p2/occs/Steyermarkina dispalata/splink/Steyermarkina dispalata.csv
Stifftia fruticosa,output/p2/occs/Stifftia fruticosa/gbif/Stifftia fruticosa_clean.csv,output/p2/occs/Stifftia fruticosa/splink/Stifftia fruticosa.csv
Stifftia parviflora,output/p2/occs/Stifftia parviflora/gbif/Stifftia parviflora_clean.csv,output/p2/occs/Stifftia parviflora/splink/Stifftia parviflora.csv
Stomatanthes dentatus,output/p2/occs/Stomatanthes dentatus/gbif/Stomatanthes dentatus_clean.csv,output/p2/occs/Stomatanthes dentatus/splink/Stomatanthes dentatus.csv
Stomatanthes dictyophyllus,output/p2/occs/Stomatanthes dictyophyllus/gbif/Stomatanthes dictyophyllus_clean.csv,output/p2/occs/Stomatanthes dictyophyllus/splink/Stomatanthes dictyophyllus.csv
Struthanthus flexicaulis,output/p2/occs/Struthanthus flexicaulis/gbif/Struthanthus flexicaulis_clean.csv,output/p2/occs/Struthanthus flexicaulis/splink/Struthanthus flexicaulis.csv
Struthanthus marginatus,output/p2/occs/Struthanthus marginatus/gbif/Struthanthus marginatus_clean.csv,output/p2/occs/Struthanthus marginatus/splink/Struthanthus marginatus.csv
Struthanthus taubatensis,output/p2/occs/Struthanthus taubatensis/gbif/Struthanthus taubatensis_clean.csv,output/p2/occs/Struthanthus taubatensis/splink/Struthanthus taubatensis.csv
Strychnos gardneri,output/p2/occs/Strychnos gardneri/gbif/Strychnos gardneri_clean.csv,output/p2/occs/Strychnos gardneri/splink/Strychnos gardneri.csv
Strychnos nigricans,output/p2/occs/Strychnos nigricans/gbif/Strychnos nigricans_clean.csv,output/p2/occs/Strychnos nigricans/splink/Strychnos nigricans.csv
Strychnos trinervis,output/p2/occs/Strychnos trinervis/gbif/Strychnos trinervis_clean.csv,output/p2/occs/Strychnos trinervis/splink/Strychnos trinervis.csv
Syagrus insignis,output/p2/occs/Syagrus insignis/gbif/Syagrus insignis_clean.csv,output/p2/occs/Syagrus insignis/splink/Syagrus insignis.csv
Syagrus picrophylla,output/p2/occs/Syagrus picrophylla/gbif/Syagrus picrophylla_clean.csv,output/p2/occs/Syagrus picrophylla/splink/Syagrus picrophylla.csv
Symphyopappus lymansmithii,output/p2/occs/Symphyopappus lymansmithii/gbif/Symphyopappus lymansmithii_clean.csv,output/p2/occs/Symphyopappus lymansmithii/splink/Symphyopappus lymansmithii.csv
Tabebuia cassinoides,output/p2/occs/Tabebuia cassinoides/gbif/Tabebuia cassinoides_clean.csv,output/p2/occs/Tabebuia cassinoides/splink/Tabebuia cassinoides.csv
Tachigali denudata,output/p2/occs/Tachigali denudata/gbif/Tachigali denudata_clean.csv,output/p2/occs/Tachigali denudata/splink/Tachigali denudata.csv
Tacinga braunii,output/p2/occs/Tacinga braunii/gbif/Tacinga braunii_clean.csv,output/p2/occs/Tacinga braunii/splink/Tacinga braunii.csv
Tarenaya diffusa,output/p2/occs/Tarenaya diffusa/gbif/Tarenaya diffusa_clean.csv,output/p2/occs/Tarenaya diffusa/splink/Tarenaya diffusa.csv
Terminalia januariensis,output/p2/occs/Terminalia januariensis/gbif/Terminalia januariensis_clean.csv,output/p2/occs/Terminalia januariensis/splink/Terminalia januariensis.csv
Terminalia kleinii,output/p2/occs/Terminalia kleinii/gbif/Terminalia kleinii_clean.csv,output/p2/occs/Terminalia kleinii/splink/Terminalia kleinii.csv
Terminalia parvifolia,output/p2/occs/Terminalia parvifolia/gbif/Terminalia parvifolia_clean.csv,output/p2/occs/Terminalia parvifolia/splink/Terminalia parvifolia.csv
