"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"654","2019-11-19 14:09:43-03","UFRPE","PEUFR","31747","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","B.M.T. Walter; S.C.S. Xavier; R.V. Nunes; A.B. Sampaio; S.P. Cordovil","3198","1996","02","09",NA,"Brasil",NA,NA,"Árvore 7m de altura; botões florais marrom-dourados; cálice marrom-dourado; corola amarela; futuro reservatório do AHE Serra da Mesa.","PEUFR031747",NA,NA,"Aubl","M.C. Tschá","Goias","Uruaçú","Corrego Taquari; Fazenda Jacaré ou Lage; ao norte da cidade de Uruaçú na direção do rio Maranhão.","-49.183333","-14.3",NA,"440","440",NA,NA,NA,NA,"49º11'W","14º18'S","2000","03",NA,NA,NA,NA,NA,NA
"655","2019-11-19 14:09:43-03","UFRPE","PEUFR","33815","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M.C. Tschá; F.R. Tschá; F. Melo","1585","1999","02","10",NA,"Brasil",NA,NA,"Árvore com cerca de 4m de altura; não apresenta folhas frequêntes; fruto maduro marrom.","PEUFR033815",NA,NA,"Aubl","M.C. Tschá","Pernambuco","Catende","Engenho Grota Funda","-35.798306","-8.628694",NA,"1025","1025",NA,NA,NA,NA,"35º47'53,9W","08º37'43,3S","1999","09",NA,NA,NA,NA,NA,NA
"656","2019-11-19 14:09:43-03","UFRPE","PEUFR","33814","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M.C. Tschá; F.R. Tschá; F. Melo","1584","1999","02","10",NA,"Brasil",NA,NA,"Árvore com cerca de 4m de altura; fruto maduro marrom.","PEUFR033814",NA,NA,"Aubl","M.C. Tschá","Pernambuco","Catende","Engenho Grota Funda","-35.798306","-8.628694",NA,NA,NA,NA,NA,NA,NA,"35º47'53,9W","08º37'43,3S","1999","09",NA,NA,NA,NA,NA,NA
"657","2019-11-19 14:09:43-03","UFRPE","PEUFR","34145","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M.C. Tschá","1773","1999","03","11",NA,"Brasil",NA,NA,"Árvore; cálice marrom escuro; corola amarelo ouro; botão marrom; fruto maduro marrom; estigma e estilete amarelo claro; ovário creme; estames, filete e antera amarelo ouro; coordenadas geográficas do município.","PEUFR034145",NA,NA,"Aubl","M.C. Tschá","Pernambuco","Jaboatão","Engenho Mamaçu","-35.014444","-8.112778",NA,NA,NA,NA,NA,NA,NA,"35º00'52W","08º06'46S","1999","09",NA,NA,NA,NA,NA,NA
"658","2019-11-19 14:09:43-03","UFRPE","PEUFR","33820","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M.C. Tschá","1772","1999","03","11",NA,"Brasil",NA,NA,"Árvore; botão marrom; cálice marrom; corola amarelo ouro; estames amarelo ouro; filete amarelo ouro; antera amarelo ouro; coordenadas geográficas do município.","PEUFR033820",NA,NA,"Aubl","M.C. Tschá","Pernambuco","Jaboatão","Engenho manaçu","-35.014444","-8.112778",NA,NA,NA,NA,NA,NA,NA,"35º00'52W","08º06'46S","1999","09",NA,NA,NA,NA,NA,NA
"659","2019-11-19 14:09:43-03","UFRPE","PEUFR","33819","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M.C. Tschá","1761","1999","03","11",NA,"Brasil",NA,NA,"Árvore com cerca de 10m de altura; botão ferrugíneo; cálice com sépalas amarelas ferrugineas externa e amarelo interna; corola amarela; estigma, estilete, ovário, estames, filetes e anteras amarelas; coordenadas geográficas do municí","PEUFR033819",NA,NA,"Aubl","M.C. Tschá","Pernambuco","Jaboatão","Muribeca","-35.014444","-8.112778",NA,NA,NA,NA,NA,NA,NA,"35º00'52W","08º06'46S","1999","09",NA,NA,NA,NA,NA,NA
"660","2019-11-19 14:09:43-03","UFRPE","PEUFR","46915","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","A.D.C. Cavalcante","180","2005","03","13",NA,"Brasil",NA,NA,NA,"PEUFR046915",NA,NA,"Aubl",NA,"Pernambuco","Igarassu","Cruzinha; Santa Helena","-34.96975","-7.693972",NA,NA,NA,NA,NA,NA,NA,"34º58'11,1W","07º41'38,3S",NA,NA,NA,NA,NA,NA,NA,NA
"661","2019-11-19 14:09:43-03","UFRPE","PEUFR","33939","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M.C. Tschá","1520","1999","01","16",NA,"Brasil",NA,NA,"Árvore com cerca de 7m de altura; botão ferrugíneo; cálice ferrugíneo; corola amarela; estígma amarelo; ovário amarelo; estilete amarelo; estilete amarelo; estames amarelos; antera amarela; filete amarelo; coordenadas geográficas do","PEUFR033939",NA,NA,"Aubl","M.C. Tschá","Pernambuco","Goiania",NA,"-35.002222","-7.560833",NA,NA,NA,NA,NA,NA,NA,"35°00'08W","07°33'39S","1999","09",NA,NA,NA,NA,NA,NA
"662","2019-11-19 14:09:43-03","UFRPE","PEUFR","33811","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M.C. Tschá; F.R. Tschá","1523","1999","01","16",NA,"Brasil",NA,NA,"Árvore; botão marrom; coordenadas geográficas do município.","PEUFR033811",NA,NA,"Aubl","M.C. Tschá","Pernambuco","Goiania",NA,"-35.002222","-7.560833",NA,NA,NA,NA,NA,NA,NA,"35°00'08W","07°33'39S","1999","09",NA,NA,NA,NA,NA,NA
"663","2019-11-19 14:09:43-03","UFRPE","PEUFR","33808","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M.C. Tschá; F.R. Tschá","1518","1999","01","16",NA,"Brasil",NA,NA,"Árvore com cerca de 10m de altura; botão marrom; coordenadas geográficas do município.","PEUFR033808",NA,NA,"Aubl","M.C. Tschá","Pernambuco","Goiania",NA,"-35.002222","-7.560833",NA,NA,NA,NA,NA,NA,NA,"35°00'08W","07°33'39S","1999","09",NA,NA,NA,NA,NA,NA
"664","2019-11-19 14:09:44-03","UFRPE","PEUFR","34223","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","D. Thomaz","15","1976","07","09",NA,"Brasil",NA,NA,"Árvore com aproximadamente 4m de altura por 15cm de diâmetro; coordenadas geográficas do município.","PEUFR034223",NA,NA,"Aubl","M.C. Tschá","Maranhão","2km da estrada de Grajaú-Arame",NA,"-46.138333","-5.819444",NA,NA,NA,NA,NA,NA,NA,"46º08'18W","05º49'10S","2000","03",NA,NA,NA,NA,NA,NA
"665","2019-11-19 14:09:43-03","UFRPE","PEUFR","25948","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","A.E. da Silva","71","1976","04","13",NA,"Brasil",NA,NA,"Árvore de mais ou menos 10m dea altura; madeira mole; flores amarelas, perfume agradável; coordenadas geográficas do município.","PEUFR025948",NA,NA,"Aubl","M.C. Tschá","Maranhão","Barra do Coida","Fazenda São Raimundo","-45.243056","-5.505833",NA,NA,NA,NA,NA,NA,NA,"45º14'35W","05º30'21S","2000","03",NA,NA,NA,NA,NA,NA
"666","2019-11-19 14:09:43-03","UFRPE","PEUFR","25949","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","D.P. Lima","13450","1976","04","09",NA,"Brasil",NA,NA,"Árvore de grande porte; flores amarelas, cálice com as sépalas amarelas na face interior e marrom-claro na face exterior; perfume leve enjoativo; coordenadas geográficas do município.","PEUFR025949",NA,NA,"Aubl","M.C. Tschá","Maranhão","Tumtum","Matas da Fazenda Violão","-44.636111","-5.320278",NA,NA,NA,NA,NA,NA,NA,"44°38'10'' W","05°19'13''S","2000","03",NA,NA,NA,NA,NA,NA
"667","2019-11-19 14:09:43-03","UFRPE","PEUFR","33806","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M.C. Tschá; F.R. Tschá; D. Sávio","1432","1998","12","21",NA,"Brasil",NA,NA,"Árvore com cerca de 6m de altura; fruto maduro marrom, imaturo verde coordenadas geográficas do município.","PEUFR033806",NA,NA,"Aubl","M.C. Tschá","Pernambuco","Araçoiaba",NA,"-35.090556","-7.790556",NA,NA,NA,NA,NA,NA,NA,"35º05'26W","07º47'26S","1999","09",NA,NA,NA,NA,NA,NA
"668","2019-11-19 14:09:43-03","UFRPE","PEUFR","10587","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","E. Barbosa; R. Mendes","2","1990","18","18",NA,"Brasil",NA,NA,"Folhas pilosas; flores pequenas de coloreação amarela; coordenadas geográficas do município.","PEUFR010587",NA,NA,"Aubl","M.C. Tschá","Pernambuco","Recife","Dois Irmãos; Campus da UFRPE","-34.881111","-8.054167",NA,NA,NA,NA,NA,NA,NA,"34°52'52W","08°03'15S","2000","02",NA,NA,NA,NA,NA,NA
"669","2019-11-19 14:09:43-03","UFRPE","PEUFR","13401","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","S. Marcelo; C. Aldo; Olimpio; G. Roberto",NA,"1988","01","28",NA,"Brasil",NA,NA,"Flores amarelas; coordenadas geográficas do município.","PEUFR013401",NA,NA,"Aubl","M.C. Tschá","Pernambuco","Recife","Horto de Dois Irmãos","-34.881111","-8.054167",NA,NA,NA,NA,NA,NA,NA,"34°52'52W","08°03'15S","2000","02",NA,NA,NA,NA,NA,NA
"670","2019-11-19 14:09:43-03","UFRPE","PEUFR","20679","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","L.C. Gomes","213","1993","07","21",NA,"Brasil",NA,NA,"Árvore; planta apícola; presença de insetos; flores amarelas; coordenadas geográficas do município.","PEUFR020679",NA,NA,"Aubl","M.C. Tschá","Pernambuco","Recife","Dois Irmãos; Campus da UFRPE","-34.881111","-8.054167",NA,NA,NA,NA,NA,NA,NA,"34°52'52W","08°03'15S","2000","03",NA,NA,NA,NA,NA,NA
"671","2019-11-19 14:09:43-03","UFRPE","PEUFR","25851","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","F. Paiva","74","1976","05","19",NA,"Brasil",NA,NA,"Árvore de mais ou menos 7m de altura por 20cm de diâmetro; flores com sépalas marrons pelo lado externo; pétalas amarelas; estame marrom claro; levemente perfumadas; perfume enjoativo; coordenadas geográficas do município.","PEUFR025851",NA,NA,"Aubl","M.C. Tschá","Maranhão","Grajau","Fazenda Lagva de Boi","-46.138333","-5.819444",NA,NA,NA,NA,NA,NA,NA,"46º08'18W","05º49'10S","2000","03",NA,NA,NA,NA,NA,NA
"672","2019-11-19 14:09:43-03","UFRPE","PEUFR","25852","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","F. Paiva","3335","1965","10","05",NA,"Brasil",NA,NA,"Árvore de grande porte; sem resina; com pouco látex; flor maior que a da Jangada macho; sem perfume; flor amarela; coordenadas geográficas do município.","PEUFR025852",NA,NA,"Aubl","M.C. Tschá","Alagoas","São Miguel dos Campos","Povoado Bernardo Lopes","-36.093611","-9.781111",NA,NA,NA,NA,NA,NA,NA,"36º05'37W","09º46'52S","2000","03",NA,NA,NA,NA,NA,NA
"673","2019-11-19 14:09:43-03","UFRPE","PEUFR","25957","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","F. Paiva","3323","1965","09","29",NA,"Brasil",NA,NA,"Árvore de grande porte; flor amarela gema de ovo, sem perfume; no botão apresenta uma parte branca, soldada no receptáculo; cálice muito piloso; coordenadas geográficas do município,","PEUFR025957",NA,NA,"Aubl","M.C. Tschá","Alagoas","São Miguel dos Campos","Povoado Bernardo Lopes","-36.093611","-9.781111",NA,NA,NA,NA,NA,NA,NA,"36º05'37W","09º46'52S","2000","03",NA,NA,NA,NA,NA,NA
"674","2019-11-19 14:09:43-03","UFRPE","PEUFR","26365","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","E.M.N. Ferraz; Eudes","282","1998","04","20",NA,"Brasil",NA,NA,"Árvore com cerca de 9m de altura; cálice verde-amarelado, corola e estames amarelos; frutos imaturos verdes e maduros marrons; frequência ocasional.","PEUFR026365",NA,NA,"Aubl","E.M.N. Ferraz","Pernambuco","São Vicente Férrer","Mata do Estado; borda da mata; ladeira de acesso a casa","-35.5","-7.583333",NA,"600","600",NA,NA,NA,NA,"35º30'00W","07º35'00S","2000",NA,NA,NA,NA,NA,NA,NA
"675","2019-11-19 14:09:43-03","UFRPE","PEUFR","28158","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","V. Santos; M. Lucena; A. Laurênio","127","1998","08","11",NA,"Brasil",NA,NA,"Planta arbórea com cerca de 6m de altura; ramos ferrugíneos; folhas pilosas; frutos verdes; coordenadas geográficas do município.","PEUFR028158",NA,NA,"Aubl","M.C. Tschá","Pernambuco","Vicência","Mata ao redor da Igreja de Jundiá","-35.326667","-7.656944",NA,NA,NA,NA,NA,NA,NA,"35°19'36W","07°39'25S","2000","03","03",NA,NA,NA,NA,NA
"676","2019-11-19 14:09:43-03","UFRPE","PEUFR","29175","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M.I.B. Loiola; A. Laurênio; M. Tschá; V. Santos; M. Lucena","435","1998","08","11",NA,"Brasil",NA,NA,"Árvore com cerca de 3,5m; caule densamente piloso; pétalas amarelas; ocasional; coordenadas geográficas do município.","PEUFR029175",NA,NA,"Aubl","M.C. Tschá","Pernambuco","Camaragibe","Chã de Cruz; no começo da mata do CIMNIC","-34.980833","-8.021667",NA,NA,NA,NA,NA,NA,NA,"34°58'51W","08°01'18S","2000","03",NA,NA,NA,NA,NA,NA
"677","2019-11-19 14:09:43-03","UFRPE","PEUFR","29177","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M.I.B. Loiola; A. Laurênio; M. Tschá; V. Santos; M. Lucena","434","1998","08","11",NA,"Brasil",NA,NA,"Árvore com cerca de 4m; caule densamente piloso; botões esverdeados com tricomas ferrugíneos; pétalas amarelas; ocasional; coordenadas geográficas do município.","PEUFR029177",NA,NA,"Aubl","M.C. Tschá","Pernambuco","Camaragibe","Chã de Cruz; no começo da mata do CIMNIC","-34.980833","-8.021667",NA,NA,NA,NA,NA,NA,NA,"34°58'51W","08°01'18S","2000","03","03",NA,NA,NA,NA,NA
"678","2019-11-19 14:09:43-03","UFRPE","PEUFR","29545","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","J.I.M. Melo","168","1999","09","30",NA,"Brasil",NA,NA,"Árvore com cerca de 2,5m de altura; flores com corola amarela e cálice verde; coordenadas geográficas do municícpio.","PEUFR029545",NA,NA,"Aubl","M.C. Tschá","Pernambuco","Recife","Campus da UFRPE; próximo ao prédio da agronomia","-34.881111","-8.054167",NA,NA,NA,NA,NA,NA,NA,"34°52'52W","08°03'15S","2000","03",NA,NA,NA,NA,NA,NA
"679","2019-11-19 14:09:43-03","UFRPE","PEUFR","30329","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","A. Vicente","77","1997","11","27",NA,"Brasil",NA,NA,"Árvore comc erca e 10m de altura; folhas alternas pilosas em ambas as faces; fruto globoso; pedunculo do fruto e cause pilosos; coordenadas geográficas do muncipio.","PEUFR030329",NA,NA,"Aubl","M.C. Tschá","Sergipe","Itabaiana","Serra de Itabaiana","-37.425","-10.685278",NA,NA,NA,NA,NA,NA,NA,"37º25'30W","10º41'07S","2000","03",NA,NA,NA,NA,NA,NA
"680","2019-11-19 14:09:43-03","UFRPE","PEUFR","31725","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","F.R. Dário; A.G. Nave; R.F. Lopes; D.F. Bertani","1199","1997","06","04",NA,"Brasil",NA,NA,"Arbustivo de 3m; co fruto.","PEUFR031725",NA,NA,"Aubl","M.C. Tschá","Mato Grosso","Vila Rica","Estrada para a fazenda Ipê","-51.145278","-9.940278",NA,NA,NA,NA,NA,NA,NA,"51º08'43W","09º56'25S","2000","03",NA,NA,NA,NA,NA,NA
"681","2019-11-19 14:09:43-03","UFRPE","PEUFR","31726","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","R.F. Vieira; G.P. Silva; F.O.V. Costa; H.G.P. Santos; S.P. Cordovil; C.P.B. Soares","1798","1993","10","18",NA,"Brasil",NA,NA,"Árvore de 8m, 25cm DAP; botões verde-ferrugíneos; cálice verde; corola amarela; estames cremes; ocasional.","PEUFR031726",NA,NA,"Aubl","M.C. Tschá","Goias","Caldas Novas","Margem direira do rio Corumba; próximo à estação S.0.9; na margem direita do córrego.","-48.533333","-17.7",NA,"720","720",NA,NA,NA,NA,"48º32'00W","17º42'00S","2000","02",NA,NA,NA,NA,NA,NA
"682","2019-11-19 14:09:43-03","UFRPE","PEUFR","31727","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","E.A. Vilela",NA,"1994","09","05",NA,"Brasil",NA,NA,"Árvore de 8m de altura; sem flor; com fruto; coordenadas geográficas do município.","PEUFR031727",NA,NA,"Aubl","M.C. Tschá","Minas Gerais","Conquista","Mata dos Dourados","-47.541667","-19.937222",NA,"520","520",NA,NA,NA,NA,"47º32'30W","19º56'14S","2001","01",NA,NA,NA,NA,NA,NA
"683","2019-11-19 14:09:43-03","UFRPE","PEUFR","31728","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Cordovil-Silva","750","1998","01","28",NA,"Brasil",NA,NA,"Árvore de 6m; flor amarela, corola marrom-ferugíneo; frutos maduros marrom-escuros; coordenadas geográficas do município.","PEUFR031728",NA,NA,"Aubl","Cordovil-Silva","Goiás","Niquelândia",NA,"-48.459444","-14.474167",NA,NA,NA,NA,NA,NA,NA,"48º27'34W","14º28'27S","1998","01","28",NA,NA,NA,NA,NA
"684","2019-11-19 14:09:43-03","UFRPE","PEUFR","31745","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","G.F. Árbocz; A.G. Nave; F. Dario","3092","1996","11","07",NA,"Brasil",NA,NA,"Árvore 7m; botões dourados; flor amarela.","PEUFR031745",NA,NA,"Aubl","M.C. Tschá","Mato Grosso","Sinop","Margem da estrada, entre Sinop e Cláudia","-55.221389","-11.678333",NA,NA,NA,NA,NA,NA,NA,"55º13'17W","11º40'42S","2000","03",NA,NA,NA,NA,NA,NA
"685","2019-11-19 14:09:43-03","UFRPE","PEUFR","31748","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","B.M.T. Walter; F. de O.V da Costa; S.P.C. da Silva; H.G.P. dos Santos; A.M. Gouveira","846","1991","11","22",NA,"Brasil",NA,NA,"Árvore 6,5m de altura; flor amarela; botões florais de cor amarronzada; cálice marrom; pétalas amarelas; estames amarelos; área de influência da UHE Serra da Mesa; frequente.","PEUFR031748",NA,NA,"Aubl","M.C. Tschá","Goias","Colinas do Sul","Estrada Colinas/Serra da Mesa;","-48.3","-13.866667",NA,"510","510",NA,NA,NA,NA,"48º18'00W","13º52'00S","2000","03",NA,NA,NA,NA,NA,NA
"686","2019-11-19 14:09:44-03","UFRPE","PEUFR","33585","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","D.P. Lima","13371","1975","07","09",NA,"Brasil",NA,NA,"Árvore com aproximadamente 8m de altura por 35cm de diâmetro; flores amarelas perfumadas; coordenadas geográficas do município.","PEUFR033585",NA,NA,"Aubl","M.C. Tschá","Maranhão","Presidente Dutra","Fazenda Poço Verde","-44.49","-5.29",NA,NA,NA,NA,NA,NA,NA,"44º29'24W","05º17'24S","2000","03",NA,NA,NA,NA,NA,NA
"687","2019-11-19 14:09:43-03","UFRPE","PEUFR","33803","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M.C. Tschá; F.R. Tschá; A. Laurênio; A.P.S. Gomes","1219","1998","10","06",NA,"Brasil",NA,NA,"Árvore com cerca de 6a 7m de altura; botão marrom; cálice creme esverdeado; corola creme; antera creme; filete creme; estilete translúcido; coordenadas geográficas do município.","PEUFR033803",NA,NA,"Aubl","M.C. Tschá","Alagoas","Matriz de Camaragibe",NA,"-35.533056","-9.151667",NA,NA,NA,NA,NA,NA,NA,"35º31'59W","09º09'06S","1999","09",NA,NA,NA,NA,NA,NA
"688","2019-11-19 14:09:43-03","UFRPE","PEUFR","33804","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M.C. Tschá; F.R. Tschá","1365","1998","12","12",NA,"Brasil",NA,NA,"Árvore com cerca de 8m de altura; cálice e botão ferrugíneo; corola, estigma, estames, ovário, antera e filetes amarelos.","PEUFR033804",NA,NA,"Aubl",NA,"Pernambuco","São Lourenço da Mata","Beira da estrada km 100","-35.032667","-8.033472",NA,NA,NA,NA,NA,NA,NA,"35º01'57,6W","08º02'00,5S",NA,NA,NA,NA,NA,NA,NA,NA
"689","2019-11-19 14:09:43-03","UFRPE","PEUFR","33813","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M.C. Tschá; F.R. Tschá","1552","1999","01","23",NA,"Brasil",NA,NA,"Árvore com cerca de 6m de altura; cálice e botão ferrugíneo; corola amarelo; estígma, estilete, estames, ovário, filete e anteras amarelos; fruto maduro marrom.","PEUFR033813",NA,NA,"Aubl","M.C. Tschá","Pernambuco","Vicência","PE 074; km 19; Murupé","-35.39425","-7.652167",NA,NA,NA,NA,NA,NA,NA,"35º23'39,3W","07º39'07,8S","1999","09",NA,NA,NA,NA,NA,NA
"690","2019-11-19 14:09:43-03","UFRPE","PEUFR","33816","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M.C. Tschá; F.R. Tschá; F. Melo","174","1999","03","04",NA,"Brasil",NA,NA,"Árvore com cerca de 5m de altura; cálice marrom externo e amarelo claro interno; botão marrom; corola amarelo ouro; estigma; estilete; ovário; estames; antera e filete amarelos; coordenadas geográficas do município.","PEUFR033816",NA,NA,"Aubl","M.C. Tschá","Pernambuco","Bonito","Sítio Micuri","-35.728333","-8.470556",NA,NA,NA,NA,NA,NA,NA,"35°43'42W","08°28'14S","1999","09",NA,NA,NA,NA,NA,NA
"691","2019-11-19 14:09:43-03","UFRPE","PEUFR","33817","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M.C. Tschá; F.R. Tschá; F. Melo","1754","1999","02","05",NA,"Brasil",NA,NA,"Árvore com cerca de 1m de altura; sem flores; frutos jóvens e de pequeno porte; coordenadas geográficas do município.","PEUFR033817",NA,NA,"Aubl","M.C. Tschá","Pernambuco","São Vicente Férrer","Mata do Estado","-35.491389","-7.591389",NA,NA,NA,NA,NA,NA,NA,"35º29'29W","07º35'29S","1999","09",NA,NA,NA,NA,NA,NA
"692","2019-11-19 14:09:43-03","UFRPE","PEUFR","33818","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","M.C. Tschá; F.R. Tschá","1761","1999","03","11",NA,"Brasil",NA,NA,"Árvore; cálice ferrugíneo; corola creme; botão marrom; fruto marrom maduro; estigma, estilete e ovário creme; estames, anteras e filetes amarelos claros; coordenadas geográficas do município.","PEUFR033818",NA,NA,"Aubl","M.C. Tschá","Pernambuco","Moreno",NA,"-35.091944","-8.118889",NA,NA,NA,NA,NA,NA,NA,"35º05'31W","08º07'08S","1999","09",NA,NA,NA,NA,NA,NA
