"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","relationshipType","individualCount","fieldNumber","infraspecificEpithet","previousCatalogNumber"
"332","2019-01-25 15:46:48-02","IAC","IAC","47543","S","Plantae","Salicaceae-3.Salicoideae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","R.B. Torres","2006","12","16","W.P. Lopes; A. Paula &A.C. Sevilha","1994","01","16","Brasil","Minas Gerais","Viçosa","Universidade Federal de Viçosa, Jardim Botânico, Projeto JBII","-42.8819","-20.7539","-42.8819","-20.7539",NA,NA,"Idivíduo nº509",NA,"s/nº",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2019-06-24 08:13:59-03","IAC","IAC","47544","S","Plantae","Salicaceae-3.Salicoideae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","R. Marquete","1998","11","14","M.G. Bovini & L.A. Basílio et al.","1998","08","14","Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce, trilha da Mombaça","-42.7767","-19.8428","-42.7767","-19.8428",NA,NA,NA,NA,"1450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2019-01-25 15:46:48-02","IAC","IAC","47545","S","Plantae","Salicaceae-3.Salicoideae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","R.B. Torres","2006","10","30","W.G. Ferreira Jr.","2004","07","30","Brasil","Minas Gerais","Viçosa","Universidade Federal de Viçosa, Mata da Biologia, JB - 1, na Trilha do Sauá","-42.8819","-20.7539","-42.8819","-20.7539",NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2019-06-24 08:13:59-03","IAC","IAC","50940","S","Plantae","Salicaceae-3.Salicoideae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","R.B. Torres","2009","08","19","L.D. Meireles & J.A. Nunes","2006","03","21","Brasil","Minas Gerais","Passa Quatro","Pico do Itaguaré","-44.9667","-22.3903","-44.9667","-22.3903",NA,NA,NA,NA,"2095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2019-01-25 15:46:48-02","IAC","IAC","55832","S","Plantae","Salicaceae-3.Salicoideae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","C. Duarte & L. Moura","1993","10","17","R. Marquete; M.C.M. Marques; T.U.P. Konno; R.C.C. Reis; J. Silva & J.C. Gomes","1993","07","01","Brasil","Rio de Janeiro","Parati","ca. de 16km. do trevo de Parati, entrada á direita da Rio/Santos, antes da ponte, na mata próxima ao Córrego dos Micos","-44.7131","-23.2178","-44.7131","-23.2178",NA,NA,NA,NA,"1138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2019-01-25 15:46:48-02","IAC","IAC","55834","S","Plantae","Salicaceae-3.Salicoideae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","R. Marquete","2005","07","04","L.I.T Cardoso","2004","06","25","Brasil","Rio de Janeiro","Rio de Janeiro","Área de Proteção Ambiental Prainha. Recreio dos Bandeirantes, trilha de visitantes, aproximadamente ao nível do mar","-43.2075","-22.9028","-43.2075","-22.9028",NA,NA,NA,NA,"194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2020-01-27 18:26:10-03","IAC","IAC","57531","S","Plantae","Salicaceae-3.Salicoideae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","R.B. Torres","2019","05","09","J.R. Stehmann; et al.","1990","09","10","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4153","-19.9594","-43.4153","-19.9594",NA,NA,NA,NA,"s/nº",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2019-01-25 15:46:48-02","IAC","IAC","43089","S","Plantae","Salicaceae-3.Salicoideae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","R.B. Torres & E. Ramos","2004","06","26","L.C. Bernacci; G.A.D.C. Franco; J.P.W. Metzger & E. Furlan","2001","06","26","Brasil","São Paulo","Ibiúna","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Agostinho","-47.075961","-23.692836","-47.075961","-23.692836",NA,NA,NA,NA,"3382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2020-07-23 12:08:26-03","CEPLAC","CEPEC","133725","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia",NA,"R. Marquete",NA,NA,NA,"J. M. A. Braga","1996","01","13","Brasil","Rio de Janeiro","ITATIAIA","Parque Nacional de Itatiaia. Ponte do Maromba, próximo a margem do Rio Campo Belo.","-44.75","-22.466667","44W45'0","22S28'0",NA,NA,NA,NA,"3783",NA,NA,NA,NA,NA,NA,NA,NA,NA,"08/06/2004",NA,NA,NA,NA,NA
"341","2020-07-23 12:21:47-03","CEPLAC","CEPEC","123628","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia",NA,"Sem Informação",NA,NA,NA,"Piotto, D.","2007","06","09","Brasil","Bahia","URUÇUCA","Parque Estadual da Serra do Conduru","-39.083333","-14.416667","39W5'0","14S25'0","120","120","Floresta secundária, idade: 25 anos, sítio: 7 , linha: 1 , #: 15 , dist.: 19 , dap: 6.5 cm, altura: 8 m",NA,"210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2020-07-23 12:08:26-03","CEPLAC","CEPEC","44464","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia",NA,"T. S. dos Santos",NA,NA,NA,"T. S. dos Santos","1992","05","05","Brasil","Bahia","ILHÉUS","Parque Zoobotanico.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Pau-de-resposta",NA,"4509",NA,NA,NA,NA,NA,"61245","auto",NA,NA,"30/12/1989",NA,NA,NA,NA,NA
"343","2020-07-23 12:08:26-03","CEPLAC","CEPEC","54373","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia",NA,"T. S. dos Santos",NA,NA,NA,"S. C. de Sant'Ana","1994","02","08","Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Pau-de-resposta",NA,"177",NA,NA,NA,NA,NA,"61245","auto",NA,NA,"10/02/1992",NA,NA,NA,NA,NA
"344","2020-07-23 12:08:26-03","CEPLAC","CEPEC","1220","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia",NA,"M. R. Vodicka",NA,NA,NA,"R. P. Belém","1965","03","31","Brasil","Bahia","ILHÉUS","Area do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Pau-de-resposta",NA,"600",NA,NA,NA,NA,NA,"61245","auto",NA,NA,"14/01/1985",NA,NA,NA,NA,NA
"345","2020-07-23 12:08:26-03","CEPLAC","CEPEC","5073","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia",NA,"M. R. Vodicka",NA,NA,NA,"T. S. dos Santos","1969","01","31","Brasil","Bahia","ITAJÚ DO COLÔNIA","Km 10 da estr. p/ Itaju/Palmira.","-39.7243995666504","-15.1424999237061",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Pau-de-resposta",NA,"362",NA,NA,NA,NA,NA,"26963","auto",NA,NA,"14/01/1985",NA,NA,NA,NA,NA
"346","2020-07-23 12:08:26-03","CEPLAC","CEPEC","25940","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia",NA,"G. M. Barroso",NA,NA,NA,"J. L. Hage","1981","11","25","Brasil","Bahia","ILHÉUS","Faz. Sta. Luzia ao lado da Quadra H.","-39.0494003295898","-14.7889003753662","0*0'0","0*0'0",NA,NA,NA,NA,"1533",NA,NA,NA,NA,NA,"61245","auto",NA,NA,"01/04/1986",NA,NA,NA,NA,NA
"347","2016-08-23 10:59:24-03","NHMLondon","NHM-LONDON-BOT","BM000624191","S","Plantae","Flacourtiaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler",NA,NA,NA,NA,"Jacques Samuel Blanchet; b.1807; d.1875; Blanchet",NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109",NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/71144cf92503d96d30fa67f68cba30db3f6a5f9a/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"3589",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4985504"
"348","2016-08-23 10:59:24-03","NHMLondon","NHM-LONDON-BOT","BM000624191","S","Plantae","Flacourtiaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler",NA,NA,NA,NA,"Jacques Samuel Blanchet; b.1807; d.1875; Blanchet",NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109",NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/71144cf92503d96d30fa67f68cba30db3f6a5f9a/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"3589",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4985504"
"349","2019-11-01 15:10:18-03","UnB","UB","148084","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","Turcz.","Sleumer, O","1980",NA,NA,"Belém, RP","1965","04","01","Brasil","Bahia","Ilhéus","CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"Árvore de 8m x 15cm,flores creme.",NA,"627",NA,"Dicotyledoneae",NA,"Southern America",NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA
"350","2019-11-01 15:10:18-03","UnB","UB","148083","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","Turcz.","Sleumer, O","1980",NA,NA,"Belém, RP","1965","03","31","Brasil","Bahia","Ilhéus","CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"Arbusto em touceira,flores cremes,espinhos agudos.",NA,"600",NA,"Dicotyledoneae",NA,"Southern America",NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA
"351","2019-11-01 15:10:18-03","UnB","UB","148085","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","Turcz.","Sleumer, H","1980",NA,NA,"Heringer, EP","1956","07","16","Brasil","Minas Gerais","Sete Lagoas",NA,"-44.2467002868652","-19.465799331665",NA,NA,NA,NA,"Árvore esguia.; Vegetando nas fendas da rocha calcáreo,ao sopé de um alto rochedo calcáreo do siluriano.",NA,"5248",NA,"Dicotyledoneae",NA,"Southern America",NA,"22227","auto",NA,NA,NA,NA,NA,NA,NA,NA
"352","2019-05-06 12:02:22-03","UFU","HUFU","1264","S","Plantae","Salicaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler","Rodrigues, R.R.","1988","05","18","Araújo, G.M.","1987","11","14","Brasil","Minas Gerais","Araguari","Rodovia Uberlândia - Araguari, 10 Km de Araguari.","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,"Árvore, ca. 5 m. Flores brancas e frutos verdes.; Mata caducifólia.","HUFU00024667","s.n.","HUFU00024667",NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA
"353","2019-05-06 12:02:22-03","UFU","HUFU","1264","S","Plantae","Salicaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler","Rodrigues, R.R.","1988","05","18","Araújo, G.M.","1987","11","14","Brasil","Minas Gerais","Araguari","Rodovia Uberlândia - Araguari, 10 Km de Araguari.","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,"Árvore, ca. 5 m. Flores brancas e frutos verdes.; Mata caducifólia.","HUFU00024667","s.n.","HUFU00024667",NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA
"354","2020-08-20 14:57:30-03","UFSC","FLOR","40954","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Verdi, M.","2010","06","17","Verdi, M.; Souza, N.L. de & Klettenberg, D.H.","2010","06","17","Brasil","Santa Catarina","Alfredo Wagner","Alto Rio Lessa.","-49.229167","-27.721111","49º13'45''W","27º43'16''S","803","803","arbustiva, 1,5m altura. Florística IFFSC 281.","FLOR0040954","5080",NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2020-08-20 14:57:30-03","UFSC","FLOR","40955","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Sobral, M.","2010","08","15","Dreveck, S.; Carneiro, F.E.","2010","03","15","Brasil","Santa Catarina","São Francisco do Sul","Vila da Glória.","-48.69","-26.19","48º41'24''W","26º11'24''S","430","430","arbusto, flor botão floral verde, 2m altura. Florística IFFSC 1052.","FLOR0040955","1920",NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2020-08-20 14:57:30-03","UFSC","FLOR","61254","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Oliveira, A.A.","2010","04","29","Verdi, M.; Souza, N.L.; Klemz, G. & Klettenberg, D.H.","2010","04","07","Brasil","Santa Catarina","Armazém","São José dos Macacos/Mineração.","-48.959444","-28.2625","48º57'34''W","28º15'45''S","412","412","Arbusto. Fruto bordô","FLOR0061254","4243","FLOR0061254",NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2020-08-20 14:57:30-03","UFSC","FLOR","61257","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Oliveira, A.A.","2010","04","12","Korte, A.; Kruger, A.","2009","09","14","Brasil","Santa Catarina","Vidal Ramos","Mulungu.","-49.32","-27.45","49º19'12''W","27º27'0''S","761","761",NA,"FLOR0061257","106","FLOR0061257",NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2020-08-20 20:39:48-03","UFSC","FLOR","22613","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Falkenberg, D.B.","2009",NA,NA,"Falkenberg, D.B.; Zanin, A.","1992","06","04","Brasil","Santa Catarina","Antônio Carlos","Trilha dos Xaxins, Reserva Ecológica Caraguatá.","-48.7675018310547","-27.5168991088867",NA,NA,"700","700","arvoreta, flor pistilada, 5m altura","FLOR0022613","5788",NA,NA,"Malpighiales",NA,NA,"15769","auto",NA,NA,NA,NA,NA,NA,NA,NA
"359","2020-08-20 20:39:48-03","UFSC","FLOR","29711","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Falkenberg, D.B.","1991",NA,NA,"Queiroz, M.H. de","1991","06","03","Brasil","Santa Catarina","Florianópolis","Pântano do Sul, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"flor com","FLOR0029711","469",NA,NA,"Malpighiales",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"360","2020-08-20 14:57:30-03","UFSC","FLOR","37144","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Falkenberg, D.B.","1994","04","12","Brasil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"10","10","arbusto, flor semsem, 2,5m altura. Folhas menos coriáceas e mais estreitas que nos indivíduos de mata atlântica de encosta com solo argiloso. Limbo mais lustroso no hipofilo que no epifilo (ao contrário de algumas espécies de Casearia","FLOR0037144","10567",NA,NA,"Malpighiales",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"361","2020-08-20 20:39:48-03","UFSC","FLOR","25330","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Falkenberg, D.B.","1995",NA,NA,"Falkenberg, D.B.","1995","04","17","Brasil","Santa Catarina","Ilhota","Parque Botânico Morro do Baú.","-48.8272018432617","-26.8997001647949",NA,NA,"750","750","arbusto, Fruto Imaturo, verde, 3m altura","FLOR0025330","7388",NA,NA,"Malpighiales",NA,NA,"18275","auto",NA,NA,NA,NA,NA,NA,NA,NA
"362","2020-08-20 14:57:30-03","UFSC","FLOR","53147","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Mello, A.S.",NA,NA,NA,"Mello, A.S.; Daltrini, C. & Aguiar, T.","2009","06","06","Brasil","Santa Catarina","Itapema","Ilhota.","-48.611400604248","-27.0902996063232",NA,NA,NA,NA,"arbóreo, flor preto","FLOR0053147","284",NA,NA,"Malpighiales",NA,NA,"9090","auto",NA,NA,NA,NA,NA,NA,NA,NA
"363","2020-08-20 14:57:30-03","UFSC","FLOR","54559","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Mello, A.S.","2009","06","23","Mello, A.S.; Daltrini, C. & Aguiar, T.","2009","06","23","Brasil","Santa Catarina","Itapema","São Paulinho.","-48.611400604248","-27.0902996063232",NA,NA,NA,NA,"arvoreta de 2 metros, fruto verdes. Local de diagnóstico para criação de Unidade de Conservação.","FLOR0054559","253",NA,NA,"Malpighiales",NA,NA,"9090","auto",NA,NA,NA,NA,NA,NA,NA,NA
"364","2020-08-20 14:57:30-03","UFSC","FLOR","29290","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Sobral, M.",NA,NA,NA,"Citadini-Zanette, V.; et alii",NA,NA,NA,"Brasil","Santa Catarina","Orleans","Rio Novo.","-49.2914009094238","-28.3589000701904",NA,NA,"280","280","árvore, flor roxo","FLOR0029290","1066",NA,NA,"Malpighiales",NA,NA,"31549","auto",NA,NA,NA,NA,NA,NA,NA,NA
"365","2020-08-20 20:39:48-03","UFSC","FLOR","20934","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Falkenberg, D.B.","1990",NA,NA,"Falkenberg, D.B.","1990","06","23","Brasil","Santa Catarina","Palhoça","Morro do Cambirela, subindo a trilha em frente ao campo de futebol da localidade de Guarda.","-48.6678009033203","-27.645299911499",NA,NA,"150","150","arbusto, flor pedúnculos pilosos, díclina, estaminada, 10-15 estames/flor; 4 sépalas, pilosas nas duas faces, 3m altura","FLOR0020934","5389",NA,NA,"Malpighiales",NA,NA,"31105","auto",NA,NA,NA,NA,NA,NA,NA,NA
"366","2021-03-04 15:46:15-03","IF","SPSF","28350","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia",NA,NA,NA,NA,NA,"J.M.Silva & A.R.Campos","2001","06","15","Brasil","PR","Antonina","Usina Hidreletrica Parigot de Souza","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: em morro&nf;;",NA,"3370",NA,"Magnoliophyta","Salicales","América do Sul",NA,"38300","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"367","2021-02-08 12:45:15-03","UFRGS","ICN","156985","S","Plantae","Salicaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler",NA,NA,NA,NA,"Hagelund, K","1973","09","22","Brasil","RS","Santo Ângelo","Granja Piratini","-54.2630996704102","-28.2992000579834",NA,NA,NA,NA,"Doação de Karner Hagelund.",NA,"6872",NA,"Dicotyledon",NA,"América do Sul",NA,"25915","auto",NA,NA,NA,NA,NA,NA,NA,NA
"368","2021-02-08 12:45:15-03","UFRGS","ICN","156986","S","Plantae","Salicaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler",NA,NA,NA,NA,"Hagelund, K",NA,NA,NA,"Brasil","RS","Santo Ângelo","Granja Piratini","-54.2630996704102","-28.2992000579834",NA,NA,NA,NA,"Doação de Karner Hagelund.",NA,"8202",NA,"Dicotyledon",NA,"América do Sul",NA,"25915","auto",NA,NA,NA,NA,NA,NA,NA,NA
"369","2021-02-08 12:45:15-03","UFRGS","ICN","156985","S","Plantae","Salicaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler",NA,NA,NA,NA,"Hagelund, K","1973","09","22","Brasil","RS","Santo Ângelo","Granja Piratini","-54.2630996704102","-28.2992000579834",NA,NA,NA,NA,"Doação de Karner Hagelund.",NA,"6872",NA,"Dicotyledon",NA,"América do Sul",NA,"25915","auto",NA,NA,NA,NA,NA,NA,NA,NA
"370","2021-02-08 12:45:15-03","UFRGS","ICN","156986","S","Plantae","Salicaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler",NA,NA,NA,NA,"Hagelund, K",NA,NA,NA,"Brasil","RS","Santo Ângelo","Granja Piratini","-54.2630996704102","-28.2992000579834",NA,NA,NA,NA,"Doação de Karner Hagelund.",NA,"8202",NA,"Dicotyledon",NA,"América do Sul",NA,"25915","auto",NA,NA,NA,NA,NA,NA,NA,NA
"371","2020-12-29 09:51:36-03","MCN-FZBRS","HAS","97504","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Sleumer, H.",NA,NA,NA,"Hatschbach G.","1949","05",NA,"Brasil","Paraná","Piraquara","Rio do Corvo","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Arbusto 3 m flor verde mata pluvial. Herbário Hatschbach 1396.","HAS0097504","s.n.",NA,"Magnoliophyta",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"372","2021-03-23 11:32:07-03","MCN-FZBRS","HAS","97506","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Rambo, B. S. J.",NA,NA,NA,"Camargo, O.R.","1956","10",NA,"Brasil","Rio Grande do Sul","Farroupilha","Est. Exp. Fruticultura","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"No mato.","HAS0097506","s.n.",NA,"Magnoliophyta",NA,NA,NA,"19545","auto",NA,NA,NA,NA,NA,NA,NA,NA
"373","2020-12-01 09:01:58-03","MCN-FZBRS","HAS","45084","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Schmidt, R.",NA,NA,NA,"Senna, R.M.; Mansan, C.; Pairet Jr., M.","2005","12",NA,"Brasil","Rio Grande do Sul","Jaquirana","Parque Estadual do Tainhas. Passo do S","-50.3577995300293","-28.8847007751465",NA,NA,NA,NA,"beira de mata; árvore","HAS0045084","1100",NA,"Magnoliophyta",NA,NA,NA,"31282","auto",NA,NA,NA,NA,NA,NA,NA,NA
"374","2020-12-29 09:51:36-03","MCN-FZBRS","HAS","97507","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Mattos, J.","1966","01",NA,"Brasil","Santa Catarina","São Joaquim","Invernadinha perto da Barra dos Ros Rondinha e Postinho","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,"IPRN.","HAS0097507","9722",NA,"Magnoliophyta",NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA,NA
"375","2020-12-29 09:51:36-03","MCN-FZBRS","HAS","97505","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Rambo, B.",NA,NA,NA,"Mattos, J.","1956","01",NA,"Brasil","Santa Catarina","São Joaquim","Prisco","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,"No campo. Pl. isolada com cerca de 2, 5 m de altura. IPRN.","HAS0097505","s.n.",NA,"Magnoliophyta",NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA,NA
"376","2019-11-21 10:18:52-03","IBt","SP","429579","S","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Almeida Scabbia, RJ","2008","10",NA,"Santos, A; Almeida Scabbia, RJ; Yang, AMK; Costa, PO","2008","09","11","Brasil","São Paulo","Santo André","Parque Andreense, Rua Felipe dos Santos","-46.4675","-23.755733","-46.4675","-23.755733",NA,NA,NA,NA,"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","2021-02-11 09:25:10-03","IBt","SP","7911","S","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Zikán, JF",NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","2020-05-07 17:16:20-03","IBt","SP","266075","S","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Lima, HC","1990","10","30","Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,NA,"4009",NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA
"379","2020-08-27 12:20:23-03","IBt","SP","303894","S","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Kinoshita, LS","1995","04","06","Brasil","São Paulo","Lavrinhas",NA,"-44.9000015258789","-22.5699996948242",NA,NA,NA,NA,NA,NA,"95-19",NA,NA,NA,NA,NA,"16795","auto",NA,NA,NA,NA,NA,NA,NA,NA
"380","2019-11-21 10:18:52-03","IBt","SP","64414","S","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Torres, RB","1996","11","12","Mattos, JR","1961","07","14","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, Campo Grande, estrada de Ferro Santos-Jundiai","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"Na mata secundária 2,5m alt., fruto imaturo",NA,"9047",NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"381","2021-02-11 09:25:10-03","IBt","SP","119590","S","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Hoehne, W",NA,NA,NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,NA,"6174",NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA
