"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","sex"
"198","2009-08-23 08:48:00-03","MO","MOBOT","2455892","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Lyman B. Smith|Roberto M. Klein","Smith 8554","1956","12","10","South America","Brazil","Santa Catarina",NA,"Campo Alegre. Morro do Iquererim","-49.235","-26.205","1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2008-05-27 22:02:00-03","MO","MOBOT","2845884","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","G. Hatschbach","R. Kummrow","Kummrow 978","1975",NA,NA,"South America","Brazil","Paraná",NA,"Rod. Curitiba-Ponta Grossa, Rio Tibagi. (mun. Palmeira).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2008-05-27 22:02:00-03","MO","MOBOT","2846077","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","G.C. Coelho","R. Kummrow","Kummrow 2843","1987",NA,NA,"South America","Brazil","Paraná",NA,"Morro Mãe Catira (mun. Quatro Barras).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2008-09-30 03:34:00-03","MO","MOBOT","2846196","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","G.C. Giberti","J.M. Silva","Silva 519","1988",NA,NA,"South America","Brazil","Paraná",NA,"Morro Mãe Catira (mun. Quatro Barras).",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-06-22 14:16:17-03","UNESP-IBILCE","SJRP","27401","PreservedSpecimen","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","S. Andrews","Cordeiro, J.",NA,NA,NA,NA,"América do Sul","Brasil","Santa Catarina","Campo Alegre","serra quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,"Arbusto, 1,20 m, flor alva;",NA,NA,NA,NA,NA,NA,NA,NA,"37493","auto","Magnoliopsida",NA,NA,NA,NA,NA
"203","2015-10-22 10:02:25-02","UNIOESTE","UNOP","5667","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Ribeiro, A.","Ribeiro, A.","4","2009","09","18",NA,"Brasil","Paraná","Piraquara","Morro do canal floresta ombrofila densa alto da montanha.","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Árvore com 3m de altura,",NA,NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"204","2015-10-22 10:02:25-02","UNIOESTE","UNOP","7905","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Hatschbach, G.","Silva, J.M.; Lima, L.R.; Farinaccio, M.A.; Lima, L.R.; Farinaccio, M.A.","3950","2004","01","29",NA,"Brasil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,"Arbusto, 2m, fruto imaturo. Campo limpo, junto da matinha de galeria.",NA,NA,NA,NA,NA,"2004",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"205","2020-08-31 08:52:41-03","INPA","INPA","156114","S","Plantae","Dicotyledon Asterids","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Coêlho, GC","Kummrow, R","2843","1987","01","14","Southern America","Brasil","Paraná","Quatro Barras","Morro Mão Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"INPA0156114","INPA0156114 INPA0156114_e",NA,NA,NA,"1988",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"206","2020-08-31 08:52:41-03","INPA","INPA","156177","S","Plantae","Dicotyledon Asterids","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Coêlho, GC","Hatschbach, GG","50804","1986","11","26","Southern America","Brasil","Paraná","Bocaiúva do Sul","Cerro das Flores","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"INPA0156177","INPA0156177 INPA0156177_e",NA,NA,NA,"1988",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"207","2020-08-31 08:52:41-03","INPA","INPA","281990","S","Plantae","Dicotyledon Asterids","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","M.; Groppo jr.","Hoehne, W","s.n.","1940","11",NA,"Southern America","Brasil","São Paulo","São Paulo","Cidade Jardim","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"INPA0281990",NA,NA,NA,NA,"1996",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"208","2019-05-23 11:07:37-03","UFLA","ESAL","22015","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Loures, L","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Sta. Rita de Caldas","Pião",NA,NA,"1","1",NA,"; ; ;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2014-07-30 10:40:41-03","CITSF","HXBH","008991","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia reiss.","Ilex chamaedryfolia reiss.",NA,"G.C. Gilberti","J.M. Silva & G. Cordeiro",NA,"1988","04","12",NA,"Brasil","PR","Quatro Barras","Morro Mãe Catira","-49.0769","-25.3656",NA,NA,NA,"1m. Flores alvas",NA,NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"210","2020-09-12 05:00:02-03","US","US","2428186","PreservedSpecimen","Plantae",NA,"Celastrales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"R. M. Klein","4590","1963","9","12","South America","Brazil","Paraná","Palmeira","Witmarsum, Palmeira;","-50.0064010620117","-25.4293994903564","1000",NA,NA,NA,"US01859382","US01859382_01 US01859382_02",NA,NA,NA,NA,NA,NA,"35166","auto","Dicotyledonae",NA,NA,NA,"1",NA
"211","2020-09-12 05:00:02-03","US","US","2427063","PreservedSpecimen","Plantae",NA,"Celastrales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"R. Reitz & R. M. Klein","10397","1960","11","10","South America","Brazil","Santa Catarina","São José","Serra da Boa Vista","-48.627498626709","-27.6152992248535","1000",NA,NA,NA,"US01859383","US01859383_01 US01859383_02",NA,NA,NA,NA,NA,NA,"12814","auto","Dicotyledonae",NA,NA,NA,"1",NA
"212","2020-09-12 05:00:02-03","US","US","2323581","PreservedSpecimen","Plantae",NA,"Celastrales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"R. Reitz & R. M. Klein","7770","1959","12","10","South America","Brazil","Santa Catarina","São Joaquim","Curral Falso, Bom Jardim","-49.9317016601562","-28.2938995361328","1500",NA,NA,NA,"US01859375","US01859375_01 US01859375_02",NA,NA,NA,NA,NA,NA,"48290","auto","Dicotyledonae",NA,NA,NA,"1",NA
"213","2020-09-12 05:00:02-03","US","US","2758249","PreservedSpecimen","Plantae",NA,"Celastrales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"R. Reitz & R. M. Klein","17936","1965","12","18","South America","Brazil","Paraná","Jaguariaíva","Rio das Mortes","-49.7057991027832","-24.2511005401611","850",NA,NA,NA,"US01859380","US01859380_01 US01859380_02",NA,NA,NA,NA,NA,NA,"44368","auto","Dicotyledonae",NA,NA,NA,"1",NA
"214","2020-09-12 05:00:02-03","US","US","2267680","PreservedSpecimen","Plantae",NA,"Celastrales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"L. B. Smith & R. M. Klein","8554","1956","12","10","South America","Brazil","Santa Catarina","Campo Alegre","Slopes of Morro Iquererim","-49.2655982971191","-26.1924991607666","1300","1500",NA,NA,"US01859385","US01859385_01 US01859385_02",NA,NA,NA,NA,NA,NA,"37493","auto","Dicotyledonae",NA,NA,NA,"1",NA
"215","2020-09-12 05:00:02-03","US","US","1380597","PreservedSpecimen","Plantae",NA,"Celastrales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"A. F. Regnell","I/119","1864","1","17","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"US01859377","US01859377_01 US01859377_02",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"216","2020-09-12 05:00:02-03","US","US","2573598","PreservedSpecimen","Plantae",NA,"Celastrales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"L. B. Smith, R. M. Klein & G. Hatschbach","14623","1965","1","16","South America","Brazil","Paraná","Jaguariaíva","Lajeado Cinco Reis","-49.28","-24.28",NA,NA,NA,NA,"US01859381","US01859381_01 US01859381_02",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"217","2020-09-12 05:00:02-03","US","US","2268841","PreservedSpecimen","Plantae",NA,"Celastrales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"R. Reitz & R. M. Klein","6461","1958","2","5","South America","Brazil","Santa Catarina","Campo Alegre","Morro do Iquererim","-49.2655982971191","-26.1924991607666","1200",NA,NA,NA,"US01859384","US01859384_01 US01859384_02",NA,NA,NA,NA,NA,NA,"37493","auto","Dicotyledonae",NA,NA,NA,"1",NA
"218","2020-09-12 05:00:02-03","US","US","3172631","PreservedSpecimen","Plantae",NA,"Celastrales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"G. Hatschbach & J. Cordeiro","50804","1986","11","26","South America","Brazil","Paraná","Bocaiúva do Sul","Cerro das Flores","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"US01859374","US01859374_01 US01859374_02",NA,NA,NA,NA,NA,NA,"61623","auto","Dicotyledonae",NA,NA,NA,"1",NA
"219","2020-09-12 05:00:02-03","US","US","3172502","PreservedSpecimen","Plantae",NA,"Celastrales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"R. Kummrow & -- Poliguesi","2843","1987","1","14","South America","Brazil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"US01859379","US01859379_01 US01859379_02",NA,NA,NA,NA,NA,NA,"17116","auto","Dicotyledonae",NA,NA,NA,"1",NA
"220","2020-09-12 05:00:02-03","US","US","3233642","PreservedSpecimen","Plantae",NA,"Celastrales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"J. M. Silva & J. Cordeiro","519","1988","6","12","South America","Brazil","Paraná","Quatro Barras","Morrão Mãe Catira","-49.0769004821777","-25.3656005859375","1300",NA,NA,NA,"US01859386","US01859386_01 US01859386_02",NA,NA,NA,NA,NA,NA,"17116","auto","Dicotyledonae",NA,NA,NA,"1",NA
"221","2020-09-12 05:00:02-03","US","US","3177822","PreservedSpecimen","Plantae",NA,"Celastrales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"J. Cordeiro & A. Manosso","270","1986","4","9","South America","Brazil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"US01859378","US01859378_01 US01859378_02",NA,NA,NA,NA,NA,NA,"17116","auto","Dicotyledonae",NA,NA,NA,"1",NA
"222","2020-09-12 05:00:02-03","US","US","2124254","PreservedSpecimen","Plantae",NA,"Celastrales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"M. Magalhães","2284","1942","11","23","South America - Neotropics","Brazil","Minas Gerais","Jaboticatubas","Serra do Charco","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"US01859376","US01859376_01 US01859376_02",NA,NA,NA,NA,NA,NA,"31264","auto","Dicotyledonae",NA,NA,NA,"1",NA
"223","2020-09-02 16:20:17-03","Cenargen","CEN","107767","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Vinícius Castro Souza","3754","1993","05","22",NA,"Brasil","SP","ITARARE","Fazenda Santa Isabel (Ripasa).","-49.146944","-24.205",NA,NA,"Exsicatas","Doação da Universidade de São Paulo - Escola Superior de Agricultura Luiz de Queiroz - ESALQ. Departamento de Botânica - Herbário ESA (9499). Piracicaba.","CEN00107767","CEN00107767",NA,"-49.146944","-24.205",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"224","2019-12-09 17:29:19-03","UFPR","EFC","11675","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Vieira, R.S.","Vieira, R.S.; et al.","246","2013","06","01",NA,"Brasil","Paraná","Morretes","Morro Sete","-48.8979","-25.3558",NA,NA,NA,"Árvore com 3m., comum na floresta altomontana. Com frutos negros.","EFC011675",NA,NA,"-48.8979","-25.3558","2013","06","01",NA,NA,NA,NA,NA,NA,NA,NA
"225","2019-12-09 17:29:19-03","UFPR","EFC","2568","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Roderjan, C.V.","Tramujas, A.P.","168","1991","07","25",NA,"Brasil","Paraná","Campina Grande do Sul","Serra dos Órgãos","-48.8554","-25.2555","1600","1600",NA,"Arvoreta 1,5 m em floresta altomontana a 1600 m s.n.m., pico Tucum. Frutos maduros.","EFC002568",NA,NA,"-48.8554","-25.2555","1998","07","16",NA,NA,NA,NA,NA,NA,NA,NA
"226","2019-12-09 17:29:19-03","UFPR","EFC","15714","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Brotto, M.L.","Brotto, M.L.","1611","2014","04","18",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Capivari","-48.8358","-25.1511","1650","1650",NA,"Arbusto 1,5m; frutos pretos. Refúgio Vegetacional Altomontano","EFC015714",NA,NA,"-48.8358","-25.1511","2014","08","04",NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-12-09 17:29:19-03","UFPR","EFC","6684","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Portes, M.C.; Koehler, A.","179","1997","03","07",NA,"Brasil","Paraná","Quatro Barras","Morro Anhangava","-49.0036","-25.3887","1300","1300",NA,"Árvore com 5 metros de altura, comum dentro da Floresta Altomontana, 1.300 m s.n.m. __COMMOM_NAME__: Congonha","EFC006684",NA,NA,"-49.0036","-25.3887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2019-12-09 17:29:19-03","UFPR","EFC","2739","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Roderjan, C.V.","965","1992","03","13",NA,"Brasil","Paraná","Quatro Barras","Morro Anhangava","-49.0036","-25.3887","1400","1400",NA,"Árvore 4m em matinha nebular a 1400m s.n.m. __COMMOM_NAME__: Congonha","EFC002739",NA,NA,"-49.0036","-25.3887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2019-12-09 17:29:19-03","UFPR","EFC","12914","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Vieira, R.S.","Vieira, R.S.","386","2014","06","02",NA,"Brasil","Paraná","Piraquara","Serra do Marumbi - Morro do Canal","-48.9814","-25.5154",NA,NA,NA,"Arbusto com 2 m. em refúgio altomontano. Com frutos pretos.","EFC012914",NA,NA,"-48.9814","-25.5154","2014","06","02",NA,NA,NA,NA,NA,NA,NA,NA
"230","2019-12-09 17:29:19-03","UFPR","EFC","11588","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Vieira, R.S.","Vieira, R.S.","199","2013","05","05",NA,"Brasil","Paraná","Campina Grande do Sul","Pico Caratuva","-48.8287","-25.241",NA,NA,NA,"árvore com aprox. 4,5m., comum na floresta altomontana. Com frutos verdes e arroxeados.","EFC011588",NA,NA,"-48.8287","-25.2410","2013","05","05",NA,NA,NA,NA,NA,NA,NA,NA
"231","2019-12-09 17:29:19-03","UFPR","EFC","13732","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Ribeiro, C.L.","Ribeiro, C.L. Vieira, R.S.","112","2014","05","29",NA,"Brasil","Paraná","Campina Grande do Sul","Morro Capivari Grande","-48.8215","-25.1377",NA,NA,NA,"__COMMOM_NAME__: Caúna","EFC013732",NA,NA,"-48.8215","-25.1377","2014","08","27",NA,NA,NA,NA,NA,NA,NA,NA
"232","2019-12-09 17:29:19-03","UFPR","EFC","12502","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Vieira, R.S.","Vieira, R.S.","286","2014","03","28",NA,"Brasil","Paraná","Quatro Barras","Serra da Baitaca - Morro do Anhangava","-49.0036","-25.3887",NA,NA,NA,"Árvore com 4,5m. no interior da floresta. Com frutos pretos.","EFC012502",NA,NA,"-49.0036","-25.3887","2014","03","28",NA,NA,NA,NA,NA,NA,NA,NA
"233","2019-12-09 17:29:19-03","UFPR","EFC","11485","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Vieira, R.S.","Vieira, R.S.","181","2013","04","11",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Capivari","-48.8215","-25.1377",NA,NA,NA,"árvore comum na floresta altomontana. Com flores alvas.","EFC011485",NA,NA,"-48.8215","-25.1377","2013","04","11",NA,NA,NA,NA,NA,NA,NA,NA
"234","2019-12-09 17:29:19-03","UFPR","EFC","3770","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Hatschbach, G.","Roderjan, C.V.","1109","1993","11","07",NA,"Brasil","Paraná","Quatro Barras","Morro Anhangava","-49.0036","-25.3887","1350","1350",NA,"Árvore frequente na floresta altomontana, 1350 m s.n.m. Flores alvas. __COMMOM_NAME__: Congonha","EFC003770",NA,NA,"-49.0036","-25.3887","1993","12","01",NA,NA,NA,NA,NA,NA,NA,NA
"235","2019-12-09 17:29:19-03","UFPR","EFC","12426","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Vieira, R.S.","Vieira, R.S.; et al.",NA,"2014","03","16",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Capivari - Morro Capivari Grande","-48.4919","-25.0803",NA,NA,NA,"Árvore com 3 m., comum na floresta altomontana. Com abundantes frutos pretos.","EFC012426",NA,NA,"-48.4919","-25.0803","2014","03","16",NA,NA,NA,NA,NA,NA,NA,NA
"236","2019-12-09 17:29:19-03","UFPR","EFC","13695","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Blum, C.T.","Blum, C.T.; Scheer, M.B.","1727","2014","07","23",NA,"Brasil","Paraná","Morretes","Serra da Igreja","-48.8689","-25.6062","1300","1300",NA,"Arvoreta com 1,6 m na borda da floresta, aos 1300 m.s.n.m. Frutos roxos e enegrecidos.","EFC013695",NA,NA,"-48.8689","-25.6062","2014","07","23",NA,NA,NA,NA,NA,NA,NA,NA
"237","2019-12-09 17:29:19-03","UFPR","EFC","11198","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Vieira, R.S.","Vieira, R.S.","47","2012","05","20",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Capivari","-48.8215","-25.1377",NA,NA,NA,"Arbusto 1,5m, em floresta altomontana. Com botão floral","EFC011198",NA,NA,"-48.8215","-25.1377","2012","05","20",NA,NA,NA,NA,NA,NA,NA,NA
"238","2019-12-09 17:29:19-03","UFPR","EFC","13303","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Bizarro, O.M.R.","Bizarro, O.M.R.","51","2014","03","16",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Capivari - Morro Capivari Grande","-48.8218","-25.1376","1600","1600",NA,"Arbusto com 2m alt.","EFC013303",NA,NA,"-48.8218","-25.1376","2014","11","20",NA,NA,NA,NA,NA,NA,NA,NA
"239","2019-12-09 17:29:19-03","UFPR","EFC","7652","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Roderjan, C.V.","Roderjan, C.V.; Galvão, F.","1431","1997","05","08",NA,"Brasil","Paraná","Campina Grande do Sul","Morro Capivari Grande","-48.8215","-25.1377","1400","1400",NA,"Árvore 2 m, comum na floresta altomontana. 1400 m s.n.m.; frutos maduros. __COMMOM_NAME__: Caúna","EFC007652",NA,NA,"-48.8215","-25.1377","1997","05","08",NA,NA,NA,NA,NA,NA,NA,NA
"240","2019-12-09 17:29:19-03","UFPR","EFC","2776","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Roderjan, C.V.","976","1992","03","01",NA,"Brasil","Paraná","Quatro Barras","Morro Anhangava","-49.0036","-25.3887","1400","1400",NA,"Árvore 4m em matinha nebular, 1400m s.n.m. __COMMOM_NAME__: Congonha","EFC002776",NA,NA,"-49.0036","-25.3887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2019-12-09 17:29:19-03","UFPR","EFC","8028","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Roderjan, C.V.","Barddal, M.L.; Kuniyoshi, Y.S.","52","1998","05","21",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Capivari","-48.8215","-25.1377",NA,NA,NA,"Árvore 3m comum em floresta altomontana a 1550m s.n.m. Frutos maduros.","EFC008028",NA,NA,"-48.8215","-25.1377","1998","06","16",NA,NA,NA,NA,NA,NA,NA,NA
"242","2019-12-09 17:29:19-03","UFPR","EFC","11789","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Vieira, R.S.","Vieira, R.S.; Pereira, T.K.; Völtz, R.R.","271","2013","11","10",NA,"Brasil","Paraná","Campina Grande do Sul","Cerro Verde","-48.8361","-25.2582",NA,NA,NA,"arvoreta com aprox. 4m na floresta altomontana. Com botões florais.","EFC011789",NA,NA,"-48.8361","-25.2582","2013","11","10",NA,NA,NA,NA,NA,NA,NA,NA
"243","2019-12-09 17:29:19-03","UFPR","EFC","3420","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Hatschbach, G.","Vicentini, A.; Ziller, S.R.","159","1993","02","03",NA,"Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"EFC003420",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"244","2019-11-13 11:15:32-03","USP","SPF","189673","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Zappi, DC","Silva, BR","1363","2004","10","27",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.889444","-21.686667","1790","1790",NA,NA,"SPF00189673","SPF00189673",NA,"-43.889444","-21.686667","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2019-11-13 11:15:32-03","USP","SPF","161927","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Anônimo","Tameirão Neto, E","3616","2003","07","18",NA,"Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"SPF00161927","SPF00161927",NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA
"246","2021-03-15 18:25:04-03","USP","SPF","114156","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Groppo, M","Rosa, MR","s.n.","1996","02","18",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455","1680","1680",NA,"Frutos amarelo esverdeados, m. pequenos e redondos. Folha dura mas quebrável. Arbusto. Altura de 0,80 a 1,50m","SPF00114156","SPF00114156",NA,NA,NA,"1996","10",NA,"30417","auto",NA,NA,NA,NA,NA,NA
"247","2019-11-13 11:15:32-03","USP","SPF","112349","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Groppo, M","Xavier, S","238","1991","11","25",NA,"Brasil","São Paulo","Campos do Jordão","Morro do Elefante.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"SPF00112349","SPF00112349",NA,NA,NA,"1996",NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"248","2019-11-13 11:15:32-03","USP","SPF","12259","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Groppo, M","Hoehne, W","s.n.","1948","11","16",NA,"Brasil","São Paulo","São Paulo","Av. Indianópolis.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SPF00012259","SPF00012259",NA,NA,NA,"1996",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"249","2019-11-13 11:15:32-03","USP","SPF","10668","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Groppo, M","Hoehne, W","s.n.","1940","11",NA,NA,"Brasil","São Paulo","São Paulo","Cidade Jardim.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SPF00010668","SPF00010668",NA,NA,NA,"1996",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
