"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","locality","imagecode","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","sex"
"185","2020-10-01 14:21:50-03","JBB","HEPH","22315","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Salles, AEH","3970","2006","01","27","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Lamiales","A.St.-Hil. & Girard","Chacon, RG","Estação Ecológica do Jardim Botânico de Brasília, Cristo Redentor - poção da aeronáutica. Córrego Tapera.",NA,"Distrito Federal","-47.85","-15.866667","108","108","Brasília","-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2020-10-01 14:21:50-03","JBB","HEPH","22564","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Salles, AEH","4085","2006","04","06","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Lamiales","A.St.-Hil. & Girard","Oliveira, MS","Estação Ecológica do Jardim Botânico de Brasília, Cristo Redentor - poção da aeronáutica. Córrego Tapera.",NA,"Distrito Federal","-47.85","-15.866667","1102","1102","Brasília","-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-10-01 14:21:50-03","JBB","HEPH","23565","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Azevedo, INC de","416","2008","04","02","Southern America","Brasil",NA,NA,"Planta aquática, emcima da rocha dentro do córrego.",NA,"Dicotyledon","Lamiales","A.St.-Hil. & Girard","Rodrigues, AS","Estação Ecológica do Jardim Botânico de Brasília, Cristo Redentor - poção da aeronáutica. Córrego Tapera.",NA,"Distrito Federal","-47.85","-15.866667",NA,NA,"Brasília","-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-10-01 14:21:50-03","JBB","HEPH","32711","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Rosa, PO; Chacon, RG; Sampaio, RC; Cruz, RS; Tinti, BV","1856","2017","05","29","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Lamiales","A.St.-Hil. & Girard","Rosa, PO","Mosteiro Zen Horyu-Zan Eisho-Ji, Trilha da Cachoeira dos Dragões",NA,"Goiás","-48.964444","-15.713333","1104","1104","Pirenópolis","-48.964444","-15.713333",NA,NA,"2018","04",NA,NA,NA,NA,NA,NA,NA
"189","2020-10-01 14:21:50-03","JBB","HEPH","32721","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Rosa, PO; Chacon, RG; Sampaio, RC; Cruz, RS; Tinti, BV","1866","2017","05","30","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Lamiales","A.St.-Hil. & Girard","Rosa, PO","Mosteiro Zen Horyu-Zan Eisho-Ji, Entre a Cachoeira dos Dragões e Cidade de Pedra",NA,"Goiás","-48.908056","-15.725","1186","1186","Pirenópolis","-48.908056","-15.725",NA,NA,"2019","05",NA,NA,NA,NA,NA,NA,NA
"190","2020-10-01 14:21:50-03","JBB","HEPH","33923","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Rosa, PO; Rivaroli, GV; Cardoso, PPM; Pereira, MG; Silva, DS","2217","2018","05","10","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Lamiales","A.St.-Hil. & Girard","Rosa, PO","Mosteiro Zen Horyu-Zan Eisho-Ji",NA,"Goiás","-48.950833","-15.708611","1083","1083","Pirenópolis","-48.950833","-15.708611",NA,NA,"2018","06",NA,NA,NA,NA,NA,NA,NA
"191","2020-10-01 14:21:50-03","JBB","HEPH","34870","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Meneguzzo, TEC; Peres-Júnior, AK; Albuquerque, VBA","94","2009","03","14","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Lamiales","A.St.-Hil. & Girard","Peres-Júnior, AK; Albuquerque, VBA","Fazenda Água Limpa, Divisa com a Reserva Biológica do IBGE",NA,"Distrito Federal","-47.933333","-15.883333","1080","1080","Brasília","-47.933333","-15.883333",NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-10-01 14:21:50-03","JBB","HEPH","8081","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Lima, IV","113","1993","05","24","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Lamiales","A.St.-Hil. & Girard","Oliveira, RC; Chacon, RG","Parque Nacional da Chapada dos Veadeiros",NA,"Goiás","-47.5099983215332","-14.1324996948242",NA,NA,"Alto Paraíso de Goiás",NA,NA,"44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-12-11 11:37:11-03","UFMG","BHCB","47799","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"A.St.-Hil. & Girard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-12-11 11:37:10-03","UFMG","BHCB","107208","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Almeida, TE; Heringer, G; Lara, DS; Costa, ACV da","862","2007","04","29","Southern America","Brasil",NA,NA,"Rupícola em campo limpo. Flores brancas",NA,"Dicotyledon",NA,"A.St.-Hil. & Girard",NA,NA,NA,"Minas Gerais","-43.774361","-17.906556","126","126","Buenópolis","-43.774361","-17.906556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-12-11 11:37:11-03","UFMG","BHCB","172341","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Perillo, LN","449","2009","11","23","Southern America","Brasil",NA,NA,"herbácea, 10 cm, dentro do leito do rio","BHCB047170","Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"RPPN Santuário do Caraça, Trilha para o Pico do Sol",NA,"Minas Gerais","-43.765433","-20.192131","1800","1800","Catas Altas","-43.765433","-20.192131",NA,NA,"2018","08","23",NA,NA,NA,NA,NA,NA
"196","2020-12-11 11:37:10-03","UFMG","BHCB","130918","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Giorni, VT; Viana, PL; Versieux, LM; Garcia, LC; Silva, LVC; Silva, DF","209","2009","03","18","Southern America","Brasil",NA,NA,NA,"BHCB028006","Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"Floresta Nacional de Carajás, Serra Sul - Corpo C.",NA,"Pará","-50.388333","-6.402778","753","753","Canaã dos Carajás","-50.388333","-6.402778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-12-11 11:37:10-03","UFMG","BHCB","137655","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Pivari, MOD; Silva, LVC; Arruda, AJ","1468","2010","02","13","Southern America","Brasil",NA,NA,"Ambiente úmido.","BHCB028007","Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"Floresta Nacional de Carajás, Serra Sul.",NA,"Pará","-50.399167","-6.375833","820","820","Canaã dos Carajás","-50.399167","-6.375833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-12-11 11:37:11-03","UFMG","BHCB","142276","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Oliveira, CT; Echternacht, LA; Bastos, TV; Viveros, RS","372","2009","02","28","Southern America","Brasil",NA,NA,"erva aquática de 10 cm, flores brancas.",NA,"Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"RPPN Santuário do Caraça, Pico do Sol",NA,"Minas Gerais","-43.455278","-20.109444","1822","1822","Catas Altas","-43.455278","-20.109444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-12-11 11:37:11-03","UFMG","BHCB","142832","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Pivari, MOD; Silva, LVC; Santos, AO","1512","2010","05","18","Southern America","Brasil",NA,NA,"Ambiente úmido.","BHCB028008","Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"Floresta Nacional de Carajás, Serra Sul - Corpo C.",NA,"Pará","-50.358611","-6.411111","820","820","Canaã dos Carajás","-50.358611","-6.411111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-12-11 11:37:11-03","UFMG","BHCB","157997","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Arruda, AJ; Marino, F; Arruda, LJ; Jorge, TB","1043","2012","04","22","Southern America","Brasil",NA,NA,"Campo graminoso alagado sobre canga.","BHCB028009","Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"Floresta Nacional de Carajás, N1.",NA,"Pará","-50.286667","-6.041389","684","684","Parauapebas","-50.286667","-6.041389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-12-11 11:37:11-03","UFMG","BHCB","158162","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Arruda, AJ; Salino, A; Arruda, LJ","1143","2012","05","19","Southern America","Brasil",NA,NA,"Floresta Ombrófila Densa","BHCB028010","Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"Floresta Nacional de Carajás, N6.",NA,"Pará","-50.174167","-6.122778","674","674","Parauapebas","-50.174167","-6.122778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-12-11 11:37:11-03","UFMG","BHCB","158194","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Arruda, AJ; Salino, A; Arruda, LJ","1175","2012","05","23","Southern America","Brasil",NA,NA,"Floresta Ombrófila Densa.","BHCB028011","Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"Floresta Nacional de Carajás, S11D.",NA,"Pará","-50.319167","-6.391944","604","604","Canaã dos Carajás","-50.319167","-6.391944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-12-11 11:37:11-03","UFMG","BHCB","159253","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Arruda, AJ; Paula, LFA de; Silva, LVC; Jorge, TB","1238","2012","07","24","Southern America","Brasil",NA,NA,"Floresta Ombrófila Densa.","BHCB028012","Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"Floresta Nacional de Carajás, Serra Norte - N1.",NA,"Pará","-50.283333","-6.105556","533","533","Parauapebas","-50.283333","-6.105556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-12-11 11:37:11-03","UFMG","BHCB","199812","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Gil, ASB; Viana, PL; Mota, NFO; Ilkiu-Borges, AL","475","2015","04","28","Southern America","Brasil",NA,NA,"Herborizadas com álcool; Flores cremes, população densa; Córrego em área de canga","BHCB199812","Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"Floresta Nacional de Carajás, Serra dos Carajás, serra Norte N1","BHCB199812","Pará","-50.286389","-6.027222","731","731","Parauapebas","-50.286389","-6.027222",NA,NA,"2017",NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-12-11 11:37:11-03","UFMG","BHCB","199814","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Mota, NFO; Viana, PL; Gil, ASB; Ilkiu-Borges, AL","2976","2015","04","29","Southern America","Brasil",NA,NA,"Erva aquática. Flores cremes, frutos imaturos verdes; Drenagem temporária, canga","BHCB199814","Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"Floresta Nacional de Carajás, Serra dos Carajas, serra Sul - S11C","BHCB199814","Pará","-50.385278","-6.382778","745","745","Canaã dos Carajás","-50.385278","-6.382778",NA,NA,"2015",NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-12-11 11:37:11-03","UFMG","BHCB","201358","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Meneguzzo, TEC; Peres Júnior, AK","94","2009","03","14","Southern America","Brasil",NA,NA,"Flores brancas","BHCB201358","Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"Fazenda Água Limpa, divisa com Reserva Ecológica do IBGE","BHCB201358","Distrito Federal","-47.933333","-15.883333","1080","1080","Brasília","-47.933333","-15.883333",NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-12-11 11:37:11-03","UFMG","BHCB","35710","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Lombardi, JA; Temponi, LG; Stehmann, JR","1925","1997","04","19","Southern America","Brasil",NA,NA,"Aquática; Erva enraizada sobre pedras submersas; flores creme","BHCB041072","Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"Serra do Caraça, Parque Natural do Caraça",NA,"Minas Gerais","-43.490833","-20.108611",NA,NA,"Santa Bárbara","-43.490833","-20.108611",NA,NA,"1999","07","07",NA,NA,NA,NA,NA,NA
"208","2020-12-11 11:37:11-03","UFMG","BHCB","29158","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"cerrado próximo às eclusas, pela estrada Belo Horizonte - Furnas",NA,"Minas Gerais",NA,NA,NA,NA,"Furnas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-12-11 11:37:11-03","UFMG","BHCB","71557","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Lombardi, JA; Salino, A; Mota, RC da; Viana, PL","4870","2002","06","14","Southern America","Brasil",NA,NA,"Beira de água, terreno úmido. Erva, flores brancas",NA,"Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"Parque Estadual do Rio Preto, do alojamento a Cachoeira dos Criolos e de volta ao alojamento, pelo camping",NA,"Minas Gerais","-43.341111","-18.102222",NA,NA,"São Gonçalo do Rio Preto","-43.341111","-18.102222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-12-11 11:37:11-03","UFMG","BHCB","5589","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Zappi, DC; et al.","s.n.","1986","01","29","Southern America","Brasil",NA,NA,"Sobre rochas em riacho;apenas inflorescências expostas,flores creme esverdeadas;",NA,"Dicotyledon",NA,"A.St.-Hil. & Girard",NA,NA,NA,"Minas Gerais","-43.6002998352051","-18.2493991851807",NA,NA,"Diamantina",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2020-12-11 11:37:11-03","UFMG","BHCB","67773","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Barreto, HLM","9632",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"A.St.-Hil. & Girard",NA,NA,NA,"Minas Gerais","-43.6002998352051","-18.2493991851807",NA,NA,"Diamantina",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-12-11 11:37:11-03","UFMG","BHCB","67771","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Barreto, HLM","10716",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"A.St.-Hil. & Girard",NA,NA,NA,"Minas Gerais","-43.7449989318848","-19.513599395752",NA,NA,"Jaboticatubas",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-12-11 11:37:11-03","UFMG","BHCB","67769","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Barreto, HLM","1068",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"A.St.-Hil. & Girard",NA,NA,NA,"Minas Gerais","-43.8513984680176","-19.7696990966797",NA,NA,"Santa Luzia",NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-12-11 11:37:11-03","UFMG","BHCB","67772","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Barreto, HLM","8931",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"A.St.-Hil. & Girard",NA,NA,NA,"Minas Gerais","-43.8513984680176","-19.7696990966797",NA,NA,"Santa Luzia",NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-12-11 11:37:11-03","UFMG","BHCB","23795","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"A.St.-Hil. & Girard",NA,NA,NA,"Minas Gerais","-43.7144012451172","-19.1688995361328",NA,NA,"Santana do Riacho",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2020-12-11 11:37:11-03","UFMG","BHCB","21882","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Lombardi, JA; Toledo, FRN","392","1993","07","22","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"A.St.-Hil. & Girard",NA,NA,NA,"Minas Gerais","-43.7144012451172","-19.1688995361328",NA,NA,"Santana do Riacho",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2020-12-11 11:37:11-03","UFMG","BHCB","21882","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Lombardi, JA; Toledo, FRN","392","1993","07","22","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"A.St.-Hil. & Girard",NA,NA,NA,"Minas Gerais","-43.7144012451172","-19.1688995361328",NA,NA,"Santana do Riacho",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2020-12-11 11:37:11-03","UFMG","BHCB","67770","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Magalhães, GM","1903",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"A.St.-Hil. & Girard",NA,NA,NA,"Minas Gerais","-43.3793983459473","-18.604700088501",NA,NA,"Serro",NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2020-12-11 11:37:11-03","UFMG","BHCB","24319","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"Lavras Novas",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-12-11 11:37:11-03","UFMG","BHCB","4642","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Grandi, TSM; et al.","1356","1983","03","18","Southern America","Brasil",NA,NA,"Aquático;herbáceo;",NA,"Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"Morro do Chapéu",NA,"Minas Gerais","-43.8466987609863","-19.9855995178223",NA,NA,"Nova Lima",NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2020-12-11 11:37:11-03","UFMG","BHCB","63761","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Renato, MS","18808","1982","02","14","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"Parque Estadual do Ibitipoca",NA,"Minas Gerais","-43.793098449707","-21.8425006866455",NA,NA,"Lima Duarte",NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2020-12-11 11:37:10-03","UFMG","BHCB","11280","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Souza, HC; et al.","s.n.","1987","05","05","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"Parque Estadual do Ibitipoca",NA,"Minas Gerais","-43.793098449707","-21.8425006866455",NA,NA,"Lima Duarte",NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2020-12-11 11:37:11-03","UFMG","BHCB","51532","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Lombardi, JA; et al.","3902",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"Parque Estadual do Rio Preto.",NA,"Minas Gerais","-43.3908004760742","-18.0041999816895",NA,NA,"São Gonçalo do Rio Preto",NA,NA,"26697","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-12-11 11:37:11-03","UFMG","BHCB","52424","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Vasconcelos, MF de","s.n.","2000","04","21","Southern America","Brasil",NA,NA,"Córrego. Aquática",NA,"Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"Serra do Capanema.",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697","1800","1800","Ouro Preto",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-12-11 11:37:11-03","UFMG","BHCB","66966","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Mota, RC da","768","2000","04","02","Southern America","Brasil",NA,NA,"o.; Erva aquática; flores verde-claras com aroma adocicad; Planta coletada sobre pedras de córrego;","BHCB041074","Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"Serra do Caraça.",NA,"Minas Gerais","-43.4075012207031","-20.0746994018555",NA,NA,"Catas Altas",NA,NA,"11966","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA
"226","2021-03-19 17:58:27-03","UFMG","BHCB","11237","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Trindade, JA","7","1987","05","24","Southern America","Brasil",NA,NA,"Aquático; Herbáceo","BHCB041073","Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"Serra do Caraça, Banho do Imperador",NA,"Minas Gerais","-43.4152984619141","-19.959400177002",NA,NA,"Santa Bárbara",NA,NA,"33136","auto","1999","07","07",NA,NA,NA,NA,NA,NA
"227","2020-12-11 11:37:11-03","UFMG","BHCB","931","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Viana, T; Grandi, TSM","192","1980","05","03","Southern America","Brasil",NA,NA,"Herbáceo; aquático;","BHCB041070","Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"Serra do Caraça, Cascatinha",NA,"Minas Gerais","-43.4075012207031","-20.0746994018555",NA,NA,"Catas Altas",NA,NA,"11966","auto","1999","07","07",NA,NA,NA,NA,NA,NA
"228","2020-12-11 11:37:11-03","UFMG","BHCB","2885","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Viana, T; Grandi, TSM","192","1980","05","03","Southern America","Brasil",NA,NA,"492 Determinação Ferrari, J.M.; Aquático; herbáceo; planta aquática florescendo à superfíci","BHCB041071","Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"Serra do Caraça, Cascatinha (poço superior)",NA,"Minas Gerais","-43.4075012207031","-20.0746994018555",NA,NA,"Catas Altas",NA,NA,"11966","auto","1999","07","07",NA,NA,NA,NA,NA,NA
"229","2020-12-11 11:37:11-03","UFMG","BHCB","41228","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"A.St.-Hil. & Girard",NA,"Serra do Cipó",NA,"Minas Gerais","-43.7144012451172","-19.1688995361328",NA,NA,"Santana do Riacho",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2021-02-11 17:19:22-03","UFPR","UPCB","11416","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Hatschbach, G.","42877","1980","03","22",NA,"Brasil",NA,NA,"Flor creme. Campo rupestre, garradas as rochas ao longo de córrego encachoeirado..",NA,NA,NA,"A.St.-Hil. & Girard","Hatschbach, G.","Serra de Pipiri",NA,"Minas Gerais","-42.8897018432617","-16.5594005584717","1100","1100","Grão Mogol",NA,NA,"67219","auto","1981","01","01",NA,NA,NA,NA,NA,NA
"231","2020-05-25 15:13:54-03","FSU","FSU","000078603","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","G. L. Smith, H. S. Irwin, R. M. Harley","32754",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"A.St.-Hil. & Girard",NA,NA,NA,NA,"-53.09728997","-10.78430668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
