"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","relatedCatalogItem"
"45","2020-02-08 09:16:49-03","NBC","NL-BOTANY","WAG.1476066","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Hatschbach GG",NA,"1977","07","26","Southern America","Brazil",NA,NA,"Vale do Sonho (mun. Barra do Carcas). Mato Grosso.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1476066 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1476066","NL-WAG1476066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"46","2020-11-04 10:59:42-03","ESALQ","ESA","71982","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Hatschbach, G. et al.","65639.0","1996","11","17",NA,"Brasil","Mato Grosso","Vila Bela da Santíssima Trindade",NA,"-59.9505996704102","-15.0080995559692",NA,NA,NA,"ESA071982",NA,"Leeuwenberg, A.J.M.",NA,NA,NA,NA,NA,"149105","auto",NA,NA,NA,NA,NA,NA
"47","2020-11-04 10:59:42-03","ESALQ","ESA","77040","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg.","Rozza, A.F. et al.","542.0","1997","01","01",NA,"Brasil","Mato Grosso","Cocalinho",NA,"-50.9958000183105","-14.3971996307373",NA,NA,NA,"ESA077040","ESA077040","Scudeler, A.L.",NA,NA,"2016","06","08","293587","auto",NA,NA,NA,NA,NA,NA
"48","2021-01-14 15:20:37-03","MN","R","12083","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg.","Glaziou, A.F.M.","21742","1895","07","22",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000012083","R000012083_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-01-14 15:20:37-03","MN","R","20531","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg.","Malme, G.O.A.",NA,"1902","07","06",NA,"Brasil","Mato Grosso","Cuiabá",NA,"-56.0966987609863","-15.5960998535156",NA,NA,"Herb. Brasil. Regnell. Musei bot. Stockholm. Plantae Itineris Regnelliani Iidi",NA,NA,NA,NA,NA,NA,NA,NA,"74875","auto",NA,NA,NA,NA,NA,NA
"50","2020-11-19 10:22:34-03","CPAP","CPAP","23368","PreserverdSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Pott, A.","10225","2002","08","25",NA,"Brasil","MS","Sonora","Case (Companhia Agrícola Sonora Estância), margem direita do Rio Correntes.","-54.891667","-17.620278",NA,NA,"Arbusto (ou Árvoreta jovem) 1,5m de altura, ereto. Ocasional. Flor esbranquiçada. Fruto ausente. Borda de cerradão, perturbado. Solo: arenoso. Relevo: encosta superior, muito íngrime. Folha discolor, látex branco . Abundante.. Potencial Ornamental..",NA,NA,"A. L. Scudeler",NA,NA,"2017","05","30",NA,NA,"54°53'30''W","17°37'13''S",NA,NA,NA,NA
"51","2015-07-02 14:00:19-03","JBP","HPL","1066","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Muell. Arg","G.F. Arbocz","2147","1996","01","10",NA,"Brasil","SP","Casa Branca","Na estrada para São João do Rio Pardo.","-47.08","-21.77",NA,NA,NA,NA,NA,"H. Lorenzi",NA,NA,"1996","01","10","27086","auto",NA,NA,NA,NA,NA,NA
"52","2015-07-02 14:00:19-03","JBP","HPL","9227","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll. Arg.","H. Lorenzi","229","1993","07","02",NA,"Brasil","SP","Mococa","Estrada que liga São Jose#?#do Rio Pardo até Mococa.","-47","-21.46",NA,NA,NA,NA,NA,"H. Lorenzi",NA,NA,"1993","07","02","24370","auto",NA,NA,NA,NA,NA,NA
"53","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0012015","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","G. Hatschbach; J. M. Silva, F. Deodato","65639","1996","11","17",NA,"Brazil","Mato Grosso",NA,"Rio Guaporé, próximo á barra do Rio Sararé (Mun. Vila Bela da Santíssima Trindade) Mato Grosso","-59.947887","-15.004191",NA,NA,"Árvore, 10 m, látex alvo.",NA,NA,"A. J. M. Leeuwenberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-21 14:30:17-03","UFJF","CESJ","32204","PreservedSpecimen","Plantae","Angiosperma",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","G. Hatschbach; J.M. Silva; F.Deodato","65639","1996","11","17","América do Sul","Brasil","Mato Grosso","Vila Bela da Sma. Trindade","Rio Guaporé, próximo à barra do Rio Sararé",NA,NA,NA,NA,"Árvore, 10m, látex alvo. mata as margens do rio.","CESJ032204","CESJ032204","A.J.M.Leeuwenberg",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-04-07 11:40:52-03","UFMS","CGMS","53461","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","D.J. Machate; R. Arruda; A. Sartori; J. Fabri","121","2015","04","07",NA,"Brasil","Mato Grosso do Sul","Jardim","Ao longo da BR 267.","-57.6622222","-20.5022222",NA,NA,"Rauvolfioideae. Fruto amarelado. Látex vermelho. Habitat: Em área de vegetação do Cerrado antropizado. Solo latossolo. Relevo plano. Local seco. Habito: Arvore. 10,00 m de altura.","CGMS002130",NA,"D.J. Machate",NA,NA,NA,NA,NA,NA,NA,"-57,6622222","-20,5022222",NA,NA,NA,NA
"56","2021-04-07 11:40:52-03","UFMS","CGMS","53456","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","D.J. Machate","75","2014","11","25",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Piraputanga.","-55.5816667","-20.4863889",NA,NA,"Rauvolfioideae. Fruto amarelo a acastanhado. Látex vermelho. Habitat: Em área de vegetação do Cerrado antropizado. Solo arenoso. Relevo plano. Local seco. Habito: Árvore. 9,00 m de altura.","CGMS1083420",NA,"D.J. Machate",NA,NA,NA,NA,NA,NA,NA,"-55,5816667","-20,4863889",NA,NA,NA,NA
"57","2021-04-07 11:40:52-03","UFMS","CGMS","53463","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","D.J. Machate; M.A. Fafinaccio; A.O. Simões","139","2015","06","29",NA,"Brasil","Mato Grosso do Sul","Campo Grande","RPPN-UFMS.","-54.6161111","-20.5066667",NA,NA,"Rauvolfioideae. Fruto amarelo. Látex vermelho. Habitat: Em área de vegetação do Cerrado. Solo latossolo. Relevo plano. Local seco. Habito: Árvore. 7,00 m de altura.","CGMS1083427",NA,"D.J. Machate",NA,NA,NA,NA,NA,NA,NA,"-54,6161111","-20,5066667",NA,NA,NA,NA
"58","2021-04-07 11:40:52-03","UFMS","CGMS","53460","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","D.J. Machate","78","2014","11","30",NA,"Brasil","Mato Grosso do Sul","Alvorada","Fazenda São Francisco.","-54.5141667","-20.8325",NA,NA,"Rauvolfioideae. Fruto amarelo a acastanhado. Látex vermelho. Habitat: Em área de vegetação do Cerrado antropizado. Solo latossolo. Relevo plano. Local seco. Habito: Árvore. 10,00 m de altura.","CGMS1083424",NA,"D.J. Machate",NA,NA,NA,NA,NA,NA,NA,"-54,5141667","-20,8325",NA,NA,NA,NA
"59","2021-04-07 11:40:52-03","UFMS","CGMS","53457","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","D.J. Machate","49","2014","11","22",NA,"Brasil","Mato Grosso do Sul","Campo Grande","BATLAB-Curso de Química.","-54.6166667","-20.5058333",NA,NA,"Rauvolfioideae. Flor de corola amarelada. Látex vermelho. Habitat: Em área de vegetação do Cerrado antropizado. Solo arenoso. Relevo plano. Local seco. Habito: Árvore. 9,00 m de altura.","CGMS002131",NA,"D.J. Machate",NA,NA,NA,NA,NA,NA,NA,"-54,6166667","-20,5058333",NA,NA,NA,NA
"60","2021-04-07 11:40:52-03","UFMS","CGMS","74367","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","E.G. Arguelho; F.M. Alves","135","2018","03","15",NA,"Brasil","Mato Grosso do Sul","Campo Grande",NA,"-54.6155556","-20.5080556",NA,NA,"Presença de flor Habitat: Cerrado Habito: Árvore.","CGMS1107233",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-54,6155556","-20,5080556",NA,NA,NA,NA
"61","2021-04-07 11:40:52-03","UFMS","CGMS","48101","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","D.J. Machate; A.G.S. Arruda; T.C. Piva; F.M. Alves","75","2014","11","26",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Piraputanga.","-55.5816667","-20.4863889","215",NA,"Fruto verde-amarelado. Fruto verde-amarelado. Habitat: Cerrado. Solo arenoso. Habito: Árvore, 9.00 m de altura.","CGMS1078063",NA,"A.L. Scudeler","215",NA,"2017","06","07",NA,NA,"-55,5816667","-20,4863889",NA,NA,NA,NA
"62","2021-04-07 11:40:52-03","UFMS","CGMS","53458","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","D.J. Machate","50","2014","11","22",NA,"Brasil","Mato Grosso do Sul","Campo Grande","BATLAB-Curso de Química.","-54.6277778","-20.5058333",NA,NA,"Rauvolfioideae. Fruto castanho. Látex vermelho. Habitat: Em área de vegetação do Cerrado antropizado. Solo arenoso. Relevo plano. Local seco. Habito: Árvore. 7,00 m de altura.","CGMS002133",NA,"D.J. Machate",NA,NA,NA,NA,NA,NA,NA,"-54,6277778","-20,5058333",NA,NA,NA,NA
"63","2021-04-07 11:40:52-03","UFMS","CGMS","53459","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","D.J. Machate; F. Macedo Alves; T. C. Piva; A. Graziela; A. Gomes","76","2014","11","25",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Piraputanga.","-55.6497222","-20.4863889",NA,NA,"Rauvolfioideae. Fruto amarelo a acastanhado. Látex vermelho. Habitat: Em área de vegetação do Cerrado antropizado. Solo arenoso. Relevo plano. Local seco. Habito: Árvore. 7,00 m de altura.","CGMS1083423",NA,"D.J. Machate",NA,NA,NA,NA,NA,NA,NA,"-55,6497222","-20,4863889",NA,NA,NA,NA
"64","2021-04-07 11:40:52-03","UFMS","CGMS","53462","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","D.J. Machate; J. Fabri","129","2015","04","15",NA,"Brasil","Mato Grosso do Sul","Nioaque","Ao longo da BR 419 sentido Anastácio para Nioaque.","-55.8097222","-20.9272223",NA,NA,"Rauvolfioideae. Fruto amaleado. Látex vermelho. Habitat: Em área de vegetação do Cerrado antropizado. Solo latossolo. Relevo plano. Local seco. Habito: Árvore. 12,00 m de altura.","CGMS1083426",NA,"D.J. Machate",NA,NA,NA,NA,NA,NA,NA,"-55,8097222","-20,9272223",NA,NA,NA,NA
"65","2021-04-07 11:40:52-03","UFMS","CGMS","53455","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","D.J. Machate; F. F. Júnior","40","2014","09","08",NA,"Brasil","Mato Grosso do Sul","Campo Grande","BATLAB-Curso de Química.","-54.6172223","-20.5055556",NA,NA,"Rauvolfioideae. Flor ce corola castanha a amarelada. Fruto castanho. Látex vermelho. Habitat: Em área de Vegetação do cerrado antropizado. Solo arenoso. Relevo plano. Local seco. Habito: Árvore. 10,00 m de altura.","CGMS002132",NA,"D.J. Machate",NA,NA,NA,NA,NA,NA,NA,"-54,6172223","-20,5055556",NA,NA,NA,NA
"66","2021-04-07 11:40:52-03","UFMS","CGMS","28854","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","A. Pott","10225","2002","08","25",NA,"Brasil","Mato Grosso do Sul","Sonora","Case (Companhia Agrícola Sonora Estância), margem direita do Rio Correntes.","-54.8916666","-17.6202778",NA,NA,"Flor esbranquiçada. Fruto ausente. Folha discolor. Látex branco abundante. Habitat: Borda de cerradão, perturbado. Solo arenoso. Relevo: encosta superior, muito íngreme. Habito: Arbusto ereto (ou arvoreta jovem). 1,50 m de altura. Oc","CGMS1058314",NA,"A.L. Scudeler",NA,NA,"2017","06","03",NA,NA,"-54,8916666","-17,6202778",NA,NA,NA,NA
"67","2021-04-07 11:40:52-03","UFMS","CGMS","5187","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","C.A. Conceição","2909","1995","04","27",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Campus UFMS. Hospital universitário.","-54.6464004516602","-20.4428005218506",NA,NA,"Flor amarela pálida. Habitat: Cerrado. Habito: Arbusto.","CGMS002199",NA,"A.L. Scudeler",NA,NA,"2017","06","07","161190","auto",NA,NA,NA,NA,NA,NA
"68","2019-08-20 10:03:04-03","UNICAMP","UEC","111173","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Batalha, MA","3551","1999","07","06",NA,"Brazil","Goiás","Chapadão do Céu","Parque Nacional das Emas. Próximo ao pon","-52.65","-17.816667",NA,NA,"flor, Arbusto de 4 m de altura. Flores. Em campo cerrado queimado há 1 mes.","UEC109007","UEC109007","Marcondes-Ferreira, W",NA,NA,"2015","07",NA,NA,NA,"-52.65","-17.816667",NA,NA,NA,NA
"69","2019-08-20 10:03:04-03","UNICAMP","UEC","111171","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Batalha, MA","3776","1999","09","06",NA,"Brazil","Goiás","Chapadão do Céu","Parque Nacional das Emas. Próximo ao pon","-52.65","-17.816667",NA,NA,"estéril, Arbusto de 4 m de altura. latescente. Em campo cerrado queimado há 3 meses.","UEC109001","UEC109001","Marcondes-Ferreira, W",NA,NA,"2015","07",NA,NA,NA,"-52.65","-17.816667",NA,NA,NA,NA
"70","2021-03-01 16:21:38-03","UNICAMP","UEC","150086","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Walter, BMT; Pereira, JB; Silva, GP; Faria, JG; Machado, FV","4309","1999","06","22",NA,"Brazil","Goiás","Niquelândia","Estrada de terra colinasdo sul-Niquelandia. Cerca de 20 km após a ponte do tocantizinho.","-48.1","-14.166667","550",NA,"Obs: botões florais cremes. Planta com latex vermelho. Area de influencia do AHE serra da mata.&nf;habito: arvore, cerca de 2,8 m de altura; ambiente: cerrado típico&nf;relevo: plano no local&nf;subs: latossolo vermelho-amarelo, com cascalho","UEC105433","UEC105433","Marcondes-Ferreira, W","550",NA,"2015","05",NA,NA,NA,"-48.1","-14.166667",NA,NA,NA,NA
"71","2019-08-20 10:03:04-03","UNICAMP","UEC","111168","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Batalha, MA","3508","1999","06","09",NA,"Brazil","Goiás","Chapadão do Céu","Parque Nacional das Emas. Próximo ao pon","-52.65","-17.816667",NA,NA,"Flor, Arbusto, 4 m de altura . Em cerrado sënsu strictu . Flores","UEC109008","UEC109008","Marcondes-Ferreira, W",NA,NA,"2015","07",NA,NA,NA,"-52.65","-17.816667",NA,NA,NA,NA
"72","2021-03-25 09:27:02-03","UNICAMP","UEC","11932","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Hatschbach, G","32487","1973","08","29",NA,"Brazil","Mato Grosso do Sul","Coxim","Rodovia BR-165","-55.333333","-17.833333",NA,NA,"flor, árvore típica do cerrado.","UEC109000","UEC109000","Marcondes-Ferreira, W",NA,NA,"2015","07",NA,NA,NA,"-55.333333","-17.833333",NA,NA,NA,NA
"73","2019-08-20 10:03:04-03","UNICAMP","UEC","111170","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Batalha, MA","3839","1999","09","07",NA,"Brazil","Goiás","Chapadão do Céu","Parque Nacional das Emas. Próximo ao mir","-52.65","-17.816667",NA,NA,"fruto, Arbusto de 2,1 m de altura. Em campo cerrado Frutos","UEC109004","UEC109004","Marcondes-Ferreira, W",NA,NA,"2015","07",NA,NA,NA,"-52.65","-17.816667",NA,NA,NA,NA
"74","2021-03-01 16:21:38-03","UNICAMP","UEC","150145","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Walter, BMT; Sampaio, AB; Cordovil, SP; Nunes, RV;","2725","1995","10","07",NA,"Brazil","Goiás","Niquelândia","regiao da serra da negra. margem esquerda do rio bagagem; proximo a faz. aroeira; apos a codemin (ca. 10 km desta)","-48.391667","-14.05","390",NA,"arvore 4m altura &nf;fruto verde (imaturo)&nf;Obs: Latex vermelho. folhas discolores. future reservatorio do AHE SERRA da mesa.; hambiente: cerrado sendu stricto&nf;substrato: latossolo vermelho; profundo&nf;relevo: plano no local e regiao","UEC105436","UEC105436","Marcondes-Ferreira, W","390",NA,"2015","05",NA,NA,NA,"-48.391667","-14.05",NA,NA,NA,NA
"75","2019-08-20 10:03:04-03","UNICAMP","UEC","111174","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Batalha, MA","3746","1999","08","06",NA,"Brazil","Goiás","Chapadão do Céu","Parque Nacional das Emas. Próximo ao mir","-52.65","-17.816667",NA,NA,"fruto, Arbusto, 1,7 m de altura . Em cerrado sënsu strictu . Flores. Frutos. Latescente.",NA,NA,"Batalha, MA",NA,NA,NA,NA,NA,NA,NA,"-52.65","-17.816667",NA,NA,NA,NA
"76","2021-03-01 16:21:38-03","UNICAMP","UEC","150148","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Walter, BMT; Assis, MC; Sampaio, AB; Cordovil, SP; Santos, I","2570","1995","09","07",NA,"Brazil","Goiás","Minaçu","Serra da Mesa, Estrada de acesso ao porto do rubao (indo p/ area Indigena). Sul de minacu; indo para o rio tocantins.&nf;Obs: Corte na planta exuda latex avermelhado. Folhas discolor res. flores velhas esverdeadas.. area de influencia do AHE serra da m","-48.166667","-13.6","490",NA,"fruto verde (imaduro) &nf;arvore 3,5 m de altura&nf;DAP-8 cm; ambiente: cerrado sensu stricto&nf;substrato: solo areno-argiloso com muito cascalho superficial&nf;relevo: Ondulado","UEC105439","UEC105439","Marcondes-Ferreira, W","490",NA,"2015","05",NA,NA,NA,"-48.166667","-13.6",NA,NA,NA,NA
"77","2021-03-01 16:21:38-03","UNICAMP","UEC","150153","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Walter, BMT; Pereira, JB; Xavier, SCS; Silva, SPC; Jesus, JA","4072","1998","01","29",NA,"Brazil","Goiás","Colinas do Sul","Vele do rio Tocantinzinho (proximo a foz). Reservatorio em formação do AHE Serrada mesa SDegmento IV.","-48.283333","-13.933333","440",NA,"Arvore (cerca de 3,0m. de altura). Folhas discolor (face adaxial verde, face-claro/opaca). Latex (abundante)vermelho.Frutos maduros marrom-dourados.; Ambiente: Cerrado sentido restrito (em encosta ingreme) &nf;relevo: acidentado. Substra","UEC105435","UEC105435","Marcondes-Ferreira, W","440",NA,"2015","05",NA,NA,NA,"-48.283333","-13.933333",NA,NA,NA,NA
"78","2021-03-01 16:21:38-03","UNICAMP","UEC","156478","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Fonseca, ML; Oliveira, FCA; Cardoso, E","4894","2003","10","20",NA,"Brazil","Goiás","Vila Propício","Fazenda Baixão","-48.672306","-15.20775",NA,NA,"Árvore hilófita ca. 4,5 m altura; latescentes; casca suberosa; folhas discolores, caatáceas; frutos imaturos esverdeados, aveludados. Comum.","UEC054458","UEC054458","Marcondes-Ferreira, W",NA,NA,"2015","05",NA,NA,NA,"-48.672306","-15.20775",NA,NA,NA,NA
"79","2021-03-01 16:21:38-03","UNICAMP","UEC","159017","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Fonseca, ML; Oliveira, FCA; Silva Filho, AP; Oliveira, VC","6236","2009","07","11",NA,"Brazil","Tocantins","Sandolândia","Folha: SC-22-X-A. Bacia do Araguaia. Sub-bacia Javaés. Serra do Clemente. (A-4, área 3, ponto 12b).","-49.771667","-12.561667","368",NA,"Árvore heliófita ca. 10m altura e 7 cm DAP. Casca gretada, cor cinza. Folhas cartáceas, discolores. Botões florais cor verde. Flores amarelas. Comum.; Solo argiloso escuro com quartzo leitoso. Relevo levemente ondulado.","UEC032588","UEC032588","Marcondes-Ferreira, W","368",NA,"2013","05",NA,NA,NA,"-49.771667","-12.561667",NA,NA,NA,NA
"80","2021-03-01 16:21:38-03","UNICAMP","UEC","167253","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Thomas, WW","5566","1987","12","03",NA,"Bolivia","Santa Cruz","Velasco","Serrania de Huanchaca, Parque Nacional Prof. Noel Kempff Mercado&nf;Cerrado between airstrip and destroyed cocaine refinery.","-60.716667","-13.983333",NA,NA,"Treelet, 1.5 m tall; almost leafless, leaves coriaceous, pale green above, paler beneath; fruit pale green; latex milky orange.","UEC091601","UEC091601","Marcondes-Ferreira, W",NA,NA,"2013","10",NA,NA,NA,"-60.716667","-13.983333",NA,NA,NA,NA
"81","2021-03-01 16:21:38-03","UNICAMP","UEC","167281","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Arroyo, L; Vargas, M; Linneo, I; et al.","3613","2006","10","14",NA,"Bolivia","Santa Cruz","Ñuflo de Chavez","Concepcion. Camino norte de Concepción; balneario Zapocó.","-62.043333","-16.131111","800",NA,"Arbol de 6 m de altura. Corteza corchosa y estriada con exudado anaranjado, abundante. Frutos de color verde en formacion y capsula café en madura.","UEC091583","UEC091583","Marcondes-Ferreira, W","800",NA,"2015","05",NA,NA,NA,"-62.043333","-16.131111",NA,NA,NA,NA
"82","2021-03-01 16:21:38-03","UNICAMP","UEC","168717","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Silva, GP; Pereira, JB; Paganella, MB","6589","2002","07","06",NA,"Brazil","Tocantins","Parana","Canteiro da obra, cerca de 1 km a jusante da barragem.","-48.234167","-12.794722","270",NA,"Árvore com 8 m de altura.&nf;Ocasional no local.&nf;Flore creme.; Cerrado. Relevo acidentado. Solo arenoso.","UEC091193","UEC091193","Marcondes-Ferreira, W","270",NA,"2015","05",NA,NA,NA,"-48.234167","-12.794722",NA,NA,NA,NA
"83","2021-03-01 16:21:45-03","UNICAMP","UEC","169167","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Walter, BMT; Silva, GP; Pereira, JB; Salles, PA","4647","2000","11","09",NA,"Brazil","Goiás","Cavalcante","Estrada de terra saindo da balsa Porto dos Paulistas (no rio Tocantins) para o Buracão. Á cerca de 17 Km do rio.&nf;Ambiente: cerrado sentido restrito.&nf;Relevo: ondulado no local.&nf;Substrato: solo areno-argiloso com muito cascalho aflorando.","-48.044444","-13.371389","430",NA,"Material coletado: exsicatas.&nf;Uso: taxonômico.&nf;Frequência: ocasional.&nf;Flor: &nf;Fruto: imaturos marrom-dourado.&nf;Hábito: árvore com 4 m de altura.&nf;Planta ocorre látex vermelho, semelhante à sangue. Folhas discolores. Área de influênc","UEC007562","UEC007562","Marcondes-Ferreira, W","430",NA,"2015","05",NA,NA,NA,"-48.044444","-13.371389",NA,NA,NA,NA
"84","2021-03-01 16:21:45-03","UNICAMP","UEC","179202","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Pereira, BAS; Alvarenga, D","3724","2011","10","16",NA,"Brazil","Goiás","Niquelândia","Folha: SE-22-X-B. Bacia do Rio Tocantins. Faixa da BR-414, no tredo entre São Miguel do Quebra Linha a Niquelândia","-48.620833","-14.754167","555",NA,"Árvore latescente (látex vermelho) ca. 4m altura, aparentemente jovem. Frutos velutinos-amarelados, imaturos . Vários indivíduos pequenos nos arredores, aparentemente originários de brotações de tocos.; Solo vermelho-anarelo, distrófi","UEC029155","UEC029155","Marcondes-Ferreira, W","555",NA,"2015","07",NA,NA,NA,"-48.620833","-14.754167",NA,NA,NA,NA
"85","2019-08-20 10:03:04-03","UNICAMP","UEC","62170","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Pereira, BAS; Vecenas, VV","2150","1992","07","30",NA,"Brazil","Distrito Federal","Brasília","Apa de Capuringa. Fazenda da Palestina.","-47.9296989440918","-15.7797002792358",NA,NA,"flor, árvore ca. 8 m de altura . Folhas novas e velhas nas pontas do ramo, onde ficam também as inflorescência de cor amarela. Mata ciliar do córrego próximo a sede da fazenda.","UEC105437","UEC105437","Marcondes-Ferreira, W",NA,NA,"2015","05",NA,"70570","auto",NA,NA,NA,NA,NA,NA
"86","2021-03-01 16:21:45-03","UNICAMP","UEC","205855","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Scudeler, AL; Messias, PA","507","2017","05","21",NA,"Brazil","Goiás","Chapadão do Céu","Parque Nacional das Emas","-52.548900604248","-18.4074993133545",NA,NA,"Árvore, ca. 7 m, caule suberoso, látex vermelho sangue","UEC191114","UEC191114","Pereira, AS de S",NA,NA,"2019","08","19","44163","auto",NA,NA,NA,NA,NA,NA
