"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"45","2020-11-04 11:00:29-03","ESALQ","ESA","24705","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P.","Giulietti, A.M. et al.",NA,"1994","01","16",NA,"Brasil","Minas Gerais","Ouro Branco",NA,"-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"ESA024705","ESA024705","13809","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:00:29-03","ESALQ","ESA","33258","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P.","Gandolfi, S.",NA,"1995","06","12",NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"ESA033258","ESA033258","23900","auto","1995","06",NA,NA,"12",NA,NA,NA,NA,NA
"47","2020-11-04 11:00:29-03","ESALQ","ESA","105423","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Araliaceae","Schefflera","calva","Schefflera calva",NA,"Aguiar, O.T.","Aguiar, O.T.",NA,"2002","03","13",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA105423",NA,"27904","auto","2002","03",NA,NA,"17",NA,NA,NA,NA,NA
"48","2020-11-04 11:00:29-03","ESALQ","ESA","114771","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Araliaceae","Schefflera","calva","Schefflera calva",NA,NA,"Campos, M.C.R.","526.0","2006","05","08",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"ESA114771","ESA114771","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-04 10:54:42-03","ESALQ","ESA","135583","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","Frodin & Fiaschi","V. S. Moreno","V.S. Moreno","670.0","2013","06","12",NA,"Brasil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"ESA135583",NA,"23696","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-04 11:00:29-03","ESALQ","ESA","26795","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P.","Cardoso-Leite, E. ; Oliveira, A.","348.0",NA,NA,NA,NA,"Brasil","São Paulo","São Roque",NA,"-47.1300010681152","-23.5200004577637",NA,NA,NA,NA,"ESA026795","ESA026795","15567","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-04 10:54:42-03","ESALQ","ESA","133988","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva",NA,NA,"Faraco, A.G.; Silveira, G.A.R.; Silva, K.F.; Moura, T.M.; Mineiro-Matos, L.M., Rodrigues, R. R.","434.0","2009","04","15",NA,"Brasil","Paraná","Telêmaco Borba","Trilha do vale do Rio Varanal","-50.6156005859375","-24.3239002227783",NA,NA,NA,"árvore, 6,0 m, fruto verde imaturo","ESA133988",NA,"35037","auto",NA,NA,"50? 35' 18","24? 17' 06",NA,NA,NA,NA,NA,NA
"52","2020-11-04 11:00:29-03","ESALQ","ESA","70872","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P.","Farah, F.T. ; Freitas, C.A.","1145.0","1999","11","17",NA,"Brasil","Minas Gerais","Patrocínio",NA,"-46.9925003051758","-18.9438991546631",NA,NA,NA,NA,"ESA070872","ESA070872","44638","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-11-04 11:00:29-03","ESALQ","ESA","3695","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P.","Carvalho, J.P.M. et al.","8571.0","1984","06","19",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"ESA003695","ESA003695","21048","auto","2006","01",NA,NA,"01",NA,NA,NA,NA,NA
"54","2020-11-04 11:00:29-03","ESALQ","ESA","12729","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Araliaceae","Schefflera","calva","Schefflera calva",NA,NA,"Souza, V.C. et al.","4831.0","1993","11","26",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA012729","ESA012729","27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-11-04 11:00:29-03","ESALQ","ESA","12230","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Araliaceae","Schefflera","calva","Schefflera calva",NA,NA,"Souza, V.C. et al.",NA,"1993","10","30",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA012230","ESA012230","27729","auto","2002","03",NA,NA,"12",NA,NA,NA,NA,NA
"56","2021-01-14 15:23:33-03","MN","R","16252","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P.","Ballistela, P.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Loreto",NA,NA,NA,NA,NA,NA,NA,"R010063999",NA,NA,NA,"2010","03",NA,NA,"25",NA,NA,NA,NA,NA
"57","2021-01-14 15:23:33-03","MN","R","91873","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P.","Sampaio, A.J.","4347","1926","04",NA,NA,"Brasil","São Paulo","Loreto",NA,NA,NA,NA,NA,NA,NA,"R010063995,R010063996,R010063997",NA,NA,NA,"2002","11",NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-01-14 15:23:33-03","MN","R","211117","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P.","Demuner, V. 12; Bausen, E. & Pizziolo, W.",NA,"1999","09","22",NA,"Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"R010064997,R010064998",NA,"23813","auto","2002","01",NA,NA,"29",NA,NA,NA,NA,NA
"59","2021-01-14 15:23:33-03","MN","R","32629","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P.","Mello Barreto, H.L.","215","1934","07","07",NA,"Brasil","Minas Gerais","Pará de Minas",NA,"-44.6082992553711","-19.8603000640869",NA,NA,NA,"Jardim Botânico de Belo Horizonte","R010063994",NA,"21843","auto","2002","11",NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-01-14 15:23:33-03","MN","R","197729","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P.","Irwin, H.S.","2152","1958","11","26",NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"R010063990",NA,"13937","auto","2002","11",NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-01-14 15:23:33-03","MN","R","211125","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P.","Pavão, O.C",NA,"2001","02","16",NA,"Brasil","Paraná","Arapongas",NA,"-51.4244003295898","-23.4193992614746",NA,NA,NA,NA,"R010064999,R010065000",NA,"18630","auto","2010","03",NA,NA,"25",NA,NA,NA,NA,NA
"62","2021-01-14 15:23:33-03","MN","R","211119","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P.","Viani, R.A.G","24248","1998","07","04",NA,"Brasil","Paraná","Curiúva",NA,"-50.4583015441895","-24.0324993133545",NA,NA,NA,NA,"R010064993",NA,"23566","auto","2010","03",NA,NA,"25",NA,NA,NA,NA,NA
"63","2021-01-14 15:23:33-03","MN","R","38331","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi",NA,"Velloso, H.P",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"R010063991,R010063992;R010063993",NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-08-27 13:33:43-03","IAP","PACA-AGP","104010","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","P. Fiaschi","Sehnem, A.","1371","1956","02","27",NA,"Brasil","RS",NA,"Vale Vêneto",NA,NA,NA,NA,NA,"Flor esverdeado-amarelo. Caixeta.","PACA104010",NA,NA,NA,"2011","02",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"65","2019-08-27 13:33:43-03","IAP","PACA-AGP","73854","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","P. Fiaschi","L. Sevegnani",NA,"1994","03","22",NA,"Brasil","RS","Maquiné","Est. Exp. Fitotecnica de Osorio","-50.2071990966797","-29.6749992370605",NA,NA,NA,"Com altura de15 m. Mais ou menos 50 anos. Habitat: Em floresta secundaria. Hábito: árvore","PACA073854",NA,"28094","auto","2011","03",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"66","2019-08-27 13:33:43-03","IAP","PACA-AGP","11203","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","P. Fiaschi","Rambo, B.",NA,"1943","01",NA,NA,"Brasil","RS","São Leopoldo","Tannenwald","-51.1472015380859","-29.7602996826172",NA,NA,NA,"Habitat: In silva primaeva. Fenofase: estéril","PACA011203",NA,"10287","auto","2011","03",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"67","2019-08-27 13:33:43-03","IAP","PACA-AGP","1304","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","P. Fiaschi","Rambo, B.",NA,"1934","02","15",NA,"Brasil","SC","Itapiranga","Ad fl. Uruguay","-53.7122001647949","-27.1693992614746",NA,NA,NA,"Habitat: In silva primaeva. Fenofase: estéril","PACA001304",NA,"18767","auto","2011","03",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"68","2019-08-27 13:33:43-03","IAP","PACA-AGP","31804","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","P. Fiaschi","Rambo, B.",NA,"1946","02","09",NA,"Brasil","SC","Sombrio",NA,"-49.61669921875","-29.113899230957",NA,NA,NA,"Habitat: In silva primaeva. Fenofase: flor","PACA031804",NA,"16515","auto","2011","03",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"69","2020-12-20 21:15:32-03","UFV","VIC","11026","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Didymopanax","calvus","Didymopanax calvus","(Cham.) Decne. & Planch.",NA,"Silva, A.F. da; Capellari Júnior, L.","1383","1986","03","06",NA,"Brasil","São Paulo","São José dos Campos","Reserva Florestal Prof. Augusto Ruschi","-45.8800010681152","-23.1700000762939",NA,NA,NA,"Árvore com 20 metros de altura, flores verdes com anteras brancas, casca amarelo-creme, lenho creme, súber com fissuras superficiais.","VIC011026","VIC011026","39297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-20 21:15:32-03","UFV","VIC","11071","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Didymopanax","calvus","Didymopanax calvus","(Cham.) Decne. & Planch.",NA,"Silva, A.F. da; Capellari Júnior, L.","1428","1986","04","09",NA,"Brasil","São Paulo","São José dos Campos","Reserva Florestal Prof. Augusto Ruschi, Mata do Horto.","-45.8800010681152","-23.1700000762939",NA,NA,NA,"Árvore com 12 metros de altura, frutos jovens de cor verde, pouca seiva aquosa, pouco aromática, casca manteiga e lenho creme; súber floculado e escamoso.","VIC011071","VIC011071","39297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-20 21:15:32-03","UFV","VIC","11180","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P.","Silva, A.F. da","1553","1987","03","06",NA,"Brasil","São Paulo","São José dos Campos","Reserva Florestal Prof. Augusto Ruschi","-45.8800010681152","-23.1700000762939",NA,NA,NA,"Árvore de até 12 metros de altura, com frutos imaturos de cor verde, casca e lenho amarelos.","VIC011180","VIC011180","39297","auto","2006","07",NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-24 17:08:38-03","UFES","SAMES","534","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi",NA,"Thomaz,L.D.","1804","1994","10","14",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia. Vegetação de mata atlântica de encosta.","-40.6002998352051","-19.9356002807617",NA,NA,NA,"Frutos verdes/vinosos, 23metros de altura, odor de manga.","SAMES00534",NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-06-30 18:31:58-03","UFJF","CESJ","29515","PreservedSpecimen","Plantae","Angiosperma",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Pirani","L.G.Rodela","Q11-165","1996","03","18","América do Sul","Brasil","Minas Gerais",NA,"Parque Estadual do Ibitipoca, Campo rupestre a ap. 1380m de altitude, próximo a casa de pesquisadores 1.",NA,NA,NA,NA,NA,"Trepadeira.","CESJ029515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-21 14:30:57-03","UFJF","CESJ","33603","PreservedSpecimen","Plantae","Angiosperma",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","P. Fiaschi","F.S. Araújo","40","2001","03","24","América do Sul","Brasil","Minas Gerais","Lima Duarte","arredores do Parque Estadual de Ibitipoca, Estrada da Vila para o Parque.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Árvore ca. de 15m, flores verde amareladas em cachos. Borda de mata secundária com muitas bromélias e liquens.","CESJ033603","CESJ033603","30417","auto","2002","02",NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-21 14:30:57-03","UFJF","CESJ","34213","PreservedSpecimen","Plantae","Angiosperma",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","A.S.M. Valente; F.S. Araújo","R.M. Castro; F.R.G. Salimena; P.H. Nobre","346","2001","05","19","América do Sul","Brasil","Minas Gerais","Lima Duarte","Arraial de Conceição do Ibitipoca, Parque Estadual do Ibitipoca e Pedra do Gavião.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Arvoreta no interior da mata estacional. Folhas discolores com a face abaxial clara. Frutos esverdeados.","CESJ034213","CESJ034213 CESJ034213_1","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:22:37-03","UNICAMP","UEC","114926","S","Plantae","Magnoliopsida",NA,"Araliaceae","Didymopanax","calvus","Didymopanax calvus","(Cham.) Decne. & Planch.","Leite, C","Leite, EC","574","1999","06","03",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi","-46.25","-23.25",NA,NA,NA,"8m.",NA,NA,NA,NA,NA,NA,"-46.25","-23.25",NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:22:37-03","UNICAMP","UEC","168075","S","Plantae","Magnoliopsida",NA,"Araliaceae","Didymopanax","calvus","Didymopanax calvus","(Cham.) Decne. & Planch.","Santos, K","Santos, K; Belinello, R","757","1999","11","30",NA,"Brazil","São Paulo","Campinas","Mata Ribeirão Cachoeira (Área C3); área total: 224,9 ha., Floresta estacional semidecidual.","-46.916667","-22.816667","756","756",NA,"Árvore perenifólia, zoocórica; córtex rugoso, madeira leve; altura total: 7 m; altura do fuste: 5 m; PAP: 34 cm.","UEC091261","UEC091261",NA,NA,NA,NA,"-46.916667","-22.816667",NA,NA,NA,NA,NA,NA
"78","2019-08-20 10:04:12-03","UNICAMP","UEC","80508","S","Plantae","Magnoliopsida",NA,"Araliaceae","Didymopanax","calvus","Didymopanax calvus","(Cham.) Decne. & Planch.","Rodrigues, RR; Leite, C","Leite, C; Oliveira, A","348",NA,NA,NA,NA,"Brazil","São Paulo","São Roque","Mata da Câmara","-47.1","-23.516667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.1","-23.516667",NA,NA,NA,NA,NA,NA
"79","2021-03-01 16:22:37-03","UNICAMP","UEC","167295","S","Plantae","Magnoliopsida",NA,"Araliaceae","Didymopanax","calvus","Didymopanax calvus","(Cham.) Decne. & Planch.","Santos, K","Santos, K; Belinello, R","3814","2001","01","18",NA,"Brazil","São Paulo","Itatiba","Mata da Fazenda Malabar - mata da torre (Fragmento M3); área total: 20 ha., Floresta estacional semidecidual.","-46.866667","-22.916667","717","717",NA,"Árvore perinifólia, zoocórica; cortéx rugoso, madeira leve; altura total: 13 m; altura do fuste: 12 m; PAP: 29 cm.","UEC091273","UEC091273",NA,NA,NA,NA,"-46.866667","-22.916667",NA,NA,NA,NA,NA,NA
"80","2019-08-20 10:04:12-03","UNICAMP","UEC","125632","S","Plantae","Magnoliopsida",NA,"Araliaceae","Didymopanax","calvus","Didymopanax calvus","(Cham.) Decne. & Planch.","Meireles, LD","Meireles, LD","1062","2002","04","24",NA,"Brazil","Minas Gerais","Camanducaia","Monte Verde, Floresta Ombrófila Densa Alto-Montana","-46.1446990966797","-22.7553005218506",NA,NA,NA,"Árvore, 9m, frutos verdes com estigma amarelo-claro.","UEC087494",NA,"22140","auto","2003","02",NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-01 16:22:37-03","UNICAMP","UEC","160889","S","Plantae","Magnoliopsida",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Cavalin, PO","Cavalin, PO","1","2009","06","23",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Núcleo Santa Virgínia","-45.067778","-23.341111","1046","1094",NA,"Indivíduo juvenil, 1-2 m de altura.; Sub-bosque Floresta Ombrófila Densa.","UEC039390","UEC039390",NA,NA,"2010","06","-45.067778","-23.341111",NA,NA,NA,NA,NA,NA
"82","2021-03-01 16:22:37-03","UNICAMP","UEC","166707","S","Plantae","Magnoliopsida",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Tamashiro, JY","Padgurschi, MCG; Tamashiro, JY; Belinello, R","221","2008",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","PESM- Núcleo Santa Virgínia - Parcela K.","-45.068333","-23.325278","1093","1093",NA,"K0253 Árvore, ca. 8 m, sem flores ou frutos. Abundância: 10 ind ha(-1).; Floresta Ombrófila Densa Montana.","UEC039917","UEC039917",NA,NA,"2009",NA,"-45.068333","-23.325278",NA,NA,NA,NA,NA,NA
"83","2019-08-20 10:04:13-03","UNICAMP","UEC","144279","S","Plantae","Magnoliopsida",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Kinoshita, LS; Yamamoto, LF; Hafner, LH; Camargo, TS; Virillo, CB; Fernandes, R","03132","2003","05","16",NA,"Brazil","Minas Gerais","Extrema","Serra do Lobo","-46.316667","-22.883333","1600","1600",NA,NA,NA,NA,NA,NA,"2010",NA,"-46.316667","-22.883333",NA,NA,NA,NA,NA,NA
"84","2019-08-20 10:04:13-03","UNICAMP","UEC","147717","S","Plantae","Magnoliopsida",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Campos, MCR","Campos, MCR; Belinello, R; Assis, MA; Guaraldo, A","210","2006","05","06",NA,"Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)",NA,NA,NA,NA,NA,"indivíduo E0305, altura 6m",NA,NA,NA,NA,"2007","09",NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-10-21 10:58:30-03","UNICAMP","UEC","148840","S","Plantae","Magnoliopsida",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Aranha, BA","Aranha, BA","444","2007","01","12",NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela J","-45.084167","-23.366389","380","380",NA,NA,"UEC164557","UEC164557",NA,NA,"2008","10","-45.084167","-23.366389",NA,NA,NA,NA,NA,NA
"86","2021-03-01 16:22:37-03","UNICAMP","UEC","167009","S","Plantae","Magnoliopsida",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, JC","268","2011","06","30",NA,"Brazil","São Paulo","Paraibuna","Parque Estadual da Serra do Mar","-45.555","-23.586389","800","900",NA,"Árvore com 11 m.; Mata Atlântica.","UEC098741","UEC098741",NA,NA,"2011","10","-45.555","-23.586389",NA,NA,NA,NA,NA,NA
"87","2021-03-01 16:22:37-03","UNICAMP","UEC","167179","S","Plantae","Magnoliopsida",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, JC","268","2011","06","30",NA,"Brazil","São Paulo","Paraibuna","Parque Estadual da Serra do Mar","-45.555","-23.586389","800","900",NA,"Árvore com 11 m.; Mata Atlântica.","UEC046032","UEC046032",NA,NA,"2011","10","-45.555","-23.586389",NA,NA,NA,NA,NA,NA
"88","2021-03-01 16:22:37-03","UNICAMP","UEC","169963","S","Plantae","Magnoliopsida",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Rochelle, ALC","Rochelle, ALC","J1738",NA,NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.","-45.084167","-23.366667","450","450",NA,"Indivíduo J1738 da Parcela J do Projeto Temático BIOTA-Gradiente Funcional.","UEC041730","UEC041730",NA,NA,"2007","07","-45.084167","-23.366667",NA,NA,NA,NA,NA,NA
"89","2021-03-01 16:22:37-03","UNICAMP","UEC","200659","S","Plantae","Magnoliopsida",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Tamashiro, JY","Pereira, LS; Tamashiro, JY; Belinello, R; Padgurschi, MCG","N527","2007","05",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","990","1045",NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 4 metros de altura. Frequência da espécie na parcela: n=8; Mata Atlântica","UEC158049","UEC158049",NA,NA,"2008",NA,"-45.183333","-23.4",NA,NA,NA,NA,NA,NA
