especie_original,fontes,cat_ameaca_br_sima,cat_ameaca_cncflora_sima,cat_ameaca_sp_sima,cat_ameaca_sp,cat_ameaca_CR_lac,cat_ameaca_cncflora,cat_ameaca_iucn,cat_ameaca_mpoSP,cat_ameaca_br
Rhipsalis pacheco-leonis,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Rhipsalis pachyptera,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Rhipsalis paradoxa,sima-cncflora_web-UICN_API,EN,NA,NA,NA,NA,LC,LC,NA,NA
Rhipsalis pilocarpa,cncflora_web-UICN_API,NA,NA,NA,NA,NA,NT,VU,NA,NA
Rhipsalis pulchra,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Rhipsalis puniceodiscus,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Rhipsalis sulcata,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA
Rhipsalis teres,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Rhipsalis trigona,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Rhizophora mangle,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Rhodospatha oblongata,sima-SP_oficial,NA,NA,VU,VU,NA,NA,NA,NA,NA
Rhodostemonodaphne capixabensis,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Rhodostemonodaphne macrocalyx,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Rhodostemonodaphne parvifolia,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR
Rhodostemonodaphne recurva,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Rhynchanthera grandiflora,sima-SP_oficial-cncflora_web,NA,LC,VU,VU,NA,LC,NA,NA,NA
Rhynchanthera latifolia,sima-cncflora_web-Portaria 443/2014,VU,NA,NA,NA,NA,VU,NA,NA,VU
Rhynchosia leucophylla,sima-cncflora_web,NA,DD,NA,NA,NA,DD,NA,NA,NA
Rhynchosia minima,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Rhynchosia reticulata,sima-SP_oficial-cncflora_web-mpoSP,NA,LC,EX,EX,NA,LC,NA,EX,NA
Rhynchosida physocalyx,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA
Rhynchospora biflora,sima-cncflora_web,NA,LC,NA,NA,NA,LC,NA,NA,NA
Rhynchospora corymbosa,sima,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchospora enmanuelis,cncflora_web,NA,NA,NA,NA,NA,EN,NA,NA,NA
Rhynchospora eximia,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Rhynchospora holoschoenoides,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Rhynchospora nardifolia,sima-cncflora_web,NA,LC,NA,NA,NA,LC,NA,NA,NA
Rhynchospora paranaensis,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA
Rhynchospora rugosa,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Rhynchospora tenuis,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA
Rhynchospora triflora,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Rhynchospora warmingii,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA
Riccia ridleyi,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR
Richardia humistrata,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA
Richardia schumannii,sima-SP_oficial-cncflora_web-mpoSP-Portaria 443/2014,EN,NA,EX,EX,NA,EN,NA,EX,EN
Richardia stellaris,sima-SP_oficial-cncflora_web-mpoSP,NA,NT,EN,EN,NA,NT,NA,EN,NA
Richterago angustifolia,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Richterago arenaria,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU
Richterago campestris,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Richterago caulescens,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR
Richterago conduplicata,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Richterago elegans,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU
Richterago hatschbachii,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Richterago lanata,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Richterago petiolata,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Richterago polyphylla,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Richterago riparia,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU
Richterago stenophylla,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Richterago suffrutescens,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR
Rinorea bicornuta,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR
Rinorea longistipulata,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Rinorea maximiliani,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA
Rinorea ramiziana,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Rinorea villosiflora,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR
Riodocea pulcherrima,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Rodriguezia obtusifolia,cncflora_web,NA,NA,NA,NA,NA,NT,NA,NA,NA
Rodriguezia rigida,sima-SP_oficial-cncflora_web,NA,DD,VU,VU,NA,DD,NA,NA,NA
Rodriguezia venusta,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA
Roupala asplenioides,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Roupala consimilis,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA
Roupala longipetiolata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Roupala meisneri,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Roupala montana,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Roupala sculpta,sima-SP_oficial-cncflora_ckan-mpoSP-Portaria 443/2014,VU,NA,VU,VU,NA,EN,NA,VU,VU
Rourea cnestidifolia,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Rourea gracilis,sima,NA,NT,NA,NA,NA,NA,NA,NA,NA
Rourea psammophila,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA
Rourea pseudospadicea,sima-SP_oficial-cncflora_web-Portaria 443/2014,EN,NA,EN,EN,NA,EN,NA,NA,EN
Rudgea coriacea,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA
Rudgea coronata,sima-cncflora_ckan-UICN_API,CR,NA,NA,NA,NA,LC,LC,NA,NA
Rudgea corymbulosa,sima-SP_oficial-cncflora_web-Portaria 443/2014,EN,NA,EN,EN,NA,EN,NA,NA,EN
Rudgea crassifolia,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU
Rudgea erythrocarpa,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Rudgea gardenioides,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA
Rudgea insignis,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU
Rudgea jasminoides,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Rudgea jasminoides subsp. nervosa,sima-SP_oficial-cncflora_web-Portaria 443/2014,VU,NA,VU,VU,NA,VU,NA,NA,VU
Rudgea macrophylla,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Rudgea minor,sima-cncflora_web,NA,DD,NA,NA,NA,LC,NA,NA,NA
Rudgea nobilis,cncflora_ckan,NA,NA,NA,NA,NA,EN,NA,NA,NA
Rudgea nodosa,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA
Rudgea pachyphylla,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,EN,NA,EX,EX,NA,CR,CR,NA,EN
Rudgea parquioides subsp. caprifolium,sima-SP_oficial-cncflora_web-Portaria 443/2014,CR,NA,EX,EX,NA,CR,NA,NA,CR
Rudgea parquioides subsp. hirsutissima,sima-SP_oficial-cncflora_web-Portaria 443/2014,EN,NA,EN,EN,NA,EN,NA,NA,EN
Rudgea parvifolia,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU
Rudgea recurva,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA
Rudgea sessilis,sima-cncflora_web,EN,NA,NA,NA,NA,LC,NA,NA,NA
Rudgea tomentosa,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Rudgea triflora,cncflora_ckan,NA,NA,NA,NA,NA,NT,NA,NA,NA
Rudgea umbrosa,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU
Rudgea vellerea,cncflora_ckan,NA,NA,NA,NA,NA,VU,NA,NA,NA
Ruellia bulbifera,sima-cncflora_web,NA,LC,NA,NA,NA,LC,NA,NA,NA
Ruellia chamaedrys,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA
Ruellia dissitifolia,sima-cncflora_web,NA,LC,NA,NA,NA,LC,NA,NA,NA
Ruellia epallocaulos,sima,NA,LC,NA,NA,NA,NA,NA,NA,NA
Ruellia erythropus,sima-cncflora_web,NA,LC,NA,NA,NA,LC,NA,NA,NA
Ruellia multifolia,sima-cncflora_web,NA,LC,NA,NA,NA,LC,NA,NA,NA
Ruellia solitaria,sima-cncflora_web,NA,LC,NA,NA,NA,LC,NA,NA,NA
Ruizterania clavata,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA
Ruppia maritima,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Ruprechtia laxiflora,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Rustia angustifolia,sima-SP_oficial-cncflora_web-Portaria 443/2014,EN,NA,EN,EN,NA,EN,NA,NA,EN
Rustia formosa,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA
Sabicea grisea,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA
Sabicea villosa,sima-cncflora_web,NA,LC,NA,NA,NA,LC,NA,NA,NA
Saccharum angustifolium,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Saccharum villosum,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Sacciolepis indica,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Sagittaria lancifolia,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU
Sagittaria rhombifolia,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA
Salacia arborea,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA
Salacia elliptica,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Salacia grandifolia,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Salacia mosenii,sima-SP_oficial-cncflora_web-Portaria 443/2014,CR,NA,CR,CR,NA,CR,NA,NA,CR
Salix humboldtiana,cncflora_web-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA
Salvertia convallariodora,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Salvia campos-portoi,sima-SP_oficial,NA,NA,EX,EX,NA,NA,NA,NA,NA
Salvia lachnostachys,sima-SP_oficial,NA,NA,EX,EX,NA,NA,NA,NA,NA
Salvia uliginosa,sima,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sapindus saponaria,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Sapium sellowianum,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA
Saranthe composita,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU
Sarcaulus inflexus,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA
Sarcaulus vestitus,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU
Sarcoglottis acaulis,sima,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarcoglottis alexandri,sima-cncflora_web-Portaria 443/2014,EN,NA,EX,NA,NA,EN,NA,NA,EN
Sarcoglottis alexandrii,SP_oficial,NA,NA,NA,EX,NA,NA,NA,NA,NA
Sarcoglottis uliginosa,sima-SP_oficial,NA,NA,VU,VU,NA,NA,NA,NA,NA
Saundersia mirabilis,sima-SP_oficial-cncflora_web-mpoSP-Portaria 443/2014,EN,NA,EN,EN,NA,EN,NA,EN,EN
Saundersia paniculata,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU
Sauroglossum elatum,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA
Sauroglossum nitidum,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Sauvagesia erecta,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Sauvagesia nitida,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU
Savia dictyocarpa,sima-cncflora_web,NA,LC,NA,NA,NA,LC,NA,NA,NA
Scaevola plumieri,cncflora_web-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA
Schaefferia argentinensis,sima-SP_oficial-UICN_API,NA,NA,CR,CR,NA,NA,LC,NA,NA
Schaueria litoralis,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA
Schaueria lophura,cncflora_web,NA,NA,NA,NA,NA,NT,NA,NA,NA
Schaueria paranaensis,sima,EN,NA,NA,NA,NA,NA,NA,NA,NA
Schaueria virginea,cncflora_web,NA,NA,NA,NA,NA,DD,NA,NA,NA
Schefflera angustissima,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Schefflera aurata,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR
Schefflera calva,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA
Schefflera gardneri,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Schefflera glaziovii,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Schefflera macrocarpa,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Schefflera morototoni,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Schefflera sprucei,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU
Schefflera succinea,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Schefflera vinosa,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Schinopsis balansae,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Schinopsis brasiliensis var. glabra,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA
Schinus engleri,cncflora_web-UICN_API,NA,NA,NA,NA,NA,NT,DD,NA,NA
Schinus ramboi,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,EN,EN,NA,NA
Schinus spinosa,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA
Schizachyrium scabriflorum,sima-SP_oficial-cncflora_web-Portaria 443/2014,EN,NA,EX,EX,NA,EN,NA,NA,EN
Schizachyrium scabrifolium,mpoSP,NA,NA,NA,NA,NA,NA,NA,EX,NA
Schizachyrium tenerum,sima-SP_oficial-mpoSP,NA,NA,EN,EN,NA,NA,NA,EN,NA
Schizaea elegans,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA
Schizocalyx cuspidatus,sima-SP_oficial-UICN_API,NA,LC,VU,VU,NA,NA,LC,NA,NA
Schizolobium parahyba,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Schlechtendalia luzulifolia,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Schlegelia parviflora,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Schlumbergera kautskyi,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Schlumbergera lutea subsp. bradei,sima-SP_oficial,NA,NA,VU,VU,NA,NA,NA,NA,NA
Schlumbergera microsphaerica,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU
Schlumbergera opuntioides,sima-SP_oficial-cncflora_web-UICN_API-Portaria 443/2014,VU,NA,VU,VU,NA,VU,VU,NA,VU
Schlumbergera orssichiana,UICN_API,NA,NA,NA,NA,NA,NA,EN,NA,NA
Schlumbergera rosea,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA
Schlumbergera truncata,cncflora_web-UICN_API,NA,NA,NA,NA,NA,LC,VU,NA,NA
Schnella grazielae,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA
Schnella microstachya,sima,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schnella smilacina,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA
Schomburgkia gloriosa,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA
Schultesia aptera,sima-SP_oficial-mpoSP,NA,LC,CR,CR,NA,NA,NA,CR,NA
Schwenckia curviflora,sima-SP_oficial-cncflora_web-Portaria 443/2014,EN,NA,EN,EN,NA,EN,NA,NA,EN
Schwenckia grandiflora var. hatschbachiana,sima,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schwenckia lateriflora,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA
Schwenckia nova-veneciana,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR
Sciadotenia acutifolia,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA
Sciaphila schwackeana,sima-SP_oficial-cncflora_web,NA,NT,EN,EN,NA,NT,NA,NA,NA
Scleria acanthocarpa,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Scleria balansae,sima-SP_oficial-cncflora_web-UICN_API-Portaria 443/2014,VU,NA,VU,VU,NA,VU,LC,NA,VU
Scleria bracteata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Scleria distans,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Scleria gaertneri,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Scleria hirtella,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Scleria latifolia,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Scleria leptostachya,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Scleria microcarpa,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Scleria mitis,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Scleria muehlenbergii,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Scleria panicoides,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Scleria plusiophylla,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Scleria scabra,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Scleria secans,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Scleria sororia,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Scleria tenella,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Scleria virgata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Sclerolobium denudatum,UICN_API,NA,NA,NA,NA,NA,NA,LR/nt,NA,NA
Scutia arenicola,sima-SP_oficial-cncflora_web-Portaria 443/2014,EN,NA,EN,EN,NA,EN,NA,NA,EN
Scuticaria irwiniana,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Scuticaria itirapinensis,sima-SP_oficial-cncflora_web-Portaria 443/2014,CR,NA,CR,CR,NA,CR,NA,NA,CR
Scuticaria kautskyi,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR
Scuticaria strictifolia,sima-SP_oficial-Portaria 443/2014,EN,NA,EX,EX,NA,NA,NA,NA,EN
Sebastiania klotzschiana,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Sebastiania schottiana,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Seemannia sylvatica,cncflora_web,NA,NA,NA,NA,NA,NT,NA,NA,NA
Seguieria americana,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA
Seguieria langsdorffii,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA
Selaginella convoluta,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA
Selaginella mendoncae,sima-cncflora_web-Portaria 443/2014,VU,NA,NA,NA,NA,VU,NA,NA,VU
Selaginella tenuissima,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA
Selaginella valida,cncflora_web,NA,NA,NA,NA,NA,NT,NA,NA,NA
Selenipedium isabelianum,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA
Sellocharis paradoxa,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU
Senaea coerulea,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Senaea janeirensis,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Senecio adamantinus,sima-cncflora_web,NA,LC,NA,NA,NA,LC,NA,NA,NA
Senecio almasensis,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR
Senecio caparaoensis,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Senecio crassiflorus,sima,NA,NT,NA,NA,NA,NA,NA,NA,NA
Senecio gertii,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Senecio graciellae,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Senecio grandis,sima,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senecio hatschbachii,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Senecio heteroschizus,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Senecio langei,sima-SP_oficial-cncflora_web-Portaria 443/2014,VU,NA,EX,EX,NA,VU,NA,NA,VU
Senecio pohlii,cncflora_web,NA,NA,NA,NA,NA,NT,NA,NA,NA
Senecio promatensis,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR
Senecio ramboanus,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Senecio riograndensis,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Senefeldera verticillata,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA
Senegalia hatschbachii,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA
Senegalia irwinii,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA
Senegalia martii,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Senegalia parviceps,sima-cncflora_web,NA,DD,NA,NA,NA,DD,NA,NA,NA
Senegalia polyphylla,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Senegalia riparia,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Senna alata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Senna angulata,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA
Senna angulata var. miscadena,sima,NA,LC,NA,NA,NA,NA,NA,NA,NA
Senna cana,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Senna corymbosa,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Senna macranthera,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Senna mucronifera,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Senna obtusifolia,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Senna paradictyon,sima-SP_oficial-cncflora_web,NA,LC,EX,EX,NA,LC,NA,NA,NA
Senna pendula,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Senna reticulata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Senna rugosa,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Senna silvestris,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Senna spectabilis,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Senna trachypus,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Serjania cuspidata,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA
Serjania deflexa,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA
Serjania divaricocca,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR
Serjania hatschbachii,sima-SP_oficial-cncflora_web-Portaria 443/2014,CR,NA,EX,EX,NA,CR,NA,NA,CR
Serjania platycarpa,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA
Sesbania punicea,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Sesbania virgata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Sessea brasiliensis,cncflora_web-UICN_API,NA,NA,NA,NA,NA,NT,DD,NA,NA
Sessea regnellii,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA
Setaria parviflora,UICN_API-mpoSP,NA,NA,NA,NA,NA,NA,LC,EX,NA
Setaria parviflora var. pilosissima,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,NA,EX,EX,NA,CR,NA,NA,CR
Setaria paucifolia,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA
Setaria sphacelata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Setaria stolonifera,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR
Setaria tenacissima,sima-SP_oficial-cncflora_web-mpoSP,NA,LC,CR,CR,NA,LC,NA,CR,NA
Sida acrantha,sima-SP_oficial-mpoSP,NA,NA,EN,EN,NA,NA,NA,EN,NA
Siderasis fuscata,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Sideroxylon obtusifolium,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA
Simaba glabra,sima-SP_oficial-cncflora_web-Portaria 443/2014,VU,NA,NA,EX,NA,VU,NA,NA,VU
Simaba insignis,sima-SP_oficial-cncflora_web-Portaria 443/2014,EN,NA,NA,EN,NA,EN,NA,NA,EN
Simaba salubris,sima-SP_oficial-cncflora_web-Portaria 443/2014,CR,NA,NA,EX,NA,CR,NA,NA,CR
Simaba suaveolens,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR
Simaba warmingiana,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Simira corumbensis,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA
Simira grazielae,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Simira hatschbachiorum,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN
Simira pilosa,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,DD,DD,NA,NA
Simira rubra,sima-cncflora_web,NA,DD,NA,NA,NA,DD,NA,NA,NA
Simira sampaioana,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA
Simira viridiflora,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA
