"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"44","2020-11-13 09:20:05-03","UFRJ","RFA","26991","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","A. Quinet","Flavio Britto Pereira","2001","03","03","Brasil","Minas Gerais","Itamonte","Fazenda Campo Redondo.","-44.6725","-22.260833","44º40'21''W","22º15'39''S","1411","1411","Árvore, 10m de altura, 33cm de DAP, fruto negro, comum no local.","RFA38459",NA,NA,"21/77",NA,NA,NA,NA,NA,NA,"2001","11","14",NA,NA,NA,NA,NA,NA,NA
"45","2020-11-13 09:20:05-03","UFRJ","RFA","27237","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","A. Quinet","Flavio Britto Pereira","2001","03","17","Brasil","Rio de Janeiro","Guapimirim","Fazendas Consorciadas.","-42.913056","-22.586667","42º54'47''W","22º35'12''S","22","22","Árvore, 6m de altura, 10cm de DAP, folha verde, flor branca, rara no local.","RFA38460",NA,NA,"13/80",NA,NA,NA,NA,NA,NA,"2001","11","14",NA,NA,NA,NA,NA,NA,NA
"46","2020-11-13 09:20:05-03","UFRJ","RFA","27524","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","A. Quinet","Flavio Britto Pereira","2001","04","06","Brasil","Espírito Santo","Mimoso do Sul","Fazenda São Bento.","-41.336389","-21.209722","41º20'11''W","21º12'35''S","24","24","Árvore, 23m de altura, 31cm de DAP, folha verde, flor branca, rara no local.","RFA38461",NA,NA,"29/86",NA,NA,NA,NA,NA,NA,"2006","02","22",NA,NA,NA,NA,NA,NA,NA
"47","2020-11-13 09:20:05-03","UFRJ","RFA","27779","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","A. Quinet","Flavio Britto Pereira","2001","05","15","Brasil","Rio de Janeiro","Silva Jardim","Distrito de Gaviões. Fazendas Novo Horizonte e Águas Claras.","-42.5075","-22.570278","42º30'27''W","22º34'13''S","38","38","Árvore, 5m de altura, 13cm de DAP, folha e frutos verdes, comum no local.","RFA38462",NA,NA,"58/92",NA,NA,NA,NA,NA,NA,"2006","02","22",NA,NA,NA,NA,NA,NA,NA
"48","2020-06-29 11:31:01-03","UFRJ","RFA","39570","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Alexandre Quinet","Finotti R.; Caruzo J.",NA,NA,NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Interior de fragmento de propriedade do Sr. Odinho, próximo a Reserva do Guapiaçu (REGUA)","-42.730278","-22.515","42º43'49''W","22º30'54''S","50","50","Arvore de 15 metros de altura e PAP de 60,6 cm.","RFA24554",NA,NA,"83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-06-29 11:31:01-03","UFRJ","RFA","5873","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","A. Quinet","A.P. Duarte","1959","03","11","Brasil","Rio de Janeiro","Rio de Janeiro","Itanhangá","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Árvore de 8 - 10 m de altura, lenho de cor amarelo","RFA43168",NA,NA,"4637",NA,NA,NA,NA,NA,NA,"2006","02","23","57442","auto",NA,NA,NA,NA,NA
"50","2020-11-13 09:20:05-03","UFRJ","RFA","7562","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","A.C. Giannerini","A.P. Duarte","1959","05","19","Brasil","Rio de Janeiro","Rio de Janeiro","Estrada do Redentor","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Árvore de grande porte 25 - 30 m de altura. Flores","RFA27040",NA,NA,"4785",NA,NA,NA,NA,NA,NA,"2007","12","19","57442","auto",NA,NA,NA,NA,NA
"51","2021-03-30 12:39:15-03","EAO","IAN","167933","PreservedSpecimen","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis","(Kunth) Nees",NA,"Nitta, A","1996","07","31","Brasil","Pará","Belém","Campo da Embrapa/Cpatu.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,NA,"IAN167933",NA,NA,"17001","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"52","2021-04-08 17:38:44-03","EAO","IAN","XILO1585","PreservedSpecimen","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis","(Kunth) Nees",NA,"Fróes, RL","1955","09","17","Brasil","Pará","Porto de Moz","Rio Jaracu. Levantamento estatístico florestal feito pelo IAN, SPVEA e FAO.","-52.2383003234863","-1.74832999706268",NA,NA,NA,NA,NA,"IANXILO1585",NA,NA,"32081","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,"154178","auto",NA,NA,NA,NA,NA
"53","2021-03-30 12:39:15-03","EAO","IAN","89921","PreservedSpecimen","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis","(Kunth) Nees",NA,"Fróes, RL","1955","09","17","Brasil","Pará","Porto de Moz","Rio Jaracu. Levantamento estatístico florestal feito pelo IAN, SPVEA e FAO.","-52.2383003234863","-1.74832999706268",NA,NA,NA,NA,NA,"IAN089921",NA,NA,"32081","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,"154178","auto",NA,NA,NA,NA,NA
"54","2021-03-30 12:39:15-03","EAO","IAN","103943","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Teixeira, BC","Mattos, AF","1958","01",NA,"Brasil","Rio de Janeiro",NA,"Parque nacional da Serra dos Orgãos, área do jardim, talhão 4, próx. a piscina.",NA,NA,NA,NA,NA,NA,NA,"IAN103943",NA,NA,"10","Southern America",NA,NA,"Dicotiledônea",NA,NA,"1980","12",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-30 12:39:15-03","EAO","IAN","105917","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Teixeira, BC","Magalhães, MG","1955","10","22","Brasil","Minas Gerais",NA,"Barra Longa e zona da mata de minas. Mata secular, Bacia Hidr. Rio Doce.",NA,NA,NA,NA,NA,NA,NA,"IAN105917",NA,NA,"s.n.","Southern America",NA,NA,"Dicotiledônea",NA,NA,"1965","03",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-30 12:39:15-03","EAO","IAN","12846","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Teixeira, BC","Haught, O","1942","07","22","Equador",NA,NA,"Along stream below Noboa, Prov. Manabi.",NA,NA,NA,NA,NA,NA,NA,"IAN012846","IAN012846 IAN012846_e",NA,"3417","Southern America",NA,NA,"Dicotiledônea",NA,NA,"1965","05",NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-30 12:39:15-03","EAO","IAN","93347","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Teixeira, BC","Glaziou, AFM",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN093347",NA,NA,"2674","Southern America",NA,NA,"Dicotiledônea",NA,NA,"1981","03",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-10-09 11:18:10-03","UFBA","ALCB","09379","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(A.Ruiz & Pavón) Mez","Coe-Teixeira, B","Pineiro, RS; Santos, TS dos","1967","11","10","Brasil","Bahia","Itapebi","Extremo Sul, Itaimbé-Itapebi","-39.533333","-15.95","-39.533333","-15.95",NA,NA,"20m de altura. Flor branca. Cálice verde.","ALCB003046","ALCB003046",NA,"404","Southern America",NA,NA,"Dicotyledon",NA,NA,"1981","09",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-10-09 11:18:10-03","UFBA","ALCB","105693","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(A.Ruiz & Pavón) Mez","Guedes, ML","Roque, N; Alves, M; Santana, FA; Hurbath, F; Crestani, A","2011","07","16","Brasil","Bahia","Licínio de Almeida","Serra Geral, Tauápe pela BR Licínio - Caculé, km 20 em direção ao povoado de 2 Passagens e Jurema. Fazenda Boqueirão, nascente do Rio Estiva","-42.568056","-14.483056","-42.568056","-14.483056","935","935","ca. 9m alt. Folhas discolores. Cálice e corola amarelo-esverdeados, anteras amarelas.","ALCB049489","ALCB049489 ALCB049489_1",NA,"3226","Southern America",NA,NA,"Dicotyledon",NA,NA,"2016","11",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-10-09 11:18:10-03","UFBA","ALCB","89127","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(A.Ruiz & Pavón) Mez","Werff, H van der; Moraes, PLR de","Abreu, IS","2009","07","29","Brasil","Bahia","Rio de Contas","Chapada Diamantina, arredores do distrito de Arapiranga","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"ca. 6m alt., folhas discolores. Sépalas e pétalas ferruginosas face abaxial e adaxial alva, estames alvos.","ALCB003044","ALCB003044",NA,"16","Southern America",NA,NA,"Dicotyledon",NA,NA,"2009","09",NA,"49773","auto",NA,NA,NA,NA,NA
"61","2020-08-11 00:16:04-03","UFBA","ALCB","035101","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(A.Ruiz & Pavón) Mez","Souza, VC","Souza, VC; Miyagi, PH; Souza, Padre JP de","1995","03","11","Brasil","Minas Gerais","Santana do Riacho","Rodovia Belo Horizonte-Conceição do Mato Dentro. Km 201","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"ca. 5m alt. Flor creme.","ALCB003043","ALCB003043",NA,"8360","Southern America",NA,NA,"Dicotyledon",NA,NA,"1996","06",NA,"26557","auto",NA,NA,NA,NA,NA
"62","2019-10-09 11:18:10-03","UFBA","ALCB","118803","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(A.Ruiz & Pavón) Mez","Guedes, ML","Alves, R; Borges, RL; Coelho, J; Stadnik, A","2014","05","28","Brasil","Bahia","Licínio de Almeida","Trilha Santa Clara","-42.5074996948242","-14.6822004318237",NA,NA,NA,NA,"Arbusto. ca. 2 m alt. Folhas discolores. Flores com sépalas ferrugíneas, pétalas alvas.","ALCB049488","ALCB049488",NA,"23","Southern America",NA,NA,"Dicotyledon",NA,NA,"2016","11",NA,"31339","auto",NA,NA,NA,NA,NA
"63","2019-10-09 11:18:10-03","UFBA","ALCB","97958","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(A.Ruiz & Pavón) Mez","Brotto, ML","Cordeiro, J; Silva, JM","2010","03","05","Brasil","São Paulo","Areias","Sítio Bela Vista","-44.689998626709","-22.5799999237061",NA,NA,NA,NA,"8 m alt. Flor creme.; Ruderal.","ALCB003045","ALCB003045",NA,"3441","Southern America",NA,NA,"Dicotyledon",NA,NA,"2010",NA,NA,"28205","auto",NA,NA,NA,NA,NA
"64","2020-02-08 09:35:54-03","NBC","NL-BOTANY","L.1802392","PreservedSpecimen","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis","(Kunth) Nees",NA,"Werff HH van der; et al.","1986","02","25","Peru",NA,NA,"Dpto. Pasco: Prov. Oxapampa, Villa Rica. Collected in coffee-plantations and along road.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1802392 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1802392","NL-L1802392",NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"65","2020-02-08 09:36:00-03","NBC","NL-BOTANY","U.1417246","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Jansen-Jacobs MJ","1999","09","21","Guyana","Upper Essequibo Region",NA,NA,"-58.533333","3.133333","-58.533333","3.133333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1417246 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1417246","NL-U1417246",NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0068649",NA,NA,NA
"66","2020-02-08 09:36:00-03","NBC","NL-BOTANY","L.1802313","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Riedel L",NA,NA,NA,"Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1802313 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1802313","NL-L1802313",NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"67","2020-02-08 09:36:00-03","NBC","NL-BOTANY","L.1802315","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Jelski C de","1878","07","21","Peru",NA,NA,"Plantae peruvianae Tambillo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1802315 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1802315","NL-L1802315",NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"68","2020-02-08 09:36:00-03","NBC","NL-BOTANY","U.1417240","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Lindeman JC","1967","09","21","Surinam",NA,NA,"Brownsberg, in forest near Irene fall.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1417240 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1417240","NL-U1417240",NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0199138",NA,NA,NA
"69","2020-02-08 09:36:00-03","NBC","NL-BOTANY","L.1802309","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Karsten",NA,NA,NA,"Venezuela",NA,NA,"Caracas.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1802309 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1802309","NL-L1802309",NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"70","2020-02-08 09:36:00-03","NBC","NL-BOTANY","L.1802310","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Dombey J",NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1802310 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1802310","NL-L1802310",NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"71","2020-02-08 09:36:00-03","NBC","NL-BOTANY","L.1802311","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Martius CFP von",NA,NA,NA,"Brazil",NA,NA,"Brasil, Herbar Florae.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1802311 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1802311","NL-L1802311",NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"72","2020-02-08 09:36:00-03","NBC","NL-BOTANY","L.1802312","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Martius CFP von",NA,NA,NA,"Brazil",NA,NA,"Brasil, Herbar Florae.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1802312 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1802312","NL-L1802312",NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"73","2020-02-08 09:36:00-03","NBC","NL-BOTANY","L.1802316","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Jelski C de","1878","08","17","Peru",NA,NA,"Plantae Peruvianae, Tambillo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1802316 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1802316","NL-L1802316",NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"74","2020-02-08 09:36:00-03","NBC","NL-BOTANY","L.3907630","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Bernardi L","1965","10","07","Venezuela",NA,NA,"Estado Merida et Estado Tachira, praecipue in Paramo de la Negra, 3200 m.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3907630 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3907630","NL-L3907630",NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"75","2020-02-08 09:36:00-03","NBC","NL-BOTANY","U 0053051","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Maas PJM",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200053051 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0053051",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 14398",NA,NA,NA
"76","2020-02-08 09:36:00-03","NBC","NL-BOTANY","U 0053052","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Maas PJM",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200053052 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0053052",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 14398",NA,NA,NA
"77","2020-02-08 09:36:00-03","NBC","NL-BOTANY","U 0276061","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Cuatrecasas J",NA,NA,NA,"Colombia","Chocó",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276061 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276061",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw25359",NA,NA,NA
"78","2020-02-08 09:36:00-03","NBC","NL-BOTANY","U 0276116","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Maas PJM",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276116 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276116",NA,NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14398",NA,NA,NA
"79","2020-02-08 09:36:00-03","NBC","NL-BOTANY","U.1406438","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Werff HH van der","Ruiz R; Rengifo S","1990","10","04","Colombia","Cauca",NA,"Cauca: Popayán, Via Popayán - Cali, devio margen izquierda, quebrada Genagra. HaciendaGenagra.","-76.616667","2.45","-76.616667","2.45",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406438 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1406438","NL-U1406438",NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0119716",NA,NA,NA
"80","2020-02-08 09:36:00-03","NBC","NL-BOTANY","U.1406439","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Cuatrecasas J","1946","11","16","Colombia",NA,NA,"Departamento del Valle, alto del Dinde, entre Cartago y Alcalá.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406439 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1406439","NL-U1406439",NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"81","2020-02-08 09:36:00-03","NBC","NL-BOTANY","U.1406440","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Cuatrecasas J","1946","11","15","Colombia",NA,NA,"Departamento del Valle, cerros cerca de Alcalá.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406440 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1406440","NL-U1406440",NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"82","2020-02-08 09:36:00-03","NBC","NL-BOTANY","U.1406441","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Cuatrecasas J","1944","11","06","Colombia",NA,NA,"Departamento del Valle, Cordillera Occidental, vertiente oriental: Hoya del río Cali, vertiente derecha, entre Puente Sofía y Yanaconas, matorrales y monte residual.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406441 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1406441","NL-U1406441",NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"83","2020-02-08 09:36:00-03","NBC","NL-BOTANY","U.1406443","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Cuatrecasas J","1944","10","31","Colombia",NA,NA,"Departamento del Valle, Cordillera Occidental, vertiente oriental; Hoya del río Cali, vertiente derecha: Quebradahonda, arriba de La Glorieta, camino a Miralindo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406443 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1406443","NL-U1406443",NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"84","2020-02-08 09:36:00-03","NBC","NL-BOTANY","U.1406444","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Cuatrecasas J","1943","12","10","Colombia",NA,NA,"Departamento del Valle, Cordillera Occidental; vertiente occidental: Hoya del río Sanquininí, lado izquierdo, La Laguna.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406444 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1406444","NL-U1406444",NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
