especie,cat_ameaca_br_old,cat_ameaca_cncflora_old,cat_ameaca_sp_old,cat_ameaca_sp,cat_ameaca_CR_lac,cat_ameaca_br,cat_ameaca_cncfloraweb
Eryngium smithii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Eryngium stenophyllum,s.i.,DD,EX,EX,s.i.,s.i.,DD
Eryngium urbanianum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Eryngium zosterifolium,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Erythrophyllastrum andinum,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Erythroxylum anguifugum,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Erythroxylum bezerrae,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Erythroxylum catharinense,EN,s.i.,EN,EN,s.i.,EN,EN
Erythroxylum compressum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Erythroxylum cuneifolium,s.i.,NA,EX,s.i.,s.i.,s.i.,s.i.
Erythroxylum cyclophyllum,s.i.,s.i.,s.i.,EX,s.i.,s.i.,s.i.
Erythroxylum leal-costae,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Erythroxylum mattos-silvae,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Erythroxylum membranaceum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Erythroxylum myrsinites,s.i.,LC,EN,EN,s.i.,s.i.,LC
Erythroxylum nelson-rosae,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Erythroxylum passerinum,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Erythroxylum pauferrense,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Erythroxylum pelleterianum,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Erythroxylum petrae-caballi,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Erythroxylum tianguanum,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Escallonia chlorophylla,s.i.,LC,CR,CR,s.i.,s.i.,LC
Escallonia obtusissima,VU,s.i.,EX,EX,s.i.,VU,VU
Escallonia petrophila,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Eschweilera alvimii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Eschweilera amazoniciformis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Eschweilera compressa,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Eschweilera rabeliana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Eschweilera subcordata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Eschweilera tetrapetala,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Escobedia grandiflora,s.i.,LC,EN,EN,s.i.,s.i.,LC
Esenbeckia irwiniana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Esenbeckia pilocarpoides,s.i.,LC,EN,EN,s.i.,s.i.,LC
Espostoopsis dybowskii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Esterhazya caesarea,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Eubrachion ambiguum,s.i.,LC,VU,VU,s.i.,s.i.,LC
Eugenia angustissima,s.i.,LC,EN,EN,s.i.,s.i.,LC
Eugenia anomala,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Eugenia arenosa,s.i.,LC,VU,VU,s.i.,s.i.,LC
Eugenia aurata,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Eugenia bahiensis,s.i.,LC,VU,VU,s.i.,s.i.,LC
Eugenia blanda,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Eugenia brunneopubescens,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Eugenia brunoi,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Eugenia bunchosiifolia,VU,s.i.,VU,VU,s.i.,VU,VU
Eugenia catharinensis,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Eugenia cinerascens,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Eugenia dipetala,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Eugenia disperma,VU,s.i.,VU,VU,s.i.,VU,VU
Eugenia excelsa,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Eugenia florida,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Eugenia gracillima,s.i.,LC,VU,VU,s.i.,s.i.,LC
Eugenia hamiltonii,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Eugenia handroi,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Eugenia hermesiana,CR,s.i.,CR,CR,s.i.,CR,CR
Eugenia imaruiensis,EN,s.i.,s.i.,s.i.,s.i.,EN,LC|EN
Eugenia itacarensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Eugenia joenssonii,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Eugenia lambertiana,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Eugenia laxa,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Eugenia leonorae,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Eugenia longibracteata,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Eugenia macahensis,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Eugenia macrobracteolata,EN,s.i.,EN,EN,s.i.,EN,EN
Eugenia malacantha,EN,s.i.,EN,EN,s.i.,EN,EN
Eugenia mattosii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Eugenia modesta,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Eugenia myrciariifolia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Eugenia neophaea,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Eugenia neosericea,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Eugenia neotristis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Eugenia nutans,s.i.,LC,VU,VU,s.i.,s.i.,LC
Eugenia oblongata,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Eugenia oxyoentophylla,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Eugenia pachyclada,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Eugenia percincta,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Eugenia peruibensis,EN,s.i.,EN,EN,s.i.,EN,EN
Eugenia pisiformis,s.i.,LC,VU,VU,s.i.,s.i.,LC
Eugenia plicata,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Eugenia pruinosa,EN,s.i.,EN,EN,s.i.,EN,EN
Eugenia pseudomalacantha,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Eugenia puberula,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Eugenia reitziana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Eugenia rotundicosta,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Eugenia sclerocalyx,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Eugenia sellowiana,s.i.,NA,EX,s.i.,s.i.,s.i.,s.i.
Eugenia serraegrandis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Eugenia solimoensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Eugenia sphenoides,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Eugenia stephanii,s.i.,s.i.,s.i.,EX,s.i.,s.i.,s.i.
Eugenia subterminalis,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Eugenia subundulata,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Eugenia tenuiflora,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Eugenia vattimoana,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Eugenia villaenovae,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Eugenia zuccarinii,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Eulophia ruwenzoriensis,s.i.,s.i.,s.i.,EN,s.i.,s.i.,DD
Eupatorium lineatum,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Euphorbia appariciana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Euphorbia attastoma,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Euphorbia crossadenia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Euphorbia gymnoclada,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Euphorbia holochlorina,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Euplassa cantareirae,EN,s.i.,EX,EX,s.i.,EN,EN
Euplassa incana,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Euplassa nebularis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Euplassa semicostata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Euploca salicoides,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Eurystyles lorenzii,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Euterpe edulis,VU,s.i.,VU,VU,s.i.,VU,VU
Euxylophora paraensis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Evolvulus aurigenius,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Evolvulus barbatus,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Evolvulus chrysotrichos,EN,s.i.,EX,EX,s.i.,EN,EN
Evolvulus cressoides,s.i.,NT,EN,EN,s.i.,s.i.,NT
Evolvulus elegans,s.i.,NA,EX,s.i.,s.i.,s.i.,s.i.
Evolvulus elegans var. confertifolius,s.i.,s.i.,s.i.,EX,s.i.,s.i.,s.i.
Evolvulus filipes,s.i.,LC,EX,EX,s.i.,s.i.,LC
Evolvulus fuscus,s.i.,NT,EN,EN,s.i.,s.i.,NT
Evolvulus glaziovii,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Evolvulus kramerioides,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Evolvulus rariflorus,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Evolvulus riedelii,EN,s.i.,EN,EN,s.i.,EN,EN
Evolvulus stellariifolius,EN,s.i.,VU,VU,s.i.,EN,EN
Exellodendron gracile,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Exostyles glabra,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Facheiroa cephaliomelana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Facheiroa ulei,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Faramea bahiensis,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Faramea monantha,s.i.,LC,VU,VU,s.i.,s.i.,LC
Faramea paratiensis,EN,s.i.,EN,EN,s.i.,EN,EN
Ferdinandusa cordata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Ferdinandusa nitida,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Fernseea bocainensis,CR,s.i.,CR,CR,s.i.,CR,CR
Fernseea itatiaiae,EN,s.i.,EN,EN,s.i.,EN,EN
Ficus aripuanensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Ficus blepharophylla,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Ficus cyclophylla,VU,s.i.,VU,VU,s.i.,VU,VU
Ficus malacocarpa,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Ficus roraimensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Ficus schippii,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Ficus schultesii,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Ficus schumacheri,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Ficus ursina,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Ficus velutina,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Filgueirasia cannavieira,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Frailea buenekeri,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Frailea castanea,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Frailea curvispina,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Frailea mammifera,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Frailea phaeodisca,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Frailea pumila,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Frailea pygmaea,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Frailea schilinzkyana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Fridericia caudigera,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Fridericia crassa,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Fridericia pubescens,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Fritzschia anisostemon,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Fritzschia integrifolia,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Froelichia interrupta,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Froelichia procera,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Froelichiella grisea,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Funifera ericiflora,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Galactia decumbens,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Galactia marginalis,s.i.,LC,EX,EX,s.i.,s.i.,LC
Galeandra paraguayensis,s.i.,NT,s.i.,s.i.,s.i.,s.i.,NT
Galeandra styllomisantha,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Galianthe cymosa,s.i.,NT,EX,EX,s.i.,s.i.,NT
Galianthe elegans,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Galianthe peruviana,s.i.,LC,EX,EX,s.i.,s.i.,LC
Galianthe pseudopeciolata,s.i.,NT,EX,EX,s.i.,s.i.,NT
Galianthe souzae,EN,s.i.,EN,EN,s.i.,EN,EN
Galianthe vaginata,EN,s.i.,EN,EN,s.i.,EN,EN
Galipea carinata,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Galium diphyllum,CR,s.i.,EX,EX,s.i.,CR,CR
Galium equisetoides,s.i.,LC,EX,EX,s.i.,s.i.,LC
Galium humile,s.i.,LC,EX,EX,s.i.,s.i.,LC
Galium hypocarpium,s.i.,NA,EX,s.i.,s.i.,s.i.,s.i.
Galium hypocarpium subsp. buxifolium,s.i.,s.i.,s.i.,EX,s.i.,s.i.,s.i.
Galium nigroramosum,s.i.,LC,EX,EX,s.i.,s.i.,LC
Galium noxium,s.i.,NA,EX,s.i.,s.i.,s.i.,s.i.
Galium noxium subsp. valantioides,s.i.,s.i.,s.i.,EX,s.i.,s.i.,s.i.
Galium rubidiflorum,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Galium shepherdii,CR,s.i.,CR,CR,s.i.,CR,CR
Gardnerina angustata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Gaultheria sleumeriana,CR,s.i.,EN,EN,s.i.,CR,CR
Gaya guerkeana,s.i.,LC,EX,EX,s.i.,s.i.,LC
Gaylussacia angulata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Gaylussacia caparoensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Gaylussacia centunculifolia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Gaylussacia harleyi,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Gaylussacia montana,s.i.,LC,EX,EX,s.i.,s.i.,LC
Gaylussacia oleifolia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Gaylussacia pruinosa,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Gaylussacia retivenia,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Gaylussacia rhododendron,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Gaylussacia setosa,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Gelasine caldensis,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Genipa americana,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Genlisea aurea,s.i.,LC,EN,EN,s.i.,s.i.,LC
Genlisea lobata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Genlisea repens,s.i.,LC,EN,EN,s.i.,s.i.,LC
Genlisea violacea,s.i.,LC,EX,EX,s.i.,s.i.,LC
Glaziophyton mirabile,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Gleasonia macrocalyx,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Glechon ciliata,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Gleditsia amorphoides,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Glinus radiatus,s.i.,LC,EX,EX,s.i.,s.i.,LC
Gochnatia argyrea,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Gochnatia rotundifolia,VU,s.i.,EX,EX,s.i.,VU,VU
Goeppertia aemula,s.i.,NT,VU,VU,s.i.,s.i.,NT
Goeppertia fatimae,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Goeppertia singularis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Goeppertia tuberosa,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Goeppertia widgrenii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Goeppertia wiotiana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Goeppertia zebrina,s.i.,LC,VU,VU,s.i.,s.i.,LC
Gomesa barbata,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Gomesa ciliata,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Gomesa concolor,s.i.,LC,EN,EN,s.i.,s.i.,LC
Gomesa cruciata,s.i.,LC,VU,VU,s.i.,s.i.,LC
Gomesa cuneata,CR,s.i.,VU,VU,s.i.,s.i.,CR
Gomesa jucunda,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Gomesa laxiflora,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Gomesa lietzei,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Gomesa pectoralis,CR,s.i.,CR,CR,s.i.,s.i.,CR|CR
Gomesa praetexta,s.i.,NA,VU,VU,s.i.,s.i.,LC|LC
Gomesa sarcodes,s.i.,NT,s.i.,s.i.,s.i.,s.i.,NT
Gomesa uniflora,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR|LC
Gomesa varicosa,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Gomesa welteri,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Gomphrena agrestis,s.i.,LC,VU,VU,s.i.,s.i.,LC
Gomphrena centrota,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Gomphrena duriuscula,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Gomphrena elegans,s.i.,LC,VU,VU,s.i.,s.i.,LC
Gomphrena graminea,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Gomphrena hatschbachiana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Gomphrena macrocephala,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Gomphrena nigricans,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Gomphrena paranensis,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Gomphrena pulchella,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Gomphrena regeliana,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Gomphrena schlechtendaliana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Gomphrena sellowiana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Gongora bufonia,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Gongylanthus liebmannianus,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Gonolobus dorothyanus,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Gonolobus parviflorus,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Gouania blanchetiana,s.i.,LC,EX,EX,s.i.,s.i.,LC
Gouania corylifolia,VU,s.i.,VU,VU,s.i.,VU,VU
Gouania inornata,EN,s.i.,EN,EN,s.i.,EN,EN
Gouania ulmifolia,s.i.,LC,EX,EX,s.i.,s.i.,LC
Goyazia petraea,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Graffenrieda weddellii,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Grammitis fluminensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Grandiphyllum divaricatum,VU,s.i.,VU,VU,s.i.,VU,VU
Grandiphyllum hians,VU,s.i.,VU,VU,s.i.,VU,VU
Griffinia aracensis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Griffinia colatinensis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Griffinia espiritensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Griffinia gardneriana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Griffinia hyacinthina,EN,s.i.,EN,EN,s.i.,EN,EN
Griffinia liboniana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Griffinia nocturna,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Griffinia parviflora,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Griffinia paubrasilica,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Griffinia rochae,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Grobya cipoensis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Grobya fascifera,VU,s.i.,EX,EX,s.i.,VU,VU
Guapira nitida,s.i.,LC,VU,VU,s.i.,s.i.,LC
Guarea anomala,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Guarea crispa,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Guarea cristata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Guarea sprucei,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Guarea zepivae,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Guatteria australis,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Guatteria emarginata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Guettarda paludosa,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Guettarda platyphylla,s.i.,DD,EX,EX,s.i.,s.i.,DD
Gunnera herteri,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Gunnera manicata,s.i.,NT,s.i.,s.i.,s.i.,s.i.,NT
Gustavia erythrocarpa,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Gustavia longepetiolata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Guzmania monostachia,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Guzmania sanguinea,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Gymnocalycium denudatum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Gymnopogon burchellii,s.i.,LC,CR,CR,s.i.,s.i.,LC
Gymnopogon doellii,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Gymnosiphon refractus,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Gyptis lanigera,EN,s.i.,EN,s.i.,s.i.,s.i.,EN
Gyptis vernoniopsis,EN,s.i.,s.i.,EN,s.i.,EN,EN
Gyrostelma bornmuelleri,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Gyrostelma oxypetaloides,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Habenaria achalensis,VU,s.i.,VU,VU,s.i.,VU,VU
Habenaria armata,s.i.,LC,EX,EX,s.i.,s.i.,LC
Habenaria brachyplectron,CR,s.i.,EX,EX,CR,CR,CR
Habenaria crucifera,s.i.,DD,EX,EX,s.i.,s.i.,DD
Habenaria culicina,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Habenaria ernest-ulei,s.i.,s.i.,s.i.,EX,s.i.,s.i.,s.i.
Habenaria ernesti-ulei,EN,s.i.,EX,s.i.,s.i.,s.i.,EN
Habenaria ernestulei,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Habenaria exaltata,s.i.,LC,EX,EX,s.i.,s.i.,LC
Habenaria galeandriformis,CR,s.i.,EX,EX,s.i.,CR,CR
Habenaria hexaptera,s.i.,LC,EX,EX,s.i.,s.i.,LC
Habenaria hydrophila,s.i.,DD,EX,EX,s.i.,s.i.,DD
Habenaria itaculumia,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Habenaria jordanensis,s.i.,DD,EX,EX,s.i.,s.i.,DD
Habenaria leucosantha,s.i.,LC,EN,EN,s.i.,s.i.,LC
Habenaria novaesii,CR,s.i.,EX,EX,s.i.,CR,CR
Habenaria piraquarensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Habenaria regnellii,s.i.,LC,EN,EN,s.i.,s.i.,LC
Habenaria santensis,s.i.,DD,EX,EX,s.i.,s.i.,DD
Habenaria schwackei,s.i.,LC,EN,EN,s.i.,s.i.,LC
Habenaria trifida,s.i.,LC,VU,VU,s.i.,s.i.,LC
Habenaria umbraticola,s.i.,LC,EX,EX,s.i.,s.i.,LC
Habranthus coeruleus,VU,s.i.,s.i.,s.i.,s.i.,VU,s.i.
Habranthus irwinianus,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Hadrolaelia alaori,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Hadrolaelia brevipedunculata,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Hadrolaelia jongheana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Hadrolaelia pumila,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Hadrolaelia pygmaea,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Hadrolaelia sincorana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Hadrolaelia wittigiana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Halodule emarginata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Halodule wrightii,s.i.,LC,EN,EN,s.i.,s.i.,LC
Handroanthus arianeae,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Handroanthus diamantinensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Handroanthus heptaphyllus,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Handroanthus parviflorus,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Handroanthus riodocensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Handroanthus spongiosus,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Hapalorchis lineatus,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Harpalyce lanata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Harpalyce parvifolia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Hatiora cylindrica,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Hatiora herminiae,VU,s.i.,VU,VU,s.i.,VU,VU
Hatschbachiella polyclada,s.i.,NT,s.i.,s.i.,s.i.,s.i.,NT
Hatschbachiella tweediana,s.i.,s.i.,s.i.,EN,s.i.,s.i.,s.i.
Hatschbachiella tweedieana,s.i.,LC,EN,s.i.,s.i.,s.i.,LC
Heisteria amazonica,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Heisteria perianthomega,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Heladena multiflora,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Helanthium bolivianum,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Helianthemum brasiliense,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Helicostylis heterotricha,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
