especie,cat_ameaca_br_old,cat_ameaca_cncflora_old,cat_ameaca_sp_old,cat_ameaca_sp,cat_ameaca_CR_lac,cat_ameaca_cncfloraweb,cat_ameaca_br
Aphelandra margaritae,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Aphelandra maximiliana,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Aphelandra prismatica,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Aphelandra schottiana,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Aphelandra squarrosa,s.i.,LC,EW,EW,s.i.,LC,s.i.
Apinagia riedelii,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Apium prostratum,s.i.,LC,VU,VU,s.i.,LC,s.i.
Apoclada simplex,EN,s.i.,EN,EN,s.i.,EN,EN
Apteria aphylla,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Apuleia leiocarpa,VU,s.i.,VU,VU,s.i.,VU,VU
Arachis villosa,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Araeococcus montanus,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Aralia warmingiana,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Araucaria angustifolia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Aristida brasiliensis,EN,s.i.,EX,EX,s.i.,EN,EN
Aristida circinalis,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Aristida constricta,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Aristida ekmaniana,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Aristida filifolia,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Aristida laevis,s.i.,LC,EX,EX,s.i.,LC,s.i.
Aristida macrophylla,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Aristida oligospira,s.i.,LC,EX,EX,s.i.,LC,s.i.
Aristida sanctae-luciae,s.i.,DD,EX,EX,s.i.,DD,s.i.
Aristida subaequans,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Aristolochia curviflora,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Aristolochia cymbifera,s.i.,LC,VU,VU,s.i.,LC,s.i.
Aristolochia hypoglauca,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Aristolochia labiata,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Aristolochia odora,VU,s.i.,EX,EX,s.i.,VU,VU
Aristolochia odoratissima,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Aristolochia wendeliana,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Arrojadoa bahiensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Arrojadoa eriocaulis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Arthrocereus glaziovii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Arthrocereus melanurus,EN,s.i.,s.i.,s.i.,s.i.,s.i.,s.i.
Arthrocereus melanurus subsp. melanurus,s.i.,s.i.,s.i.,s.i.,s.i.,EN,EN
Arthrocereus rondonianus,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Arthropogon villosus,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Arthropogon xerachne,CR,s.i.,CR,CR,s.i.,CR,CR
Arundinella deppeana,VU,s.i.,EX,EX,s.i.,VU,VU
Asclepias aequicornu,s.i.,LC,EN,EN,s.i.,LC,s.i.
Asclepias langsdorffii,s.i.,LC,EX,s.i.,s.i.,LC,s.i.
Asclepias langsdorfii,s.i.,s.i.,s.i.,EX,s.i.,s.i.,s.i.
Asclepias mellodora,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Aspasia lunata,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Aspicarpa sericea,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Aspidogyne commelinoides,s.i.,LC,s.i.,s.i.,s.i.,s.i.,s.i.
Aspidogyne kuczynskii,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Aspidosperma album,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Aspidosperma australe,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Aspidosperma cylindrocarpon,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Aspidosperma inundatum,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Aspidosperma macrocarpon,s.i.,LC,VU,VU,s.i.,s.i.,s.i.
Aspidosperma nobile,s.i.,LC,CR,CR,s.i.,s.i.,s.i.
Aspidosperma polyneuron,s.i.,NT,s.i.,s.i.,s.i.,NT,s.i.
Aspidosperma quebracho-blanco,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Aspidosperma quirandy,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Aspidosperma ramiflorum,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Aspidosperma riedelii,s.i.,LC,EN,EN,s.i.,LC,s.i.
Aspidosperma sandwithianum,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Aspidosperma spruceanum,s.i.,LC,EN,EN,s.i.,s.i.,s.i.
Aspidosperma tomentosum,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Aspilia almasensis,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Aspilia attenuata,s.i.,LC,s.i.,s.i.,s.i.,s.i.,s.i.
Aspilia belo-horizontinae,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Aspilia caudata,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Aspilia clausseniana,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Aspilia cordifolia,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Aspilia cylindrocephala,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Aspilia diamantinae,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Aspilia diffusiflora,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Aspilia diniz-cruzeanae,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Aspilia eglerii,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Aspilia espinhacensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Aspilia floribunda,s.i.,LC,EN,EN,s.i.,LC,s.i.
Aspilia grazielae,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Aspilia jugata,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Aspilia ovalifolia,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Aspilia pereirae,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Aspilia pohlii,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Aspilia prostrata,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Aspilia reticulata,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Aspilia silphioides,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Asplenium austrobrasiliense,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Asplenium beckeri,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Asplenium bradeanum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Asplenium campos-portoi,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Asplenium castaneum,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Asplenium lacinulatum,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Asplenium muellerianum,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Asplenium praemorsum,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Asplenium schwackei,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Asplenium trindadense,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Asplenium ulbrichtii,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Asplenium wacketii,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Asplundia brachypus,VU,s.i.,s.i.,s.i.,s.i.,LC|VU,s.i.
Asplundia polymera,s.i.,s.i.,s.i.,s.i.,s.i.,LC|VU,s.i.
Asplundia polymera subsp. reitzii,s.i.,s.i.,s.i.,s.i.,s.i.,LC|VU,VU
Asterella venosa,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Asterostigma colubrinum,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Asterostigma cubense,s.i.,DD,VU,VU,s.i.,DD,s.i.
Asterostigma lividum,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Asterostigma lombardii,s.i.,LC,VU,VU,s.i.,s.i.,s.i.
Asterostigma tweedianum,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Astraea cincta,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Astraea lobata,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Astrocaryum aculeatissimum,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Astrocaryum minus,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Astronium graveolens,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Astronium urundeuva,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Athenaea fasciculata,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Athyrium filix-femina,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Atractylocarpus brasiliensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Atractylocarpus longisetus,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Attalea barreirensis,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Attalea brasiliensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Attalea oleifera,s.i.,LC,VU,VU,s.i.,LC,s.i.
Attalea phalerata,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Aulonemia aristulata,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Aureliana fasciculata,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Austroblechnum lechleri,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Austroblechnum organense,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Austroblechnum penna-marina,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Austrocritonia angulicaulis,s.i.,LC,VU,VU,s.i.,LC,s.i.
Austroeupatorium rosmarinaceum,VU,s.i.,EX,EX,s.i.,s.i.,VU
Axonopus argentinus,EN,s.i.,EX,s.i.,s.i.,EN,s.i.
Axonopus aureus,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Axonopus carajasensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Axonopus chrysoblepharis,s.i.,LC,EX,EX,s.i.,LC,s.i.
Axonopus comans,s.i.,LC,EX,EX,s.i.,LC,s.i.
Axonopus complanatus,s.i.,LC,EX,EX,s.i.,LC,s.i.
Axonopus fastigiatus,VU,s.i.,EX,EX,s.i.,VU,VU
Axonopus hydrolithicus,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Axonopus monticola,EN,s.i.,EX,EX,s.i.,EN,EN
Axonopus pressus,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Axonopus ramboi,EN,s.i.,s.i.,EX,s.i.,EN,EN
Axonopus uninodis,CR,s.i.,EX,EX,s.i.,CR,CR
Azara uruguayensis,s.i.,NT,s.i.,s.i.,s.i.,NT,s.i.
Baccharis aracatubensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Baccharis brevifolia,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Baccharis concinna,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Baccharis elliptica,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Baccharis grandimucronata,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Baccharis hypericifolia,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Baccharis lychnophora,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Baccharis megapotamica,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Baccharis paranensis,s.i.,NT,s.i.,s.i.,s.i.,NT,s.i.
Baccharis penningtonii,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Baccharis polyphylla,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Baccharis pseudoalpestris,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Baccharis sagittalis,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Baccharis sphenophylla,s.i.,NT,s.i.,s.i.,s.i.,NT,s.i.
Baccharis xiphophylla,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Bacopa cochlearia,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Bacopa congesta,s.i.,LC,EX,EX,s.i.,LC,s.i.
Bactris hatschbachii,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Bactris timbuiensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Balfourodendron riedelianum,s.i.,NT,s.i.,s.i.,s.i.,NT,s.i.
Banisteriopsis andersonii,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Banisteriopsis basifixa,VU,s.i.,EX,EX,s.i.,VU,VU
Banisteriopsis cipoensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Banisteriopsis hatschbachii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Banisteriopsis hirsuta,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Banisteriopsis magdalenensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Banisteriopsis parviflora,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Banisteriopsis pseudojanusia,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Banisteriopsis salicifolia,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Banisteriopsis sellowiana,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Baptistonia cornigera,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Baptistonia kautskyi,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Baptistonia lietzei,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Baptistonia sarcodes,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Baptistonia truncata,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Baptistonia venusta,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Barbacenia delicatula,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Barbacenia ensifolia,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Barbacenia exscapa,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Barbacenia glutinosa,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Barbacenia gounelleana,EN,s.i.,EN,EN,s.i.,EN,EN
Barbacenia hirtiflora,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Barbacenia longiscapa,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Barbacenia paranaensis,EN,s.i.,EN,EN,s.i.,EN,EN
Barbacenia pungens,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Barbacenia riparia,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Barbacenia rodriguesii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Barbacenia spectabilis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Barbacenia spiralis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Barbosella dusenii,s.i.,NT,s.i.,s.i.,s.i.,NT,s.i.
Barbosella spiritu-sanctensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Barbosella trilobata,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Barjonia erecta,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Barnebya dispar,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Barrosoa apiculata,s.i.,LC,EX,EX,s.i.,LC,s.i.
Bathysa australis,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Bathysa cuspidata,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Bauhinia integerrima,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Bauhinia marginata,s.i.,DD,EX,EX,s.i.,DD,s.i.
Begonia albidula,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Begonia altamiroi,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Begonia apparicioi,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Begonia bahiensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Begonia besleriifolia,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Begonia biguassuensis,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Begonia brevilobata,s.i.,DD,EX,EX,s.i.,DD,s.i.
Begonia coccinea,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Begonia crispula,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Begonia curtii,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Begonia dentatiloba,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Begonia diaphones,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Begonia espiritosantensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Begonia fruticosa,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Begonia glabrescens,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Begonia handroi,EN,s.i.,EX,EX,s.i.,EN,EN
Begonia herbacea,s.i.,LC,s.i.,s.i.,s.i.,s.i.,s.i.
Begonia hirtella,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Begonia hispida,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Begonia huegelii,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Begonia ibitiocensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Begonia inconspicua,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Begonia integerrima,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Begonia itaguassuensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Begonia itatinensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia jureiensis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Begonia klydophylla,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Begonia kuhlmannii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Begonia larorum,CR,s.i.,EX,EX,s.i.,CR,CR
Begonia obscura,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Begonia organensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia paranaensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia paulensis,EN,s.i.,VU,VU,s.i.,EN,EN
Begonia perdusenii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia piresiana,CR,s.i.,VU,VU,CR,CR,CR
Begonia pluvialis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Begonia polygonifolia,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Begonia radicans,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Begonia rufa,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Begonia ruschii,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Begonia salesopolensis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Begonia santoslimae,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Begonia scharffii,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Begonia smilacina,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Begonia stenolepis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Begonia succulenta,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Begonia sylvatica,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Begonia tibagiensis,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Begonia toledoana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia undulata,EN,s.i.,EX,EX,s.i.,EN,EN
Begonia valdensium,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Begonia velloziana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Begonia venosa,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Begonia vicina,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Behuria parvifolia,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Beilschmiedia fluminensis,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Beilschmiedia rigida,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Belemia fucsioides,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Bellucia riparia,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Bellucia wurdackiana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Berberis campos-portoi,VU,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Bernardia confertifolia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Bernardia crassifolia,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Bernardia pulchella,EN,s.i.,s.i.,s.i.,s.i.,EN,s.i.
Bernardia similis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Bertholletia excelsa,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Bertolonia angustifolia,CR,s.i.,EX,EX,CR,CR,CR
Bertolonia formosa,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Bertolonia foveolata,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Bertolonia hoehneana,CR,s.i.,s.i.,s.i.,CR,CR,CR
Bertolonia leuzeana,EN,s.i.,VU,VU,s.i.,EN,EN
Bertolonia paranaensis,EN,s.i.,EX,EX,s.i.,EN,EN
Besleria grandifolia,VU,s.i.,VU,s.i.,s.i.,s.i.,s.i.
Besleria meridionalis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Besleria umbrosa,VU,s.i.,s.i.,VU,s.i.,s.i.,VU
Bidens bipinnata,s.i.,LC,EN,EN,s.i.,LC,s.i.
Bifrenaria aureofulva,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Bifrenaria harrisoniae,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Bifrenaria inodora,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Bifrenaria leucorrhoda,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Bifrenaria racemosa,s.i.,LC,EX,EX,s.i.,LC,s.i.
Bifrenaria silvana,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Bifrenaria tetragona,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Bifrenaria tyrianthina,s.i.,LC,EW,EW,s.i.,s.i.,s.i.
Bifrenaria wittigii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Billbergia alfonsi-joannis,s.i.,s.i.,s.i.,VU,s.i.,s.i.,s.i.
Billbergia alfonsijoannis,s.i.,LC,VU,s.i.,s.i.,s.i.,s.i.
Billbergia brasiliensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Billbergia distachia,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Billbergia lietzei,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Billbergia macrocalyx,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Billbergia magnifica,s.i.,LC,s.i.,s.i.,s.i.,s.i.,s.i.
Billbergia meyeri,s.i.,LC,EX,EX,s.i.,LC,s.i.
Billbergia nutans,s.i.,LC,VU,VU,s.i.,LC,s.i.
Billbergia pohliana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Billbergia pyramidalis,s.i.,DD,s.i.,s.i.,s.i.,DD,s.i.
Billbergia zebrina,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Bionia bella,s.i.,DD,VU,s.i.,s.i.,s.i.,s.i.
Bipinnula biplumata,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Bipinnula montana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Bipinnula penicillata,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Bixa arborea,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Blechnum andinum,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Blechnum heringeri,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Blechnum organense,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Blechnum penna-marina,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Blechnum sprucei,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Blechnum squamipes,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Blepharocalyx salicifolius,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Blepharodon bicuspidatum,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Blepharolejeunea securifolia,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Blotiella lindeniana,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Blumenbachia eichleri,s.i.,NT,s.i.,s.i.,s.i.,NT,s.i.
Blumenbachia scabra,s.i.,LC,EN,EN,s.i.,LC,s.i.
Blutaparon portulacoides,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Bonamia agrostopolis,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Bonamia burchellii,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Boopis bupleuroides,EN,s.i.,EX,EX,s.i.,EN,EN
Boopis itatiaiae,EN,s.i.,EN,EN,s.i.,EN,EN
Borreria paulista,s.i.,s.i.,s.i.,s.i.,s.i.,VU,s.i.
Borreria pulchristipula,s.i.,DD,VU,VU,s.i.,DD,s.i.
Borreria remota,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Bothriochloa laguroides,VU,s.i.,EX,EX,s.i.,VU,VU
Botrychium virginianum,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Botrypus virginianus,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Bouchea fluminensis,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Bowdichia virgilioides,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Brachionidium restrepioides,VU,s.i.,VU,VU,s.i.,VU,VU
Brachymenium hornschuchianum,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Brachymenium hornschunchianum,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Brachystele camporum,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Bradea anomala,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Bradea bicornuta,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Bradea kuhlmanni,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Bradea montana,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Brasilaelia crispa,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
