"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","coordinatePrecision","occurrenceRemarks","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","class","relatedCatalogItem","relationshipType","typeStatus","fieldNumber","individualCount","previousCatalogNumber","sex"
"192","2020-11-04 11:03:41-03","ESALQ","ESA","84572","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Araki, D.F.",NA,NA,NA,"Medeiros, D.A.; Silva, D.G.R.; Damasceno, A.C.F; França, E.J.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.R.A.","2003","04","21","Brasil","São Paulo","Iporanga","Parque Estadual Intervales. Núcleo Bulhas D'água, trilha da caverna de São Pedro. Vegetação secundária de Floresta Ombrófila Densa Montana/Submontana, com trechos remanescentes de floresta com extrativismo seletivo (madeira e palmito), e trechos regenerad","-48.29","-24.2","-48.29","-24.2","ESA084572","ESA084572",NA,"arbusto com 1,5m, frutos imaturos verdes e maduros brancos",NA,"Magnoliophyta",NA,"168.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-11-04 11:03:41-03","ESALQ","ESA","42152","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Souza, V.C.",NA,NA,NA,"Nave, A.G.; Dário, F.R. , Lopes, R.F. Bertani, D.F.","1997","09","09","Brasil","Mato Grosso","Pontes e Lacerda","Estrada na Mineradora Santa Elina. Floresta Estacional Semidecidual. Beira de estrada, antropizado","-594.703","-143.106","-594,703","-143,106","ESA042152","ESA042152",NA,"Arbóreo. Altura de 1, 5 m flor branca.",NA,"Magnoliophyta",NA,"2019.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-11-04 11:03:41-03","ESALQ","ESA","20028","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor",NA,NA,NA,NA,NA,"Leitão Filho, H.F. et al.","1995","11","09","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,"ESA020028",NA,"38804",NA,"auto","Magnoliophyta",NA,"32775.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-11-04 11:03:41-03","ESALQ","ESA","90250","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Souza, V.C.",NA,NA,NA,"Paula-Souza, J.; Ferrucci, M.S.; Duarte, A.R.; Rando, J.G.; Tsuji, R.","2005","01","25","Brasil","Tocantins","Lavandeira","5,5km de Lavandeira em direção a Aurora do Tocantins. Mata sobre afloramento de calcáreo","-46.5060997009277","-12.7885999679565","-46,493,889","-12,746,389","ESA090250","ESA090250","43579","Escandente, frutos imaturos verdes","auto","Magnoliophyta",NA,"4646.0",NA,NA,"460","460",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-11-04 11:03:41-03","ESALQ","ESA","112253","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor",NA,NA,NA,NA,NA,"Flores, T.B.",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA112253","ESA112253","48094",NA,"auto","Magnoliophyta",NA,"936.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-11-04 11:03:41-03","ESALQ","ESA","72201","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Jonhston, J.M.",NA,NA,NA,"Pickel, B.","1925","01","01","Brasil","Pernambuco","Olinda",NA,"-34.8553009033203","-8.00889015197754",NA,NA,"ESA072201","ESA072201","7110",NA,"auto","Magnoliophyta",NA,"395.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-11-04 11:03:41-03","ESALQ","ESA","93002","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Meireles, J.E. et al.","2005","03","29","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,"ESA093002","ESA093002","37574",NA,"auto","Magnoliophyta",NA,"326.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-11-04 11:03:41-03","ESALQ","ESA","34250","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor",NA,"Bertoncini, A.P.",NA,NA,NA,"Bertoncini, A.P. et al.","1996","12","12","Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,"ESA034250",NA,"38855",NA,"auto","Magnoliophyta",NA,"728.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-11-04 11:03:41-03","ESALQ","ESA","11280","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Souza, V.C.",NA,NA,NA,"Souza, V.C.","1989","01","30","Brasil","São Paulo","Peruíbe",NA,"-46.9900016784668","-24.3199996948242",NA,NA,"ESA011280","ESA011280","21922",NA,"auto","Magnoliophyta",NA,"490.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-11-04 11:03:41-03","ESALQ","ESA","19187","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor",NA,"Cavalheiro, L.","2000","06","05","Rossi, L. et al.","1994","03","31","Brasil","São Paulo","Pindamonhangaba",NA,"-45.4599990844727","-22.9200000762939",NA,NA,"ESA019187",NA,"24176",NA,"auto","Magnoliophyta",NA,"1484.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-11-04 11:03:41-03","ESALQ","ESA","83587","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Pastore, J.A.",NA,NA,NA,"Pastore, J.A. ; Moura, C.","2001","02","16","Brasil","São Paulo","São Vicente",NA,"-46.3899993896484","-23.9599990844727",NA,NA,"ESA083587","ESA083587","25482",NA,"auto","Magnoliophyta",NA,"971.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-11-04 11:03:41-03","ESALQ","ESA","27324","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor",NA,NA,NA,NA,NA,"Leitão Filho, H.F. et al.","1996","01","01","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA027324",NA,"34265",NA,"auto","Magnoliophyta",NA,"34389.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-11-04 11:03:41-03","ESALQ","ESA","31310","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor",NA,NA,NA,NA,NA,"Leitão Filho, H.F. et al.","1996","01","30","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA031310",NA,"34265",NA,"auto","Magnoliophyta",NA,"34536.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-11-04 11:03:41-03","ESALQ","ESA","22349","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor",NA,"Cavalheiro, L.",NA,NA,NA,"Souza, J.P.; Zandoval, J.A.; Miyagi, P.H.","1995","02","16","Brasil","São Paulo","Juquiá","37km de Juquiá em direção a Tapiraí. Beira de estrada.","-47.6300010681152","-24.3199996948242",NA,NA,"ESA022349",NA,"32505","Arbusto ca 1, 0-2, 0m alt. Flores creme, frutos imaturos verdes.","auto","Magnoliophyta",NA,"137.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-11-04 10:55:09-03","ESALQ","ESA","143124","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","laevigata","Tournefortia laevigata",NA,"Reis, R.","1993",NA,NA,"Reis, R.","1993","02","25","Brasil","Maranhão","Santa Luiza",NA,NA,NA,NA,NA,"ESA143124",NA,NA,NA,NA,NA,NA,"10862.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-11-04 10:55:09-03","ESALQ","ESA","143126","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","laevigata","Tournefortia laevigata",NA,"Reis, R.","1992","12","21","Reis, R.","1992","10","14","Brasil","Maranhão","Açailândia",NA,"-47.5046997070312","-4.9466700553894",NA,NA,"ESA143126",NA,"95172",NA,"auto",NA,NA,"10478.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2021-01-14 15:25:26-03","MN","R","14838","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Brade",NA,NA,NA,"Glaziou, A.F.M.; Netto, L.S.M.; Schwacke, C.A.W. & Moreira, N.","1880","11","29","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"R000014838","R000014838_001 R000014838_002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2021-01-14 15:25:26-03","MN","R","211322","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Brade, A.C.",NA,NA,NA,"Glaziou, A.F.M.; Galvão, F.R.","1879","08","28","Brasil",NA,NA,NA,NA,NA,NA,NA,"R000211322","R000211322_001",NA,"Gabinete de botânica da Escola Polytechnica, 5329; Herb. J. de Saldanha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2021-01-14 15:25:26-03","MN","R","66759","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Brade, A.C.",NA,NA,NA,"Glaziou, A.F.M.; Saldanha da Gama, J.","1878","08","12","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"R000066759","R000066759_001 R000066759_002",NA,"Herb. J. de Saldanha, 5007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2021-01-14 15:25:26-03","MN","R","66940","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","glaberrima","Tournefortia glaberrima","Salzm. ex DC.",NA,NA,NA,NA,"Glaziou, A.F.M.; Netto, L.S.M. & Schwacke, C.A.W.","1880","08","29","Brasil","Rio de Janeiro","Campo Grande",NA,NA,NA,NA,NA,"R000066940","R000066940_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2021-01-14 15:25:26-03","MN","R","12291","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","laevigata","Tournefortia laevigata","Lam.",NA,NA,NA,NA,"Glaziou, A.F.M.","1874","09","27","Brasil","Rio de Janeiro","Rezende",NA,"-44.4467010498047","-22.468900680542",NA,NA,"R000012291","R000012291_001","36089","Plantas do Brasil Central","auto",NA,NA,"7779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2021-04-04 13:43:09-03","UFPI","TEPB","6761","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Luciana Mautone","1990","01","01","H.P.Bautista","1989","11","13","Brasil","Bahia","Cruz das Almas",NA,"-39.1018981933594","-12.6700000762939",NA,NA,NA,NA,"14660","Planta semi-escandente, flor cor-de-vinho Ambiente: Mata semidecídua","auto",NA,NA,"1435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2015-07-02 14:42:20-03","JBP","HPL","13242","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor",NA,NA,NA,NA,NA,"T.B. Flores; G. Siqueira & R. Jesus","2010","10","25","Brasil","ES","Linhares","Reserva Natural Vale - Estrada do bobil. ESA-112253.","-40.070528","-19.000056","40° 04' 13,9 W","19° 00' 00,2 S",NA,NA,NA,NA,NA,NA,NA,"936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2016-02-02 14:37:50-02","BGBM","B","B 10 0460009","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor",NA,NA,NA,NA,NA,"Reitz & Klein","1961","01","21","Brazil",NA,NA,NA,NA,NA,NA,NA,"B100460009","B100460009",NA,"<a href=http://herbarium.bgbm.org/object/B100460009 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,"10671","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2019-12-19 08:15:13-03","FPS","FPS","942","MachineObservation","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Schwirkowski, P.","2015","08","30","Schwirkowski, P.","2015","08","30","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Trilhos, Rabo do Macaco.","-49.306259","-26.338505","-49.306259","-26.338505","FPS00942,FURB48567","FPS00942_v01 FPS00942_v02 FPS00942_v03 FPS00942_v04 FPS00942_v05 FURB48567",NA,"<ll>dwc_commonname:</ll> Caruru-de-veado-trepador",NA,NA,NA,"1206",NA,NA,NA,NA,NA,NA,"FURB 48567","voucher",NA,NA,NA,NA,NA
"217","2019-12-19 08:15:13-03","FPS","FPS","157","MachineObservation","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Schwirkowski, P.","2014","09","14","Schwirkowski, P.","2014","09","14","Brasil","Santa Catarina","São Bento do Sul","Rio Natal, linha férrea próxima à igreja","-49.298881","-26.358368","-49.298881","-26.358368","FPS00157","FPS00157_v01 FPS00157_v02 FPS00157_v03",NA,"<ll>dwc_commonname:</ll> Caruru-de-veado-trepador",NA,NA,NA,"355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2019-02-15 11:35:28-02","IPA","IPA","65897","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Melo, J.I.M.","2005","03","21","Oliveira, M.; Grillo, A.A.; Grillo, A.A.","2003","12","16","Brasil","Alagoas","Ibateguara","Usina Serra Grande, Taquara. Engenho dois abraços, borda da mata.","-35.9393997192383","-8.97249984741211",NA,NA,"IPA0065897",NA,"16798","Arbusto escandente; frutos imaturos verdes, maturos brancos. Ocasional.; Vegetação arbustivo-arbórea densa. Mata em bom estado de conservação.","auto","Plantae",NA,"1515","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2019-02-15 11:35:28-02","IPA","IPA","67251","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Melo, J.I.M.","2003","02","02","Alcina Viana; Félix, L.P.; Oliveira, J.B.S.; Félix, L.P.; Oliveira, J.B.S.","2003","06","09","Brasil","Pernambuco","Cabo de Santo Agostinho","Gurjaú, Mata do Café.","-35.0349998474121","-8.28666973114014",NA,NA,"IPA0067251",NA,"25282","Arbusto. Inflorescência verde; Mata Atlântica. Floresta Ombrófila Densa. Latossolo amarelo-distrófico.","auto","Plantae",NA,"376","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2019-02-15 11:35:28-02","IPA","IPA","1832","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Melo, J.I.M.","2005","03","21","Andrade-Lima","1950","07","24","Brasil","Pernambuco",NA,"margem da estrada de Aldeia.",NA,NA,NA,NA,"IPA0001832",NA,NA,"Cipó vigoroso, ramando sobre arbusto e pequena árvore; flores alvas.",NA,"Plantae",NA,"50-618","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2019-02-15 11:35:28-02","IPA","IPA","16130","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Melo, J.I.M.","2005","03","21","Andrade-Lima","1967","02","10","Brasil","Pernambuco","Bonito","borda da mata, 1 km além da divisa com Camocim de São Félix.","-35.7285995483398","-8.47027969360352",NA,NA,"IPA0016130",NA,"20932","Arbusto escandente; flores alvas.","auto","Plantae",NA,"67-4941","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2019-02-15 11:35:28-02","IPA","IPA","78385","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Irapuan, J.","2008","07","09","Albuquerque, N.A.; Rocha, F.M.; Rocha, F.M.","2007","07","29","Brasil","Pernambuco","Igarassu","Mata de Piedade, Usina São José. Borda com canavial.","-34.9063987731934","-7.83416986465454",NA,NA,"IPA0078385",NA,"24709","Arbusto cerca de 1,5 metros de altura. Frutos verdes.","auto","Plantae",NA,"383","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2019-02-15 11:35:28-02","IPA","IPA","11156","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Melo, J.I.M.","2005","03","21","Andrade-Lima","1957","10","13","Brasil","Pernambuco","Maraial","Fazenda Céu Azul","-35.8088989257812","-8.78250026702881",NA,NA,"IPA0011156",NA,"17320","Subarbusto escandente.","auto","Plantae",NA,"57-2733","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2019-02-15 11:35:28-02","IPA","IPA","56512","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Melo, J.I.M.","2000","07","04","Rita Pereira; et al.; et al.","1992",NA,NA,"Brasil","Pernambuco","Recife","Curado, Jardim Botânico.","-34.8810997009277","-8.05389022827148",NA,NA,"IPA0056512",NA,"18865","Inflorescência azulada.","auto","Plantae",NA,"821","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2019-02-15 11:35:28-02","IPA","IPA","65769","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Melo, J.I.M.","2005","03","21","Oliveira, M.; Grillo, A.A.; Grillo, A.A.","2003","03","12","Brasil","Alagoas","Ibateguara","Usina Serra Grande, Coimbra, entrada da grota do Dudé; próximo a curso d'água.","-35.9393997192383","-8.97249984741211",NA,NA,"IPA0065769",NA,"16798","Arbusto; frutos verdes. Raro.; Vegetação herbácea.","auto","Plantae",NA,"1311","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2019-02-15 11:35:28-02","IPA","IPA","27769","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Guimarães, E.","1978",NA,NA,"Raimundo, S.P.","1971","03","12","Brasil","Bahia","Almadina","Coaraci, plantação de cacau.","-39.6371994018555","-14.7053003311157",NA,NA,"IPA0027769",NA,"14289","Trepadeira; flor esbranquiçada; fruto verde.","auto","Plantae",NA,"1118","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-02-15 11:35:28-02","IPA","IPA","1369","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Gallindo, F.","1985","09","26","Andrade-Lima","1949","10","17","Brasil","Pernambuco",NA,"estrada Garanhus-Brejão (via Mochila)",NA,NA,NA,NA,"IPA0001369",NA,NA,NA,NA,"Plantae",NA,"49-353","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2019-02-15 11:35:28-02","IPA","IPA","27762","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Gallindo, F.","1983","09","26","Eupunino, A.","1973","10","18","Brasil","Bahia",NA,"km 10 a 15 da BR 367, Porto Seguro para Eunápolis.",NA,NA,NA,NA,"IPA0027762",NA,NA,"Trepadeira, flor branca.",NA,"Plantae",NA,"327","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2019-02-15 11:35:28-02","IPA","IPA","4720","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Melo, J.I.M.","2005","03","21","Pickel, B.","1935","09","25","Brasil","Pernambuco",NA,"Usina Mussurepe, á beira da mata.",NA,NA,NA,NA,"IPA0004720",NA,NA,NA,NA,"Plantae",NA,"4039","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2019-02-15 11:35:28-02","IPA","IPA","80109","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Marques, J.S.","2008","04","09","Alves-Araújo, A.; Araújo, D.; Araújo, D.","2007","12","19","Brasil","Pernambuco","Igarassu","Usina São José, Mata da Piedade, borda da mata.","-34.995833","-7.838889","-34.995833","-7.838889","IPA0080109",NA,NA,"Arbusto ca. 4m de altura, frutos imaturos verdes.; Mata Atlântica.",NA,"Plantae",NA,"709","Southern America",NA,"120","120",NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2019-02-15 11:35:28-02","IPA","IPA","78800","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Marques, J.S.","2008","04","09","Albuquerque, N.A.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.","2008","01","11","Brasil","Pernambuco","Igarassu","Mata de Pezinho, Usina São José. Borda da mata com canavial.","-34.9063987731934","-7.83416986465454",NA,NA,"IPA0078800",NA,"24709","Arbusto escandente ca. de 2 metros de altura. Flores brancas.","auto","Plantae",NA,"625","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2019-02-15 11:35:28-02","IPA","IPA","78802","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Marques, J.S.","2008","04","09","Albuquerque, N.A.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.","2008","01","10","Brasil","Pernambuco","Igarassu","Mata de Piedade, Usina São José. Borda da mata com canavial.","-34.9063987731934","-7.83416986465454",NA,NA,"IPA0078802",NA,"24709","Arbusto ca. de 3 metros de altura. Frutos verde imaturo.","auto","Plantae",NA,"627","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2019-02-15 11:35:28-02","IPA","IPA","78760","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Marques, J.S.; Alves-Araújo, A.","2008","02","15","Marques, J.S.; Alves-Araújo, A.; Alves-Araújo, A.","2008","02","15","Brasil","Pernambuco","Igarassu","Mata do Pezinho, Usina São José. Borda da mata com canavial.","-34.9063987731934","-7.83416986465454",NA,NA,"IPA0078760",NA,"24709","Arbusto ca. de 3 metros de altura. Fruto amadurecendo alvo.","auto","Plantae",NA,"300","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2019-07-26 11:39:38-03","IPA","IPA","31248","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Melo, J.I.M.","2005","03","21","Lima, R.; Chiappeta, A.; Barreto, R.; Lima, V.C.; Chiappeta, A.; Barreto, R.; Lima, V.C.","1983","06","08","Brasil","Pernambuco","Ipojuca","Fazenda Merepe, mata no caminho para a praia do cupe.","-35.0638999938965","-8.39888954162598",NA,NA,"IPA0031248",NA,"22847","Cipó de folhas lustrosas na face ventral; flores alvas.","auto","Plantae",NA,"CFPE--588","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2019-02-15 11:35:28-02","IPA","IPA","4716","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Gallindo, F.","1985","09","26","Pickel, B.","1923","09","20","Brasil","Pernambuco","Olinda","Monte, capoeiras da praia.","-34.8553009033203","-8.00889015197754",NA,NA,"IPA0004716",NA,"7110",NA,"auto","Plantae",NA,"395","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2019-02-15 11:35:28-02","IPA","IPA","11123","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Melo, J.I.M.","2005","03","21","Andrade-Lima","1957","09","24","Brasil","Pernambuco","Recife","Caxangá, propriedade Gulandi.","-34.8810997009277","-8.05389022827148",NA,NA,"IPA0011123",NA,"18865",NA,"auto","Plantae",NA,"57-2701","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2019-02-15 11:35:28-02","IPA","IPA","56830","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Melo, J.I.M.","2005","03","21","Bocage, A.; et al.; et al.","1996","08",NA,"Brasil","Pernambuco","Recife","Curado, Jardim Botânico.","-34.8810997009277","-8.05389022827148",NA,NA,"IPA0056830",NA,"18865","Flores brancas; frutos globosos verdes.; Mata Atlântica.","auto","Plantae",NA,"333","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2019-07-26 11:39:38-03","IPA","IPA","31399","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Melo, J.I.M.","2005","03","21","Gallindo, F.; Barreto, R.; Lima, R.; Chiappeta, A.; Barreto, R.; Lima, R.; Chiappeta, A.","1982","10","27","Brasil","Pernambuco","Recife","Dois Irmãos, Horto de Dois Irmãos, Açude do Meio.","-34.8810997009277","-8.05389022827148",NA,NA,"IPA0031399",NA,"18865","Cipó ca. 8m; flores alvas com centro levemente esverdeado.","auto","Plantae",NA,"CFPE--341","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2019-02-15 11:35:28-02","IPA","IPA","6985","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Gallindo, F.","1985","09","26","Pickel, B.","1934","10","05","Brasil","Pernambuco","São Lourenço da Mata","Tapera, na mata.","-35.0182991027832","-8.00222015380859",NA,NA,"IPA0006985",NA,"21764",NA,"auto","Plantae",NA,"3732","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
