"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"336","2019-11-27 13:52:54-03","UFS","ASE","22858","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Gomes, LA","2012","02",NA,"Gomes, LA; Déda, RM; Santos, E; Campos, DA","310","2012","01","24","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda de mata.","-37.428611","-11.399444","-37.428611","-11.399444",NA,NA,"Árvore com aproximadamente 15m. Com botões florais esverdeados, flores cremes e frutos imaturos amarronzados. Latescente.; Árvore com aproximadamente 15m. Com botões florais esverdeados, flores cremes e frutos imaturos amarronzados. L","ASE0028520","ASE0028520","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2019-11-27 13:52:54-03","UFS","ASE","25250","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Gomes, LA","2012","09",NA,"Gomes, LA; Déda, RM; Santos, E; Porto, NM","611","2012","08","14","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda de mata. Solo arenoso.","-37.425861","-11.385528","-37.425861","-11.385528",NA,NA,"Árvore, 6m. Flores esverdeadas. UTM: 0671199/8739231.; Árvore, 6m. Flores esverdeadas. UTM: 0671199/8739231.; Mata Atlântica","ASE0030319","ASE0030319","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2019-11-27 13:52:54-03","UFS","ASE","27149","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Gomes, LA","2013","03",NA,"Gomes, LA; Farias, MCV; Santos, E","1007","2013","02","22","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto","-37.425417","-11.398694","-37.425417","-11.398694",NA,NA,"Árvore com cerca de 12 m. Frutos imaturos ferrugíneos.; Mata Atlântica","ASE0031531","ASE0031531","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2019-11-27 13:52:54-03","UFS","ASE","30152","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Moreno, GAC","2013",NA,NA,"Campos, DA; Matos, GMA; Freire, GS; Santos, E","352","2013","06","21","Brasil","Sergipe","Estância","Povoado Abais, APA Sul.","-37.29625","-11.313889","-37.29625","-11.313889",NA,NA,"Restinga.","ASE0001534","ASE0001534","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2019-11-27 13:52:54-03","UFS","ASE","30473","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Oliveira, EVS","2014","08","27","Ferreira, ES; Oliveira, EVS","76","2012","08","07","Brasil","Sergipe","Pirambu","Rebio de Santa Isabel, Lagoa Redonda","-36.808611","-10.6875","-36.808611","-10.6875",NA,NA,"Árvore. Cerca de 4 m.; Restinga","ASE0001920","ASE0001920","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2019-11-27 13:52:54-03","UFS","ASE","31001","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Carregosa, T","2014","06","27","Almeida, ES","49","2014","03","14","Brasil","Sergipe","Santo Amaro das Brotas","Solo arenoso","-37.054167","-10.789167","-37.054167","-10.789167",NA,NA,"Árvore. Casca externa bege, fina e estriada e casca interna verde. Com flores. Coordenadas UTM: E (0719772m) N (8805411m). Nº de conglomerado: 120, Nº da subunidade: 03, Nº da subparcela: 10, Nº da árvore: 06 R.; Reestinga","ASE0002349","ASE0002349","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2019-11-27 13:52:54-03","UFS","ASE","33034","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Déda, RM","2015","02","10","Almeida, ES","390","2014","06","04","Brasil","Sergipe","Divina Pastora","Solo com bastante serrapilheira","-37.148333","-10.688611","-37.148333","-10.688611",NA,NA,"Árvore com 6,8 m, de base reta, presença exsudato aquoso, branco, pouco, viscoso e de odor ausente. Casca externa cinza e interna branca, grossa, fendida e com placas lenhosas. Com odor de corte adocicado. Presença de botões florais f","ASE0005084","ASE0005084","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2019-11-27 13:52:54-03","UFS","ASE","3759","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","Viana, G","928","1984","04","03","Brasil","Sergipe","Pirambu",NA,"-36.855833","-10.737778","-36.855833","-10.737778",NA,NA,"Árvore ca. 8m. Flores em botões florais marrons.; Árvore ca. 8m. Flores em botões florais marrons.; Mata de Restinga.","ASE0019734","ASE0019734","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2019-11-27 13:52:54-03","UFS","ASE","4202","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","Viana, G","1339","1986","01","17","Brasil","Sergipe","Santa Luzia do Itanhy","Ilha da Tartaruga","-37.424278","-11.378056","-37.424278","-11.378056",NA,NA,"Árvore. 8m. . flores marrons.; Árvore. 8m. . flores marrons.; Restinga","ASE0015520","ASE0015520","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2019-11-27 13:52:54-03","UFS","ASE","433","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2008","04","22","Fonseca, MR","ASE433","1977","11","09","Brasil","Sergipe","Pirambu","Robalo","-36.855833","-10.737778","-36.855833","-10.737778",NA,NA,"Arbusto. 2,5m. . latex branco e flores marrom claras.; Arbusto. 2,5m. . latex branco e flores marrom claras.; Tabuleiros arenosos","ASE0012823","ASE0012823","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2019-11-27 13:52:54-03","UFS","ASE","493","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2008","04","22","Fonseca, MR","ASE493","1977","09","26","Brasil","Sergipe","Pirambu","2km ápos pov. São José","-36.855833","-10.737778","-36.855833","-10.737778",NA,NA,"Arbusto. 2-3m. . látex branco, flores marrom claro e frutos indeiscentes pilosos.; Arbusto. 2-3m. . látex branco, flores marrom claro e frutos indeiscentes pilosos.; Tabuleiros arenosos","ASE0012862","ASE0012862","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","2019-11-27 13:52:54-03","UFS","ASE","508","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2008","04","22","Fonseca, MR","ASE508","1978","01","11","Brasil","Sergipe","Santo Amaro das Brotas",NA,"-37.054167","-10.789167","-37.054167","-10.789167",NA,NA,"Arbusto. 2,5m. . flores isoladas aos pares, cauliformes e de cor amarelo-claro.; Arbusto. 2,5m. . flores isoladas aos pares, cauliformes e de cor amarelo-claro.; Restinga","ASE0012874","ASE0012874","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","2019-11-27 13:52:54-03","UFS","ASE","5531","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","Silva, LAM; S.C.Sant'Ana; J.G.Jardim; E.B.dosSantos","3022","1994","06","15","Brasil","Sergipe","Estância","Estrada Estância/Abaís","-37.438056","-11.268611","-37.438056","-11.268611",NA,NA,"Arvoreta. 2,5m. . frutos jovens com pilosidade marrom e quando maduros são glabros e amarelo alaranjados, látex branco.; Arvoreta. 2,5m. . frutos jovens com pilosidade marrom e quando maduros são glabros e amarelo alaranjados, látex b","ASE0016195","ASE0016195","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2019-11-27 13:52:54-03","UFS","ASE","5710","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","A.M.A.Amorim; S.C.Sant'Ana; J.G.Jardim; J.Delabie; J.Argolo; S.E","1516","1993","11","28","Brasil","Sergipe","Estância","Br-101, praia do Abaís","-37.438056","-11.268611","-37.438056","-11.268611",NA,NA,"Arbusto. 2m. . látex alvo e frutos maduros amarronzados.; Arbusto. 2m. . látex alvo e frutos maduros amarronzados.; Restinga","ASE0016314","ASE0016314","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2019-11-27 13:52:54-03","UFS","ASE","5749","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","J.G.Jardim; Mattos Silva, LA; S.C.Santana; E.B. dos Santos","452","1994","06","14","Brasil","Sergipe","Santa Luzia do Itanhy","Estrada Crasto - Santa Luzia","-37.424278","-11.378056","-37.424278","-11.378056",NA,NA,"Árvore. 20-25m. . flores verdes.; Árvore. 20-25m. . flores verdes.; Mata","ASE0016342","ASE0016342","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2019-11-27 13:52:54-03","UFS","ASE","5767","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","J.G.Jardim; Mattos Silva, LA; S.C.Santana; E.B. dos Santos","472","1994","06","14","Brasil","Sergipe","Santa Luzia do Itanhy","Estrada Crasto - Santa Luzia","-37.424278","-11.378056","-37.424278","-11.378056",NA,NA,"Árvore. 25m. . Sépalas amarelo pálido. Frutos jovens verde-amarronzado. Látex Branco.; Árvore. 25m. . Sépalas amarelo pálido. Frutos jovens verde-amarronzado. Látex Branco.; Mata","ASE0016356","ASE0016356","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2019-11-27 13:52:54-03","UFS","ASE","6087","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2008","04","22","Landim, M","349","1995","05","03","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto, Borda da mata","-37.425861","-11.385528","-37.425861","-11.385528",NA,NA,"árvore. 7.5. m. Presença de botões florais e flores com pétalas bege. Presença de leite branco.; árvore. 7.5. m. Presença de botões florais e flores com pétalas bege. Presença de leite branco.; Mata","ASE0016596","ASE0016596","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2019-11-27 13:52:54-03","UFS","ASE","6676","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2008","04","22","Landim, M; V.M.Schettino","927","1996","05","26","Brasil","Sergipe","Itaporanga d'Ajuda","P.A. 8 de Março (INCRA)","-37.310278","-10.998333","-37.310278","-10.998333",NA,NA,"árvore. 8. m. Botões verdes. Área desmatada para cultivo.; árvore. 8. m. Botões verdes. Área desmatada para cultivo.; Mata","ASE0017049","ASE0017049","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2019-11-27 13:52:54-03","UFS","ASE","7004","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","C.Amaral; Santos, E","46","1997","12","05","Brasil","Sergipe","Barra dos Coqueiros","Área localizada após o Rio Parnamirim","-37.038611","-10.908889","-37.038611","-10.908889",NA,NA,"árvore. 2.5. m. Flores com pétalas esverdeadas. Botões verdes.; árvore. 2.5. m. Flores com pétalas esverdeadas. Botões verdes.; Restinga","ASE0017300","ASE0017300","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2019-11-27 13:52:54-03","UFS","ASE","7425","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","Landim, M","1183","1997","04","07","Brasil","Sergipe","Santo Amaro das Brotas",NA,"-37.054167","-10.789167","-37.054167","-10.789167",NA,NA,"arbusto. 3. m. Botões e flores secas e frutos imaturos.; arbusto. 3. m. Botões e flores secas e frutos imaturos.; Restinga","ASE0017462","ASE0017462 ASE0017462_1","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2019-11-27 13:52:54-03","UFS","ASE","8148","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","Cruz, A","62","1998","07","10","Brasil","Sergipe","São Cristóvão","Àrea de Mata na Rodovia João Bebe Àgua","-37.206389","-11.014722","-37.206389","-11.014722",NA,NA,"árvore. 7. m. Presença de muitos botões verdes; poucas flores abertas.; árvore. 7. m. Presença de muitos botões verdes; poucas flores abertas.; borda de trilha","ASE0018007","ASE0018007","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2019-11-27 13:52:54-03","UFS","ASE","8186","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2008","04","22","Cruz, A; Santos, E","100","1999","02","16","Brasil","Sergipe","Barra dos Coqueiros",NA,"-37.038611","-10.908889","-37.038611","-10.908889",NA,NA,"árvore. 2.5. m. Presença de flores amarelas (meio-aberta), muitos botões e frutos grandes redondos e verdes em pouca quantidade.; árvore. 2.5. m. Presença de flores amarelas (meio-aberta), muitos botões e frutos grandes redondos e ver","ASE0018034","ASE0018034 ASE0018034_1","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2019-11-27 13:52:54-03","UFS","ASE","8882","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","Lemos, IC; Prata, AP; Silva, AC; Costa, SM; M. Ibrahim; G.B.","26","2006","07","18","Brasil","Alagoas","Marechal Deodoro","Dunas do Cavalo Russo","-35.895","-9.710278","-35.895","-9.710278",NA,NA,"Árvore. plantas com látex.; Árvore. plantas com látex.; Restinga","ASE0018276","ASE0018276","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2019-11-27 13:52:54-03","UFS","ASE","8885","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","16","Lemos, IC; Prata, AP; Silva, AC; Costa, SM; M. Ibrahim; G.B.","23","2006","07","18","Brasil","Alagoas","Pilar","Mata do Lamarão","-35.956667","-9.5975","-35.956667","-9.5975",NA,NA,". botões verdes, aroma de mel e látex branco.; . botões verdes, aroma de mel e látex branco.; Restinga","ASE0018279","ASE0018279","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2019-11-27 13:52:54-03","UFS","ASE","934","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2008","04","22","Fonseca, MR","528","1981","06","30","Brasil","Sergipe","Santo Amaro das Brotas","Faz. Prhocase","-37.054167","-10.789167","-37.054167","-10.789167",NA,NA,"Arbusto. 2m. . latex branco, flores alvas e frutos imaturos pardos.; Arbusto. 2m. . latex branco, flores alvas e frutos imaturos pardos.; Restinga","ASE0013166","ASE0013166","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2019-11-27 13:52:54-03","UFS","ASE","9399","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","Landim, M","1538","2003","10","08","Brasil","Sergipe","Maruim","Mata do catititu","-37.081667","-10.737778","-37.081667","-10.737778",NA,NA,"árvore. Frutos imaturos verdes.; árvore. Frutos imaturos verdes.; Área desmatada","ASE0018652","ASE0018652","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2019-11-27 13:52:54-03","UFS","ASE","39511","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Santana, JP","2017","11","16","Santana, JP","653","2017","11","14","Brasil","Sergipe","Nossa Senhora do Socorro","Floresta Nacional do Ibura","-37.0733","-10.5118","-37.0733","-10.5118",NA,NA,"Árvore, 7 m, fruto marron, presença de cálice marron. Folhas simples. Látex na folha e caule. Coletada interior da mata.","ASE0041032",NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2019-11-27 13:52:54-03","UFS","ASE","28577","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Matos, GMA","2013","07",NA,"Freire, GS; Matos, GMA; Déda, RM; Costa, SM; Carregosa, T","109","2013","05","09","Brasil","Sergipe","Pirambu",NA,"-37.451944","-11.225833","-37.451944","-11.225833",NA,NA,"Árvore, cálice piloso, verde amarelado, flor com corola gamopetala esverdeada.; Tabuleiro Costeiro.","ASE0000258","ASE0000258","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2019-11-27 13:52:54-03","UFS","ASE","36253","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Freire, GS","2016","03","23","Silva, BD; Santos, E","65","2016","03","04","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto","-37.2654","-11.2103","-37.2654","-11.2103",NA,NA,"Com cerca de 9 metros de altura, botões florais ferrugineos e alvos.","ASE0036697","ASE0036697","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2019-11-27 13:52:54-03","UFS","ASE","40732","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Felix, GJ","2018","04","16","Felix, GJ; Oliveira, EVS; Santos-Neto, AM","150","2016","05","27","Brasil","Sergipe","Santo Amaro das Brotas","Assentamento Hugo Heredia (Rodovia SE-240), Mata de reserva legal","-37.031","-10.5253","-37.031","-10.5253",NA,NA,"Solo arenoso e seco. Substrato terrícola. Arbusto. Fruto imaturo.; Restinga","ASE0042283",NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2021-03-01 16:41:14-03","UNICAMP","UEC","143857","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Meireles, JE; Firetti, F; Kubota, U; et al.","285","2005","03","27","Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Nuúcleo Caverna do Diabo. Trilha do Mirante do Angico.","-48.407778","-24.634722","-48.407778","-24.634722","400","400","Árvore de 18m. Folhas discolores cartáceas. Botões ferrugíneos. Latescente.; Floresta Ombrófila Densa Baixo Montana degradada.","UEC086308","UEC086308",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2021-03-01 16:41:14-03","UNICAMP","UEC","143857","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Meireles, JE; Firetti, F; Kubota, U; et al.","286","2005","03","27","Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Nuúcleo Caverna do Diabo. Trilha do Mirante do Angico.","-48.407778","-24.634722","-48.407778","-24.634722",NA,NA,"Árvore de 12m. Folhas discolores cartáceas. Cálicecom indumento ferrugíneo. Corola verde amarelada.; Floresta Ombrófila Densa Baixo Montana degradada.","UEC086307","UEC086307",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2021-03-01 16:41:14-03","UNICAMP","UEC","107977","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Bicudo, LRH; Campos, CJ; Barbosa, SB","102","1998","10","13","Brazil","São Paulo",NA,"Chácara São Miguel, braço de estrada de Panaroma a Campinal.","-51.905278","-21.401111","-51.905278","-21.401111",NA,NA,"Mata, 4m de altura, corola verde.","UEC047880","UEC047880",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2021-03-01 16:41:14-03","UNICAMP","UEC","160902","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Cavalin, PO","2010","06",NA,"Cavalin, PO","14","2009","06","23","Brazil","São Paulo","São Luiz do Paraitinga","Núcleo Santa Virgínia","-45.067778","-23.341111","-45.067778","-23.341111","1046","1094","Indivíduo juvenil, 1-2 m de altura.; Sub-bosque Floresta Ombrófila Densa.","UEC039380","UEC039380",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2021-03-01 16:41:14-03","UNICAMP","UEC","167047","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Stefani, EJF","2011","11",NA,"Stefani, EJF; Belinello, R; Galvão, J","309","2011","07","01","Brazil","São Paulo","Paraibuna","Parque Estadual da Serra do Mar.","-45.540556","-23.5925","-45.540556","-23.5925","800","900","Árvore com 14m.; Mata Atlântica.","UEC086309","UEC086309",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2021-03-01 16:41:14-03","UNICAMP","UEC","170036","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Rochelle, ALC","2008","03",NA,"Rochelle, ALC","J150",NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.","-45.084167","-23.366667","-45.084167","-23.366667","450","450","Indivíduo J150 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.","UEC041703","UEC041703",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
