"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","barcode","order","imagecode","class","relatedCatalogItem","fieldNumber","typeStatus","sex"
"154","2021-03-24 17:10:04-03","UFES","SAMES","5958","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Coelho,R.; PintoJunior,H.V.;Covre,C.","2015","08","19","Brasil","Espírito Santo","Águia Branca","Inselberg, área de coleta do Herval.",NA,NA,NA,NA,NA,NA,"-40.7402992248535","-18.9831008911133","19701","auto","445",NA,NA,NA,"SAMES05958",NA,NA,NA,NA,NA,NA,NA
"155","2021-03-24 17:10:04-03","UFES","SAMES","1698","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Pinto Junior, H.V.; Luber, J.","2016","03","16","Brasil","Espírito Santo","Águia Branca","Santa Luzia. Antiga propriedade do Sr. Ciro Ferreira; afloramento próximo a cachoeira do Arco-íris.",NA,NA,NA,NA,NA,"Erva habitando ilha de vegetação em afloramento rochoso; sol pleno; abundante.","-40.7402992248535","-18.9831008911133","19701","auto","225",NA,NA,NA,"SAMES01698",NA,NA,NA,NA,NA,NA,NA
"156","2021-03-24 17:10:04-03","UFES","SAMES","8212","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Pinto Junior,H.V.; W.S.Justiuno.;T.Sperandio.;Menezes,L.F.T.","2018","03","22","Brasil","Espírito Santo","Vila Pavão","PEDRA DO VIADINHO.","-405558333.0","-186230556.0",NA,NA,NA,"Folhas verdes, sombra habitando ilha de vegetação inselberg, abundante.","-40.611400604248","-18.6149997711182","19647","auto","390",NA,NA,NA,"SAMES08212",NA,NA,NA,NA,NA,NA,NA
"157","2019-11-21 14:50:32-03","UFJF","CESJ","26783","PreservedSpecimen","Plantae","Lycopodiopsida","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","L.T. Souza","1980","08",NA,"s.col.","1980","08","30","Brasil","Espírito Santo","Guarapari","Na encosta ensolarada de morro, sobre húmus, associada com <em>Vellosia</em>. Forma touceira densa.",NA,NA,NA,NA,NA,"Na seca as frondes se enrolam sobre a face adaxial.","-40.5110015869141","-20.6580009460449","28401","auto","s.n.","América do Sul",NA,NA,"CESJ026783",NA,"CESJ026783",NA,NA,NA,NA,NA
"158","2019-11-21 14:50:32-03","UFJF","CESJ","2651","PreservedSpecimen","Plantae","Lycopodiopsida","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","L.T. Souza","1980","08",NA,"L. Krieger","1980","08","30","Brasil","Espírito Santo","Guarapari","Na encosta ensolarada de morro, sobre húmus, associada com <em>Vellosia</em>. Forma touceira densa.",NA,NA,NA,NA,NA,"Na seca as frondes se enrolam sobre a face adaxial.","-40.5110015869141","-20.6580009460449","28401","auto","CESJ2651","América do Sul",NA,NA,"CESJ002651",NA,"CESJ002651",NA,NA,NA,NA,NA
"159","2019-11-21 14:50:32-03","UFJF","CESJ","20137","PreservedSpecimen","Plantae","Lycopodiopsida","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","L. Krieger",NA,NA,NA,"L. Krieger; Raquel","1984","04","15","Brasil","Espírito Santo","Guarapari","Rupícola, em morro de gnaisse sobre fina camada de húmus. Face nordeste, inclinação 30 a 40º - 5 a 10msm. Freq.",NA,NA,NA,NA,NA,"Folhas desidratadas tendem a enrolar para dentro (convoluta).","-40.5110015869141","-20.6580009460449","28401","auto","CESJ20137","América do Sul",NA,NA,"CESJ020137",NA,"CESJ020137",NA,NA,NA,NA,NA
"160","2019-11-21 14:50:32-03","UFJF","CESJ","3061","PreservedSpecimen","Plantae","Lycopodiopsida","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"s.col.",NA,NA,NA,"Brasil","Minas Gerais","Juiz de Fora","Fazenda de Santa Ana",NA,NA,NA,NA,NA,NA,"-43.3502998352051","-21.7642002105713","36144","auto","s.n.","América do Sul",NA,NA,"CESJ003061",NA,"CESJ003061",NA,NA,NA,NA,NA
"161","2019-11-21 14:50:32-03","UFJF","CESJ","11665","PreservedSpecimen","Plantae","Lycopodiopsida","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"L. Krieger","1972","05","13","Brasil","Minas Gerais","Juiz de Fora","Goianá, Faz. de Santana. Sobre paredões de gnaiss em touceiras (tapetes), heliófila, lugares secos.",NA,NA,NA,NA,NA,"Frondes retorcidas. Planta de tonalidade verde-cinza.","-43.3502998352051","-21.7642002105713","36144","auto","CESJ11665","América do Sul",NA,NA,"CESJ011665",NA,"CESJ011665",NA,NA,NA,NA,NA
"162","2019-11-21 14:50:32-03","UFJF","CESJ","64111","PreservedSpecimen","Plantae","Lycopodiopsida","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","V.A.O. Dittrich","2008","10",NA,"V.A.O. Dittrich; F.R.S. Martins; L. Aleixo; C.A.E. Leitão","2008","10","04","Brasil","Bahia","Anagé","Coordenadas geográficas e altitude aproximadas.","-41.164472","-14.642389","410","410",NA,"Terrícola em mata ciliar em domínio de caatinga","-41.164472","-14.642389",NA,NA,"1583","América do Sul",NA,NA,"CESJ064111",NA,"CESJ064111",NA,NA,NA,NA,NA
"163","2019-11-21 14:50:32-03","UFJF","CESJ","70522","PreservedSpecimen","Plantae","Lycopodiopsida","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","V.A.O. Dittrich","2018","04",NA,"V.A.O. Dittrich; B.P.S. Pereira","2018","03","30","Brasil","Espírito Santo","Castelo","Área urbana (distrito-sede)","-41.200611","-20.600306","135","135",NA,"Terrícola em barranco iluminado à beira de rua, em área de domínio de Floresta Atlântica.","-41.200611","-20.600306",NA,NA,"2237","América do Sul",NA,NA,"CESJ070522",NA,NA,NA,NA,NA,NA,NA
"164","2019-11-21 14:50:32-03","UFJF","CESJ","20987","PreservedSpecimen","Plantae","Lycopodiopsida","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"L. Krieger","1985","12","18","Brasil","Espírito Santo","Guarapari","Na ensota do morro granítico. Rupícola. Muito frequente.",NA,NA,NA,NA,NA,"Na falta de água as frondes enrolam sobre a face adaxial que é mais escura.","-40.5110015869141","-20.6580009460449","28401","auto","CESJ20987","América do Sul",NA,NA,"CESJ020987",NA,"CESJ020987",NA,NA,NA,NA,NA
"165","2019-11-21 14:50:32-03","UFJF","CESJ","3062","PreservedSpecimen","Plantae","Lycopodiopsida","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","A.C. Brade","1937",NA,NA,"P. Campos Porto",NA,NA,NA,"Brasil","Bahia","Itaguassu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","América do Sul",NA,NA,"CESJ003062",NA,"CESJ003062",NA,NA,NA,NA,NA
"166","2019-11-21 14:50:32-03","UFJF","CESJ","21183","PreservedSpecimen","Plantae","Lycopodiopsida","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","R.F. Novelino","1984","12","17","L. Krieger; R.F. Novelino","1984","12","03","Brasil","Minas Gerais","Rio Novo","Fazenda de Santana, Frequente. Formando almofadas extensas sobre gnaiss (rupícola), delgada cada de húmus. Altitude 800m e inclinção 50º, voltada para o leste.",NA,NA,NA,NA,NA,NA,"-43.125301361084","-21.4575004577637","14119","auto","CESJ21183","América do Sul",NA,NA,"CESJ021183",NA,"CESJ021183",NA,NA,NA,NA,NA
"167","2019-11-21 14:50:32-03","UFJF","CESJ","26645","PreservedSpecimen","Plantae","Lycopodiopsida","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","R.F. Novelino","1984","12","17","L. Krieger; R.F. Novelino","1984","12","03","Brasil","Minas Gerais","Rio Novo","Fazenda de Santana, Frequente. Formando almofadas extensas, sobre gnaiss (rupícola), delgada camada de húmus. Altitude de 800msm e inclinação de 50º, voltada para o leste.",NA,NA,NA,NA,NA,NA,"-43.125301361084","-21.4575004577637","14119","auto","CESJ26645","América do Sul",NA,NA,"CESJ026645",NA,"CESJ026645",NA,NA,NA,NA,NA
"168","2021-04-07 11:48:47-03","UFMS","CGMS","41017","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","G.A. Damasaceno-Junior","2013","11","16","G.A. Damasceno-Junior; A.G.Boaretto; C.A. Carollo; R.H. Silva; A.R.Q. Paredes","2013","11","16","Brasil","Mato Grosso do Sul","Corumbá","Bancada laterítica.","-57,5588889","-19,1655556",NA,NA,NA,NA,"-57.5588889","-19.1655556",NA,NA,"5319",NA,NA,NA,"CGMS1071000",NA,NA,NA,NA,NA,NA,NA
"169","2021-04-07 11:48:47-03","UFMS","CGMS","38474","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","V.J. Pott",NA,NA,NA,"V.J. Pott; A. Pott; A.C.M. Cristaldo.","2002","05","05","Brasil","Mato Grosso do Sul","Aquidauana","Morro de Vigia, aldeia Indígena Terena Limão Verde, Serra de Maracaju.","-55,6833333","-20,3316667","250","250",NA,"Folha discolor; Duplicata CPAP. Habitat: Lage úmida em encosta. Solo litossolo (arenito). Relevo declive. Habito: Erva. Frequente. 0,15-0,20m de altura.","-55.6833333","-20.3316667",NA,NA,"5414",NA,NA,NA,"CGMS1067864",NA,NA,NA,NA,NA,NA,NA
"170","2021-04-07 11:48:47-03","UFMS","CGMS","38476","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","V.J. Pott",NA,NA,NA,"V.J. Pott; A. Pott; A.L.B. Sartori; L.C.P. Lima; S. Aragaki; M. Moraes.","2001","04","04","Brasil","Mato Grosso do Sul","Porto Murtinho","25Km de Porto Murtinho, BR-267, descendo o barranco da estrada.","-57,65","-21,7122222",NA,NA,NA,"Planta seca esturricada. Habitat: Vegetação secundária chaquenha, ao longo da estrada em época de seca. Solo argiloso. Relevo plano. Habito: Erva. Mancha ocasional. 0,10-0,15 m de altura.","-57.65","-21.7122222",NA,NA,"4514",NA,NA,NA,"CGMS1067866",NA,NA,NA,NA,NA,NA,NA
"171","2021-04-07 11:48:47-03","UFMS","CGMS","62753","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","V.J. Pott","2016","02","03","C.A. Carollo; D.B. Silva; A.G. Boaretto; Y.S. Risk","2016","01","27","Brasil","Mato Grosso do Sul","Aquidauana","Distrito de Piraputanga, Furnas dos Baianos, topo do morro ('selva de pedra').","-55,4833333","-20,45","407","407",NA,"Coordenadas originais do coletor: 20°27#?#014'S 55°29#?#412' W. Folhas rígidas, que se curvam após desidratar. Comum no topo do morro, principalmente em locais com bastante umidade e até presença de água ('ilhas de vegtação'). Habitat: C","-55.4833333","-20.45",NA,NA,"8",NA,NA,NA,"CGMS1095749",NA,NA,NA,NA,NA,NA,NA
"172","2021-04-07 11:48:47-03","UFMS","CGMS","36052","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","A. Pott","2012",NA,NA,"J.R. Fabri","2012","08","18","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Retiro Conceição. Área casadinho.","-57,7625","-21,6980555",NA,NA,NA,NA,"-57.7625","-21.6980555",NA,NA,"2",NA,NA,NA,"CGMS1065458",NA,NA,NA,NA,NA,NA,NA
"173","2021-04-07 11:48:47-03","UFMS","CGMS","27217","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","V.J. Pott",NA,NA,NA,"A. Pott; A.L.B. Sartori; G.A. Damasceno-Junior","2009","06","25","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Retiro Conceição, acesso no Km 671, Rodovia BR-267.","-57,7666667","-21,6833333","85","85",NA,NA,"-57.7666667","-21.6833333",NA,NA,"15945",NA,NA,NA,"CGMS1056654",NA,NA,NA,NA,NA,NA,NA
"174","2021-04-07 11:48:47-03","UFMS","CGMS","44930","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","V.J. Pott","2015","05","12","A.P. Souza; T.R.F. Sinani; D.J.Machate, M.A. Farinaccio.","2014","06","04","Brasil","Mato Grosso do Sul","Porto Murtinho","Estrada para o Parque Natural Municipal Cachoeira do APA.","-57,5666667","-21,7752778",NA,NA,NA,NA,"-57.5666667","-21.7752778",NA,NA,"43",NA,NA,NA,"CGMS1074896",NA,NA,NA,NA,NA,NA,NA
"175","2021-04-07 11:48:47-03","UFMS","CGMS","38580","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","A. Salino",NA,NA,NA,"V.J. Pott; A. Pott","2003","08","17","Brasil","Mato Grosso do Sul","Aquidauana","Aldeia Indígena Terena, Limão Verde, norte da sede.","-55,6833333","-20,3291667","290","290",NA,"Duplicata BHCB. Habitat: Encosta íngreme com mata e afloramento em lage. Solo litólico, arenito. Relevo íngreme. Habito: Erva. Mancha ocasional. 0,20-0,30m de altura.","-55.6833333","-20.3291667",NA,NA,"6454",NA,NA,NA,"CGMS1067970",NA,NA,NA,NA,NA,NA,NA
"176","2021-04-07 11:48:47-03","UFMS","CGMS","17691","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","V.J. Pott",NA,NA,NA,"K.R. Laitart","2007","02","14","Brasil","Mato Grosso do Sul","Antônio João","Fazenda Pérola do Vale.",NA,NA,NA,NA,NA,NA,"-55.9474983215332","-22.1910991668701","38814","auto","16",NA,NA,NA,"CGMS1046986",NA,NA,NA,NA,NA,NA,NA
"177","2021-04-07 11:48:47-03","UFMS","CGMS","20955","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","V.J. Pott","2008","06","18","M.C. Pereira; A. Guglieri; T.H.D. Leandro; L.A.V. Martins","2007","12","15","Brasil","Mato Grosso do Sul","Corguinho","Córrego Boa Sorte.",NA,NA,NA,NA,NA,NA,"-54.8293991088867","-19.8316993713379","56513","auto","41",NA,NA,NA,"CGMS1050366",NA,NA,NA,NA,NA,NA,NA
"178","2021-04-07 11:48:47-03","UFMS","CGMS","20953","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","V.J. Pott","2008","06","18","M.C. Pereira; A. Guglieri; T.H.D. Leandro; L.A.V. Martins","2007","12","15","Brasil","Mato Grosso do Sul","Corguinho","Córrego Boa Sorte.",NA,NA,NA,NA,NA,NA,"-54.8293991088867","-19.8316993713379","56513","auto","39",NA,NA,NA,"CGMS1050364",NA,NA,NA,NA,NA,NA,NA
"179","2021-04-07 11:48:47-03","UFMS","CGMS","20952","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","V.J. Pott","2008","06","18","M.C. Pereira; A. Guglieri; T.H.D. Leandro; L.A.V. Martins","2007","12","15","Brasil","Mato Grosso do Sul","Corguinho","Córrego Boa Sorte.",NA,NA,NA,NA,NA,NA,"-54.8293991088867","-19.8316993713379","56513","auto","38",NA,NA,NA,"CGMS1050363",NA,NA,NA,NA,NA,NA,NA
"180","2021-04-07 11:48:47-03","UFMS","CGMS","38562","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"A. Pott; V.J. Pott","2001","07","03","Brasil","Mato Grosso do Sul","Ladário","Laje do cocho 500m Sul da sede da Fazenda Uruba.",NA,NA,NA,NA,NA,NA,"-57.6016998291016","-19.0046997070312","23141","auto","9296",NA,NA,NA,"CGMS1067951",NA,NA,NA,NA,NA,NA,NA
"181","2021-04-07 11:48:47-03","UFMS","CGMS","17669","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","V.J. Pott","2015","05","12","K.R. Laitart","2007","02","16","Brasil","Mato Grosso do Sul","Porto Murtinho","Estrada para Fazenda Amonguejá.",NA,NA,NA,NA,NA,NA,"-57.8824996948242","-21.6989002227783","185577","auto","85",NA,NA,NA,"CGMS1046964",NA,NA,NA,NA,NA,NA,NA
"182","2021-04-07 11:48:47-03","UFMS","CGMS","38475","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","V.J. Pott",NA,NA,NA,"V.J. Pott; A. Pott","2005","06","25","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Campo Florido, 35 Km de Porto Murtinho (dique), 14Km da Rodovia BR-267.",NA,NA,NA,NA,NA,"Presença de Selaginella selowii. Habitat: Savana de Chaco com quebracho vermelho (Schinopsis balansae) e Zigiphus. Solo siltoso, solódico. Habito: Erva. Muito frequente. 0,03-0,10 m de altura.","-57.8824996948242","-21.6989002227783","185577","auto","7830",NA,NA,NA,"CGMS1067865",NA,NA,NA,NA,NA,NA,NA
"183","2020-07-09 10:04:58-03","UFS","ASE","4327","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Xavier, SRS","2007","01",NA,"Viana, G","1986","05","17","Brasil","Sergipe","Poço Redondo","Faz. Clemente","-37.684167","-9.805278",NA,NA,NA,"Erva prostada.; Erva prostada.; Caatinga.","-37.684167","-9.805278",NA,NA,"1446","Southern America",NA,NA,"ASE0021094","Selaginellales","ASE0021094",NA,NA,NA,NA,NA
"184","2020-07-09 10:04:58-03","UFS","ASE","32814","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Freire, GS","2015","02","04","Walker, CIB; Figueiredo, RF; Vieira, S","2014","08","30","Brasil","Sergipe","Porto da Folha","Ilha de São pedro","-37.36514","-9.79061",NA,NA,NA,"Pteridófita fértil. Solo arenoso.; Caatinga.","-37.36514","-9.79061",NA,NA,"10","Southern America",NA,NA,"ASE0004386","Selaginellales","ASE0004386",NA,NA,NA,NA,NA
"185","2020-07-09 10:04:58-03","UFS","ASE","12055","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Costa, SM","2009","07",NA,"Nascimento - Júnior, JE; Melo, DS","2008","04","02","Brasil","Sergipe","Poço Redondo","Fazenda Charco","-37.684167","-9.805278",NA,NA,NA,"Folhas mais escuras na superfície adaxial.; Folhas mais escuras na superfície adaxial.; Caatinga","-37.684167","-9.805278",NA,NA,"295","Southern America",NA,NA,"ASE0020054","Selaginellales","ASE0020054",NA,NA,NA,NA,NA
"186","2020-07-09 10:04:58-03","UFS","ASE","12411","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Costa, SM","2009","07",NA,"Nascimento - Júnior, JE","2008","04","29","Brasil","Sergipe","Porto da Folha",NA,"-37.278056","-9.917222",NA,NA,NA,"Caatinga.","-37.278056","-9.917222",NA,NA,"362","Southern America",NA,NA,"ASE0021090","Selaginellales","ASE0021090",NA,NA,NA,NA,NA
"187","2020-07-09 10:04:58-03","UFS","ASE","15561","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Silva, ACC","2014","02","14","Nascimento - Júnior, JE; Nascimento - Júnior, JE","2010","01","07","Brasil","Sergipe","Poço Verde","Reserva Legal do Assentamento Santa Maria da Lage.","-38.183333","-10.708333",NA,NA,NA,NA,"-38.183333","-10.708333",NA,NA,"711","Southern America",NA,NA,"ASE0022578","Selaginellales","ASE0022578",NA,NA,NA,NA,NA
"188","2020-07-09 10:04:58-03","UFS","ASE","25213","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Conceição, GG","2012","05",NA,"Conceição, GG; Santos, E; Silva, RN; Nogueria, PCL","2012","05","22","Brasil","Sergipe","Poço Verde","Fazenda Santa Maria da Lage","-38.183333","-10.708333",NA,NA,NA,"Caatinga.","-38.183333","-10.708333",NA,NA,"47","Southern America",NA,NA,"ASE0030270","Selaginellales","ASE0030270",NA,NA,NA,NA,NA
"189","2020-07-09 10:04:58-03","UFS","ASE","32002","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Oliveira, EVS","2014","09","22","Oliveira, EVS","2014","09","12","Brasil","Sergipe","Poço Verde","Assentamento Santa Maria da Lage, Mata de reserva legal","-38.1833","-10.7083",NA,NA,NA,"Cerca de 15 cm. Folha com verde mais escuro na face adaxial. No interior da mata.; Caatinga","-38.1833","-10.7083",NA,NA,"448","Southern America",NA,NA,"ASE0002944","Selaginellales","ASE0002944",NA,NA,NA,NA,NA
"190","2020-07-09 10:04:58-03","UFS","ASE","588","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Fonseca, MR","1980","10","10","Fonseca, MR","1978","04","04","Brasil","Sergipe","Canindé de São Francisco","Pov. Curitiba, Faz. Canabrava","-37.789167","-9.66",NA,NA,NA,". . frondes verdes. .; . . frondes verdes. .; erva (pteridófita) terrestre","-37.789167","-9.66",NA,NA,"ASE588","Southern America",NA,NA,"ASE0012927","Selaginellales","ASE0012927",NA,NA,NA,NA,NA
"191","2020-07-09 10:04:58-03","UFS","ASE","901","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Fonseca, MR","1981","04","25","Fonseca, MR","1981","04","25","Brasil","Sergipe","Poço Redondo","margem da SE-208","-37.684167","-9.805278",NA,NA,NA,"pteridófita herbácea.; pteridófita herbácea.","-37.684167","-9.805278",NA,NA,"496","Southern America",NA,NA,"ASE0013142","Selaginellales","ASE0013142",NA,NA,NA,NA,NA
"192","2020-07-09 10:04:58-03","UFS","ASE","1646","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Viana, G","1982","05","05","Carneiro, EM","1981","11","11","Brasil","Sergipe","Frei Paulo","Faz. Serras Pretas","-37.3203","-10.3203",NA,NA,NA,"erva revivescente","-37.3203","-10.3203",NA,NA,"165","Southern America",NA,NA,"ASE0013685","Selaginellales","ASE0013685",NA,NA,NA,NA,NA
